id,name,team,1,2,3,4,5,6,7,8,9,10,11,total
5954,Eldor Shomurodov,FC Rostov,0.0,0.112,0.0778,0.11,0.0,0.29,0.0348,-,0.3127,-,-,0.9373
3390,Rémy Cabella,FC Krasnodar,0.166,0.0291,0.2559,-,-,0.121,-,0.1283,0.1952,0.0384,0.0,0.9339
8928,Flamarion Junior,FC Rotor Volgograd,-,-,-,-,-,-,-,-,0.4673,0.0289,0.4377,0.9339
7477,Maksim Glushenkov,Spartak Moscow,0.4888,0.0975,0.0671,0.0,0.2593,-,-,-,-,-,-,0.9127
5394,Valeriu Ciuperca,FC Tambov,0.0,0.0,0.4133,0.0,0.0,0.0,0.0,0.0127,0.0,0.4004,0.0816,0.908
6910,Igor Diveev,CSKA Moscow,0.0981,0.0478,0.0312,0.0749,0.0546,0.0,-,-,-,-,0.6011,0.9077
2884,Roman Eremenko,FC Rostov,0.0,0.0,0.0346,-,0.2569,0.0797,0.0,-,0.0,-,0.5254,0.8966
8143,German Onugkha,FC Tambov,-,-,-,-,0.0538,-,0.0,-,0.0,0.0823,0.7542,0.8903
7679,Kaio,FC Krasnodar,0.0441,0.4977,0.0,0.2073,-,0.0857,-,0.0,0.0,0.009,0.0433,0.8871
2920,Sergei Petrov,FC Krasnodar,0.0171,0.0425,0.3978,0.0,0.0,0.0809,-,0.1074,0.1806,-,0.0605,0.8868
8694,Chidera Ejuke,CSKA Moscow,-,-,-,-,-,0.018,0.3428,0.291,0.1109,0.0,0.0674,0.8301
7470,Mathias Normann,FC Rostov,0.0546,0.0812,0.0316,0.0478,0.0807,0.0756,0.1498,-,0.1018,0.2024,-,0.8255
7652,Zuriko Davitashvili,FC Rotor Volgograd,-,-,-,0.0,0.652,0.0611,-,-,-,-,0.1087,0.8218
2887,Kirill Panchenko,FC Tambov,0.0525,0.0442,0.0,0.0928,0.1322,0.0,0.2431,0.0,0.1638,0.0759,-,0.8045
2712,Rifat Zhemaletdinov,Lokomotiv Moscow,0.0,0.0377,0.7,0.0,0.0,0.0,-,0.0,-,0.0,0.0487,0.7864
8368,Kirill Zaika,PFC Sochi,0.1483,0.0304,-,0.2309,0.0394,0.0,-,0.0,0.0,-,0.3248,0.7738
2711,Aleksey Miranchuk,Lokomotiv Moscow,0.1165,0.4339,0.1794,0.0,-,-,-,-,-,-,-,0.7298
8602,Kamran Aliev,Khimki,0.0535,0.3998,0.0,0.0,0.2489,0.0,0.0,0.0162,-,0.0,-,0.7184
2894,Vladislav Ignatjev,Lokomotiv Moscow,0.0999,-,-,0.0,0.0,0.0,0.0,-,0.4687,0.149,-,0.7176
5452,Miha Mevlja,PFC Sochi,0.0718,0.0,0.5093,0.0,0.0,0.0,0.0,0.1352,0.0,0.0,0.0,0.7163
2881,Alan Dzagoev,CSKA Moscow,0.6596,0.0278,-,-,-,-,-,-,-,0.0,0.0271,0.7145
7136,Arnór Sigurdsson,CSKA Moscow,0.1454,0.1157,0.0,0.2296,0.0243,-,-,0.0809,0.1046,0.0,-,0.7005
8342,Ilia Shkurin,CSKA Moscow,-,0.6883,0.0,0.0,-,-,-,-,-,-,-,0.6883
2834,Giorgi Jikia,Spartak Moscow,0.0,0.0,0.5552,0.0,0.0546,0.0,0.0209,0.0,0.0493,0.0,-,0.68
6793,Daniil Lesovoy,Arsenal Tula,0.0201,0.0313,0.012,0.5284,0.0853,0.0,-,-,-,-,-,0.6771
7678,Soltmurad Bakaev,Rubin Kazan,0.0287,0.0556,0.0976,0.4116,0.0293,-,0.0519,0.0,0.0,0.0,0.0,0.6747
2775,Dmitriy Poloz,FC Rostov,-,-,-,0.0445,0.1001,0.0195,0.0,-,0.0,0.4598,0.0485,0.6724
8607,Adolfo Gaich,CSKA Moscow,0.4423,0.0,0.0,0.213,0.0,-,-,-,0.0,-,0.0,0.6553
3021,Aleksei Kozlov,FC Rostov,0.0,0.0187,0.0128,0.0495,0.0,0.017,0.5537,-,0.0,0.0,0.0,0.6517
6586,Andrey Egorychev,Ural,0.0,0.0,0.4162,0.0986,0.04,0.0,0.0,-,0.0419,0.0,0.0541,0.6508
7655,Carl Starfelt,Rubin Kazan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1044,0.4121,0.0,0.1318,0.6483
2775,Dmitriy Poloz,PFC Sochi,0.0843,0.1006,0.0,-,-,-,-,-,-,0.4598,-,0.6447
7183,Daniil Khlusevich,Arsenal Tula,0.0,0.0221,0.0898,0.0,0.0624,0.3306,0.0425,0.0,0.0912,0.0,0.0,0.6386
7475,Ayrton Lucas,Spartak Moscow,0.0765,0.219,0.0539,0.0158,0.034,0.0379,0.0344,0.0117,0.0856,0.0324,0.0,0.6012
7659,Vladimir Obukhov,FC Tambov,0.0,0.0932,0.0,0.0576,0.0598,0.0,0.0,0.1191,0.269,-,-,0.5987
2805,Sergey Serchenkov,FC Rotor Volgograd,0.0104,-,0.3579,0.0805,0.148,0.0,-,-,-,-,-,0.5968
5442,Ivan Oblyakov,CSKA Moscow,0.103,0.0601,0.0123,0.1006,0.0142,0.0148,0.1155,0.0986,0.0592,0.0,0.0134,0.5917
8598,Kirill Bozhenov,Khimki,0.0208,0.0,0.0,0.013,-,0.0125,0.0078,0.0,0.0733,0.4625,0.0,0.5899
4614,Soslan Takasov,FC Tambov,-,-,-,-,-,-,-,0.0,0.0,0.5813,0.0,0.5813
5417,Mohamed Konate,Khimki,0.0816,0.0,0.1015,0.2406,0.0,0.1134,-,-,0.0,0.0392,0.0,0.5763
2928,Joãozinho,PFC Sochi,-,0.0,0.2956,0.0,0.0557,0.0907,0.0,0.0878,0.0169,0.0,0.0246,0.5713
5477,Cristian Ramírez,FC Krasnodar,0.0724,0.2938,0.0183,0.0529,0.0671,0.0,-,0.0496,0.0167,0.0,0.0,0.5708
8601,Artem Polyarus,Khimki,0.1813,0.0466,0.1205,0.1206,0.0,0.0445,0.0478,0.0,-,-,-,0.5613
602,Dejan Lovren,Zenit St. Petersburg,0.0,0.0899,0.0685,0.1348,0.0483,0.1263,0.0394,0.0,0.0,0.0515,0.0,0.5587
4695,Arshak Koryan,Khimki,0.0443,0.0816,0.1067,0.079,0.0,0.0,0.2172,0.0255,-,-,-,0.5543
8612,David Karaev,Ural,0.0732,-,0.0,0.4792,-,0.0,-,0.0,0.0,-,-,0.5524
7471,Baktiyor Zainutdinov,CSKA Moscow,-,-,-,-,0.1404,0.0219,0.0,0.0,0.0795,0.2731,0.0302,0.5451
8017,Alex Kral,Spartak Moscow,0.0524,0.3836,0.0,0.016,0.0178,0.0,0.0,0.0632,0.0,0.0121,0.0,0.5451
7620,Aleksandr Rudenko,PFC Sochi,-,0.0,0.0811,0.326,0.0525,0.0,0.0763,-,-,-,-,0.5359
6580,Danil Glebov,FC Rostov,0.0,-,0.0,0.0232,0.036,0.0,0.1235,-,0.0382,-,0.314,0.5349
6024,Ismael,FK Akhmat,0.0476,0.0397,0.0392,0.0497,0.0464,0.0699,0.0472,0.1025,0.0924,-,-,0.5346
5469,Evgeniy Chernov,FC Rostov,0.0,0.0,0.0,0.0,0.0434,0.0147,0.0279,-,0.4478,0.0,-,0.5338
2869,Reziuan Mirzov,Khimki,-,-,-,-,-,-,-,-,-,0.0445,0.488,0.5325
2896,Mario Fernandes,CSKA Moscow,0.0,0.0544,0.0,0.0859,0.0,0.0,0.0711,0.2963,0.0244,0.0,-,0.5321
8364,Maksim Kutovoi,FC Krasnodar,0.067,-,0.0,0.0,-,-,-,0.4525,0.0,0.0,-,0.5195
8597,Dmitri Tikhiy,Khimki,0.0,0.0196,0.0927,0.0428,0.0433,0.3126,0.0,0.0,0.0075,0.0,-,0.5185
5536,Daniil Fomin,Dinamo Moscow,0.0403,0.1221,0.0,0.1089,0.0,0.0372,0.0189,0.0,0.1699,0.0201,0.0,0.5174
7650,Murilo Cerqueira,Lokomotiv Moscow,0.0,0.0186,0.1428,0.0792,0.1087,0.0,0.0,0.0236,0.0,0.1288,0.0,0.5017
8705,Mikalay Signevich,Khimki,-,-,-,-,-,-,0.3856,0.109,-,-,-,0.4946
2751,Aleksey Ionov,FC Rostov,0.0253,0.0,0.0,0.0412,0.0,0.1045,0.0,-,0.0357,0.2819,-,0.4886
2869,Reziuan Mirzov,Spartak Moscow,-,-,-,-,-,0.0,-,-,-,-,0.488,0.488
6810,Nayair Tiknizyan,CSKA Moscow,0.0,0.0,0.0,0.0,0.0448,0.0928,0.0,0.061,0.0,0.2036,0.0831,0.4853
2900,Alexey Nikitin,FC Ufa,0.0601,0.0,0.0375,0.3707,0.0,0.0,-,-,0.0,-,0.0,0.4683
7471,Baktiyor Zainutdinov,FC Rostov,0.2471,0.0,0.1532,0.0669,-,-,-,-,-,-,-,0.4672
6727,Artem Golubev,FC Ufa,0.1115,0.3305,0.0,0.022,0.0,0.0,-,0.0,0.0,-,0.0,0.464
2968,Magomed Ozdoev,Zenit St. Petersburg,0.0,0.0839,0.1122,0.0,0.096,0.0343,0.0223,0.0202,0.0,0.0853,0.0,0.4542
1811,Andrés Ponce,FK Akhmat,0.0,0.0712,0.0903,0.0144,0.0165,0.0459,0.2134,0.0,-,0.0,-,0.4517
2790,Aleksandr Martynovich,FC Krasnodar,0.0,0.0574,0.0205,0.0,0.0163,0.0,-,0.0314,0.0,0.3097,-,0.4353
7123,Evgeny Kharin,FK Akhmat,0.0518,0.0,0.0066,0.0203,0.0,0.0,0.1188,0.0,0.1283,0.0239,0.0815,0.4312
2880,Sergey Tkachev,Arsenal Tula,-,0.0445,0.0573,-,0.0372,0.0457,0.0124,0.129,0.1007,0.0,-,0.4268
8360,Darko Jevtic,Rubin Kazan,0.0533,0.0,0.0,0.0364,0.0399,0.0,0.0912,0.0946,-,0.0894,-,0.4048
7630,Kings Kangwa,Arsenal Tula,0.0713,0.0498,-,0.024,0.0461,0.0178,0.0872,0.0,0.0,0.0166,0.0917,0.4045
5526,Dmitrii Skopintcev,Dinamo Moscow,0.0546,0.0,0.0166,0.0,0.0107,0.1643,0.0136,0.0857,0.0426,0.0,0.0129,0.401
2887,Kirill Panchenko,Arsenal Tula,-,-,-,-,-,-,-,-,-,0.0759,0.3172,0.3931
7011,Lovro Bizjak,FC Ufa,-,0.1856,-,0.0,0.0,-,0.0,0.0348,0.0994,0.0698,-,0.3896
5890,Pavel Karasev,FC Tambov,0.0,0.0,0.0,0.0,0.0,0.3389,0.0,0.0,0.0,0.0482,0.0,0.3871
541,Victor Moses,Spartak Moscow,-,-,-,-,-,-,-,-,-,-,0.3839,0.3839
6585,Kristijan Bistrovic,CSKA Moscow,0.0,-,-,0.0601,-,0.0413,0.0,0.2144,0.0241,-,0.028,0.3679
2910,Vyacheslav Krotov,FC Ufa,0.0708,0.057,0.0,0.0,-,0.0,-,-,-,0.1362,0.1003,0.3643
3333,Francois Kamano,Lokomotiv Moscow,-,-,-,0.0,0.1365,0.0805,0.0521,0.0,0.08,-,0.0108,0.3599
8618,Oleg Aleinik,FC Rotor Volgograd,0.0076,0.0297,0.1185,0.0476,0.0174,0.033,-,-,0.0862,0.0,0.0186,0.3586
8624,Marat Bystrov,FK Akhmat,-,-,0.0,0.1892,0.1081,-,0.0482,0.0,0.0,0.0,0.0114,0.3569
5286,Douglas Santos,Zenit St. Petersburg,0.0,0.0,0.0,0.2215,0.0564,0.0,0.0,0.0095,0.0,0.0221,0.0313,0.3408
2593,Bojan Jokic,FC Ufa,0.0,0.0,0.0,-,-,-,0.0,0.0,0.3187,0.0,0.0186,0.3373
6772,Gamid Agalarov,FC Ufa,0.0,-,-,0.0,0.0,-,-,-,0.0,0.3323,-,0.3323
3062,Oleg Shatov,Rubin Kazan,-,-,-,0.0,0.0517,0.0,0.0326,0.052,0.1245,0.0,0.0644,0.3252
5940,Sergey Terekhov,PFC Sochi,0.0,0.1427,0.0332,0.0249,0.0,0.0116,0.0,0.061,0.0,-,0.0353,0.3087
4199,Anton Shvets,FK Akhmat,0.0616,0.0404,0.0,-,0.0,-,0.0353,0.0,0.0955,-,0.0654,0.2982
8601,Artem Polyarus,FK Akhmat,-,-,-,0.1206,-,-,-,-,-,0.1,0.0767,0.2973
8626,Nikola Moro,Dinamo Moscow,-,-,0.0,0.0,0.0,0.0,0.0,0.0205,0.155,0.0562,0.0642,0.2959
7632,Ivan Ordets,Dinamo Moscow,0.0,0.0785,0.0,0.0,0.0,0.0,0.0409,0.1212,0.0,0.0497,0.0,0.2903
6331,Alexander Lomovitskiy,Arsenal Tula,-,-,-,-,0.0,-,-,-,-,0.1739,0.1119,0.2858
6890,Danijel Miskic,Ural,-,0.0473,0.0,0.0,0.0,0.055,0.0,0.0133,0.0,0.0,0.1677,0.2833
8369,Yuri Kovalev,Arsenal Tula,-,0.0457,0.0795,0.0,-,-,0.1323,0.0,0.0,0.021,0.0,0.2785
