id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,total
2974,Vladimir Dyadyun,Khimki,0.4113,0.4217,0.1044,-,-,-,0.0922,0.0,0.3736,1.0858,0.1707,0.0,0.0,0.0728,0.0494,0.2486,-,0.1519,0.2924,-,-,3.4748
6024,Ismael,FK Akhmat,0.0701,0.0397,0.1088,0.2475,0.448,0.0967,0.2876,0.1119,0.2819,-,-,0.6769,0.0602,-,0.0115,0.2166,0.0495,0.12,0.5264,0.1027,0.0168,3.4728
7679,Kaio,FC Krasnodar,0.2795,0.0291,0.0572,0.0406,-,0.0795,-,1.0287,0.2723,0.7173,0.0176,0.0198,0.0301,0.0,-,0.0291,0.3716,-,-,0.4244,0.0354,3.4322
9068,Komnen Andric,FC Ufa,-,-,-,-,-,-,-,-,-,-,-,0.1087,0.2478,0.0287,1.676,0.2478,0.6327,-,-,0.3142,0.147,3.4029
8610,Kento Hashimoto,FC Rostov,0.0,0.0493,0.0,0.8832,0.1256,0.0452,-,-,0.4713,0.0218,0.9927,0.2165,0.0647,0.5256,0.0,-,-,-,-,-,-,3.3959
3025,Alexander Troshechkin,Khimki,0.1031,0.5541,0.0606,0.0603,0.0,0.1613,-,0.0547,0.1331,0.1535,0.1425,0.1173,0.0903,0.1563,0.407,0.1105,0.0,0.1089,0.6301,0.3218,-,3.3654
7123,Evgeny Kharin,FK Akhmat,0.1219,0.0,0.0066,0.0203,0.0,0.0294,0.1188,0.0,0.2111,0.0239,0.4322,0.0,0.3598,0.1596,0.3666,0.09,0.1656,0.0849,0.4638,0.0713,0.6246,3.3504
5479,Ilya Zhigulev,FC Rotor Volgograd,0.0104,0.0,0.0057,0.4566,0.0883,0.341,-,-,-,0.0,0.0247,0.0,0.0463,0.7387,0.1942,-,0.2277,0.5014,0.0,0.0,0.7153,3.3503
5417,Mohamed Konate,Khimki,0.0766,0.0,0.226,0.2951,0.0,0.1134,-,-,0.0,0.0627,0.3248,0.3361,0.0,0.122,0.1892,0.0,-,0.0796,1.0213,0.4926,-,3.3394
8348,Miroslav Bogosavac,FK Akhmat,0.1063,0.0,0.5165,0.1435,0.1546,0.0894,0.2973,0.4148,-,0.1068,0.2899,0.0841,0.0166,0.274,0.016,0.1384,0.1656,0.0179,0.0965,0.309,0.0519,3.2891
5890,Pavel Karasev,FC Tambov,0.0,0.4304,0.0161,0.0659,0.0671,0.7032,0.1419,0.0,0.2073,0.5719,0.0,0.0309,0.1868,0.1116,0.0,0.0218,0.1617,0.0425,0.5238,-,-,3.2829
6580,Danil Glebov,FC Rostov,0.0,-,0.0238,0.2003,0.1167,0.0195,0.1351,-,0.0382,-,0.6396,0.502,0.0616,0.0215,0.5147,0.1007,0.109,-,0.0361,0.5782,0.1471,3.2441
2712,Rifat Zhemaletdinov,Lokomotiv Moscow,0.5241,0.4055,1.1558,0.0,0.0857,0.0,-,0.0,-,0.0,0.0692,-,0.0329,-,-,0.0592,-,-,-,0.1272,0.7696,3.2292
3071,Mikhail Kerzhakov,Zenit St. Petersburg,0.0,0.068,0.4117,0.8377,0.0,0.0,0.5942,0.2912,0.3363,0.0713,0.0,0.0,0.0,0.6067,0.0,0.0,-,-,-,0.0,-,3.2171
8598,Kirill Bozhenov,Khimki,0.1208,0.0283,0.0,0.0402,-,0.0501,0.5805,0.1252,0.372,0.5695,0.2598,0.0546,0.0568,0.1141,0.3576,0.1166,-,0.0947,-,0.2732,0.0,3.214
2775,Dmitriy Poloz,FC Rostov,-,-,-,0.3261,0.1001,0.0195,0.0251,-,0.0,0.4598,0.1521,0.4658,0.0739,0.4885,0.1086,0.1474,0.1278,0.0543,0.0612,0.4879,0.1011,3.1992
6587,Othman El Kabir,Ural,-,0.0312,-,-,-,-,0.1298,0.509,0.1189,0.1607,-,-,-,0.4412,0.1024,0.3288,0.1762,0.0293,0.4876,0.5452,0.1013,3.1616
6810,Nayair Tiknizyan,CSKA Moscow,0.5159,0.0,0.0123,0.016,0.0573,0.1712,0.0379,0.5693,0.1039,0.3205,0.2336,0.0286,0.1072,-,0.0,0.0371,0.0168,0.0,0.9123,0.0,0.0,3.1399
2705,Vedran Corluka,Lokomotiv Moscow,0.5444,0.4619,0.5563,0.0,0.0986,0.0921,0.1004,0.3023,0.0,0.1174,-,0.1999,-,-,0.3346,-,0.263,0.0366,-,0.0,-,3.1075
7655,Carl Starfelt,Rubin Kazan,1.0428,0.1944,0.1571,0.0116,0.0,0.0806,0.0588,0.0869,0.1036,0.0181,0.1533,0.3199,0.0,0.0724,-,0.0,0.035,0.5614,0.1973,0.0,0.0134,3.1066
8626,Nikola Moro,Dinamo Moscow,-,-,0.0,0.0295,0.0,0.0,0.0,0.2734,0.5145,0.3285,0.0711,-,-,0.0507,0.2099,0.2406,0.1792,0.055,0.2245,0.0606,0.8368,3.0743
7023,Dennis Hadzikadunic,FC Rostov,0.0546,0.118,0.0,0.0,0.086,0.0,0.0714,-,0.4713,0.309,0.7479,0.5538,0.017,-,-,0.0259,0.0573,0.0,0.0,0.4879,0.0733,3.0734
5452,Miha Mevlja,PFC Sochi,0.0,0.0,0.0,0.3305,0.1366,0.0445,0.0,0.0624,0.0311,0.0228,0.2396,0.1315,0.1026,0.0,0.1087,0.0,0.5079,0.351,0.0,0.9494,0.0,3.0186
2910,Vyacheslav Krotov,FC Ufa,0.1823,0.057,0.0,0.0,-,0.0,-,-,-,0.24,0.1003,0.0495,0.1972,0.0681,0.2537,1.5225,0.2363,0.0,0.0651,-,0.0,2.972
3196,Kamil Mullin,FC Rotor Volgograd,0.1933,0.0832,0.0105,0.4972,0.0752,0.308,-,-,-,0.0282,0.5073,0.0,0.015,0.0,0.3577,0.2936,0.1736,0.4142,0.0,0.0,0.0,2.957
7183,Daniil Khlusevich,Arsenal Tula,0.4946,0.0383,0.0898,0.0,0.1606,0.0,0.068,0.071,0.1957,0.0591,0.0,0.5633,0.0,0.2321,0.2987,-,-,0.5672,0.0098,-,0.0,2.8482
7192,Pavel Maslov,Spartak Moscow,0.1221,0.3142,0.1386,0.3134,0.3195,0.449,0.1858,0.0,-,0.0,0.0271,0.1491,-,0.0874,0.1166,0.1102,0.2504,0.0389,0.0286,0.0,0.1821,2.833
2826,Aleksandr Zuev,Rubin Kazan,-,-,-,0.0341,0.4496,0.8621,0.2509,0.2072,0.3939,-,0.0,0.0,0.0536,0.0,0.024,0.1382,0.1201,0.1551,0.1203,0.0,0.0,2.8091
2921,Charles Kaboré,Dinamo Moscow,0.4945,0.6507,0.1119,0.6923,0.0313,0.0,0.0619,0.0,-,-,0.0279,0.1273,-,0.3339,0.0151,0.0961,-,0.0665,-,0.0424,0.0,2.7518
8928,Flamarion Junior,FC Rotor Volgograd,-,-,-,-,-,-,-,-,0.4926,0.0458,0.4774,0.0249,0.1178,0.6654,0.049,0.3835,0.0801,0.2893,0.1105,-,0.0,2.7363
7158,Zoran Nizic,FK Akhmat,0.0224,0.0397,-,-,0.6594,0.0967,0.2811,0.2404,-,0.0,0.1093,0.8045,0.0,0.0682,0.0,0.1473,0.1041,0.0369,0.0928,-,0.0,2.7028
2711,Aleksey Miranchuk,Lokomotiv Moscow,0.5143,0.7339,1.4407,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6889
3035,Evgeni Lutsenko,Arsenal Tula,0.4946,0.351,0.3471,0.6896,0.0879,-,-,0.0,-,-,-,-,-,-,-,-,0.0,0.5672,0.0,0.1173,0.0237,2.6784
8607,Adolfo Gaich,CSKA Moscow,0.4423,0.0,0.3441,0.213,0.0,-,-,-,0.0796,-,0.5522,0.0,0.1072,0.795,0.0496,0.0888,-,-,0.0,-,-,2.6718
7663,Maksim Osipenko,FC Rostov,0.1064,0.0118,0.0487,0.043,0.0953,0.0195,0.5885,-,0.0382,0.8931,0.0424,0.1501,0.017,0.0,0.0,0.0259,0.0423,0.0,0.0612,0.4805,-,2.6639
8368,Kirill Zaika,PFC Sochi,0.1483,0.2219,-,0.4216,0.0922,0.0932,-,0.0,0.0889,-,0.3685,0.0647,0.1306,-,-,-,0.0,0.0395,0.0,0.962,-,2.6314
2887,Kirill Panchenko,Arsenal Tula,-,-,-,-,-,-,-,-,-,0.0844,0.2647,0.1517,0.1664,0.4435,0.3373,0.2339,0.4726,0.1484,0.3219,0.0,-,2.6248
5385,Mikhail Kostyukov,FC Tambov,0.0667,0.2808,0.1458,0.0575,0.4551,0.1197,0.4542,0.0517,0.0,0.2415,0.4399,0.0372,-,0.0,0.0158,0.0,-,-,0.2299,-,-,2.5958
2724,Aleksandr Belenov,FC Ufa,0.0,0.0,0.0,0.0,0.0,0.4312,0.0097,0.0,0.0,0.1474,0.0,0.0282,0.0801,0.0,0.7065,0.6661,0.506,0.0,0.0,0.0,0.0,2.5752
3082,Branko Jovicic,Ural,-,-,-,-,-,-,0.5465,0.4762,0.0,0.0427,0.1447,0.0141,0.0158,0.3776,0.033,0.187,0.4055,0.0454,0.0637,0.055,0.1601,2.5673
5495,Jimmy Tabidze,FC Ufa,0.1115,-,-,-,-,-,0.0,0.0533,0.1133,0.0214,0.0186,0.0911,0.1666,0.0994,0.0,0.9962,0.5737,0.0706,-,0.2363,0.0,2.552
7658,Aleksandre Karapetian,FC Tambov,0.0254,0.4081,0.1458,0.1952,0.0833,0.2513,0.0,0.0,-,0.0362,0.3867,-,-,0.1954,0.0423,0.0,0.2201,0.12,0.4238,-,-,2.5336
7304,Danil Stepanov,FC Rotor Volgograd,0.0192,0.0187,0.0365,0.0596,0.0743,0.308,-,-,-,0.0256,0.3889,0.0,-,0.7172,0.1296,0.1432,0.1515,0.4382,0.0,-,-,2.5105
5092,Goran Causic,Arsenal Tula,-,0.3769,0.0898,0.1268,0.1799,0.0,-,-,-,-,-,0.6224,0.2936,0.2218,0.2271,-,0.0906,0.1296,-,0.0201,0.12,2.4986
6331,Alexander Lomovitskiy,Arsenal Tula,-,-,-,-,0.0193,-,-,-,-,0.1739,0.2451,0.0,0.2005,0.1385,0.2944,0.0855,0.427,0.2479,0.3528,0.0201,0.2572,2.4622
237,Robert Bauer,Arsenal Tula,0.4946,0.36,0.0,0.0,0.3564,0.026,0.1672,0.0,0.1032,-,0.2413,0.1517,0.152,0.1633,0.1976,-,-,-,-,0.0201,0.021,2.4544
7633,Rafal Augustyniak,Ural,0.5867,0.0906,0.0,0.6004,0.0124,0.0,0.0,-,-,-,-,0.0,0.0941,0.4122,0.0,0.1451,0.1844,0.0,0.0,0.2583,0.0695,2.4537
9153,Filip Mrzljak,FC Ufa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.162,0.5177,0.6407,0.5893,0.1081,0.2162,0.214,2.448
2814,Denis Glushakov,Khimki,-,-,-,-,-,-,-,-,-,0.6193,0.3116,0.1521,0.1031,0.1767,0.015,0.3029,0.1989,0.0724,-,0.479,0.0152,2.4462
2894,Vladislav Ignatjev,Lokomotiv Moscow,0.1434,-,-,0.0313,0.0837,0.1653,0.0,-,0.5471,0.2947,-,-,-,0.0,0.4831,0.093,0.3376,0.0419,0.2037,-,-,2.4248
5723,Emanuel Mammana,PFC Sochi,-,0.0,0.0,0.3037,1.0595,0.0,0.0587,0.0463,0.0542,0.0324,0.1059,0.1619,0.1026,0.1094,-,0.0,0.0,0.3822,-,-,-,2.4168
7470,Mathias Normann,FC Rostov,0.2261,0.2238,0.0802,0.2031,0.0807,0.2106,0.0645,-,0.0,0.4876,-,-,-,-,0.1573,-,0.1411,0.037,0.0162,0.4879,-,2.4161
8072,Nikolay Poyarkov,FC Rostov,-,-,-,-,-,-,-,-,-,-,0.5422,0.473,0.1022,0.4885,0.0426,0.0259,0.0573,-,0.0,0.5026,0.1799,2.4142
8622,Vitali Lisakovich,Lokomotiv Moscow,-,0.3697,0.0638,0.0,0.6038,0.0,0.0639,0.0925,-,0.1411,0.0,0.1803,0.0539,0.0435,-,0.0338,0.1419,-,0.3456,0.1232,0.1409,2.3979
2830,Pavel Pogrebnyak,Ural,-,-,-,-,-,-,-,-,-,-,0.0311,0.1986,0.6481,0.035,0.0218,0.1324,0.2783,0.0,-,0.9569,0.081,2.3832
6331,Alexander Lomovitskiy,Khimki,-,0.0617,0.1761,0.0701,0.0193,0.4972,0.1161,0.0,1.1736,-,-,-,-,-,-,-,-,0.2479,-,-,-,2.362
2593,Bojan Jokic,FC Ufa,0.1115,0.0,0.0,-,-,-,0.133,0.0406,0.4239,0.1715,0.1188,0.0282,0.3304,0.0681,0.7233,-,-,0.0,0.0175,0.1927,0.0,2.3595
3189,Egor Danilkin,Khimki,0.0218,0.3998,0.2415,0.013,0.0,0.1179,0.1949,0.0162,0.0075,0.5543,0.3986,0.0348,0.0,0.0,0.0,0.0,0.0698,0.1657,0.0702,0.0486,0.0,2.3546
8143,German Onugkha,FC Tambov,-,-,-,-,0.0538,-,0.0,-,0.0,0.142,0.7542,0.0309,0.1868,0.1411,-,0.0609,0.3548,-,0.6282,-,-,2.3527
8985,Marko Dugandzic,PFC Sochi,-,-,-,-,-,-,-,-,-,-,0.0543,0.0647,-,-,0.0,0.0,1.4187,0.3378,0.464,0.0,0.0,2.3395
8618,Oleg Aleinik,FC Rotor Volgograd,0.0278,0.1019,0.129,0.1431,0.0174,0.4021,-,-,0.1108,0.0169,0.1157,-,0.0241,0.0,0.2653,0.2457,0.1387,0.4452,-,0.1367,0.0,2.3204
2784,Denis Terentjev,FC Rostov,-,-,-,-,-,-,-,-,-,-,0.0695,0.413,0.0,0.5471,0.0661,0.7197,0.03,0.1037,0.3332,-,-,2.2823
3333,Francois Kamano,Lokomotiv Moscow,-,-,-,0.0,0.3571,0.0805,0.115,0.1883,0.08,-,0.0,0.2139,0.0,0.1017,0.0,0.0723,0.0654,-,0.0,0.1014,0.8536,2.2292
6275,Evans Kangwa,Arsenal Tula,0.0,0.0,-,0.1941,0.7314,0.0,0.0565,0.1207,0.298,0.1482,0.2201,0.0095,0.0898,0.0142,-,-,-,0.142,0.0,0.0131,0.1888,2.2264
8342,Ilia Shkurin,CSKA Moscow,-,0.6883,0.0123,0.1525,-,-,-,-,-,-,-,-,-,0.0,-,0.0,0.776,0.5953,-,-,-,2.2244
5469,Evgeniy Chernov,FC Krasnodar,-,-,-,-,-,0.1954,-,-,-,-,0.1858,0.1219,0.061,0.0401,0.5819,0.0,0.3375,0.0167,0.0673,0.0555,0.5483,2.2114
4695,Arshak Koryan,Khimki,0.1108,0.4414,0.2458,0.3475,0.0,0.4967,0.2172,0.0417,-,-,-,-,-,0.0594,-,0.133,-,-,0.0855,-,-,2.179
8597,Dmitri Tikhiy,Khimki,0.0583,0.0183,0.2685,0.079,0.0193,0.1622,0.2172,0.0454,0.0075,0.5769,-,0.1338,0.0568,0.0,0.0,0.0,0.0,0.0143,0.1087,0.3218,0.0829,2.1709
2852,Andrey Semenov,FK Akhmat,0.0,0.0,0.7016,0.2058,0.5048,0.0662,-,-,0.2474,-,-,0.0,-,-,-,-,0.1041,-,-,0.2782,0.0462,2.1543
6417,Daniil Kulikov,Lokomotiv Moscow,0.0,-,-,-,0.119,0.1149,0.115,0.0,0.1024,0.1552,0.1601,0.3189,0.0205,0.3979,0.1201,0.0795,-,0.1271,0.1591,0.1426,0.0163,2.1486
6138,Andrei Panyukov,Ural,0.4378,0.0468,0.0902,0.1704,-,-,0.489,0.5412,0.1071,0.0,-,0.0,-,-,0.115,-,-,-,-,0.1429,0.0,2.1404
6598,Igor Kalinin,Ural,0.4607,0.078,0.1572,0.1457,0.0,-,-,-,0.0419,0.012,0.3761,-,-,-,0.0112,0.1005,-,0.0,0.0883,0.4747,0.1187,2.065
2721,Dimitri Barinov,Lokomotiv Moscow,0.6081,0.7453,0.1889,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.5123,2.0546
1811,Andrés Ponce,FC Rotor Volgograd,-,-,0.0903,-,-,-,-,-,-,-,0.098,0.0249,0.0715,0.7447,0.0573,0.1366,0.0562,-,0.0404,0.4619,0.2557,2.0375
6364,Roman Tugarev,FC Rostov,-,-,-,-,-,-,-,-,-,-,0.8562,0.5201,-,0.0,0.102,0.1301,0.109,0.1407,0.0477,0.0555,0.0733,2.0346
8354,Oleksandr Kaplienko,FC Tambov,0.0257,0.0967,0.0161,0.0,0.0307,-,0.4884,0.0,0.0,0.604,0.3979,0.0135,0.0,-,0.0,0.0,-,0.0,0.3575,-,-,2.0305
6793,Daniil Lesovoy,Arsenal Tula,0.5146,0.3029,0.0694,0.5408,0.1882,0.026,-,-,-,-,-,-,-,-,-,-,0.383,-,-,-,-,2.0249
2751,Aleksey Ionov,FC Rostov,0.2107,0.0933,0.105,0.1268,0.2152,0.1069,0.0,-,0.4478,0.7146,-,-,-,-,-,-,-,-,-,-,-,2.0203
5469,Evgeniy Chernov,FC Rostov,0.0953,0.0467,0.0876,0.0,0.1808,0.1954,0.6281,-,0.486,0.2819,-,-,-,-,-,-,-,-,-,-,-,2.0018
2703,Guilherme,Lokomotiv Moscow,0.0106,0.1492,0.9781,0.0152,0.0,0.0738,0.0639,0.0452,0.0784,0.035,0.0487,0.0294,0.0076,0.0,-,-,0.1141,0.1547,-,0.0302,0.1431,1.9772
4247,Maximilian Philipp,Dinamo Moscow,0.1576,0.7176,0.0646,0.5663,0.0692,0.0676,0.2918,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9347
3168,Sergei Makarov,FC Rotor Volgograd,0.0234,0.0187,0.1185,0.4808,0.0752,0.045,-,-,0.0253,0.0169,0.0,0.0,0.0313,0.0,-,0.0986,0.2277,0.4142,0.0135,0.1512,0.1385,1.8788
6585,Kristijan Bistrovic,CSKA Moscow,0.0,-,-,0.0942,-,0.0,0.3189,0.8769,0.1447,-,0.028,-,0.0,0.1795,0.0496,0.1652,0.0168,0.0,0.0,-,-,1.8738
547,Guillermo Varela,Dinamo Moscow,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4512,0.1104,0.0575,0.1214,0.6378,0.0,0.0403,0.4516,1.8702
9061,Pontus Almqvist,FC Rostov,-,-,-,-,-,-,-,-,-,-,-,0.0897,0.0453,0.5099,0.525,0.0,0.0,0.0,0.0,0.4805,0.2197,1.8701
2880,Sergey Tkachev,Arsenal Tula,-,0.1527,0.1683,-,0.0555,0.0,0.152,0.116,0.298,0.0441,-,-,-,0.2225,-,-,0.0,0.2605,0.2708,0.0,0.1264,1.8668
7865,Kirill Folmer,FC Ufa,0.0,0.5454,0.0627,-,0.1034,0.4733,0.0,-,0.0195,0.1052,0.0,-,0.189,0.0356,0.3192,0.0,-,-,-,-,-,1.8533
7667,Aleksey Rybin,FC Tambov,0.0716,0.2054,0.0,-,0.1133,0.6944,0.0,0.0,-,0.4749,0.0295,-,0.1868,0.0527,0.0,0.0218,-,-,-,-,-,1.8504
5480,Matvey Safonov,FC Krasnodar,0.082,0.0212,0.0,0.0554,0.0,0.7075,-,0.4435,0.0,0.3291,0.0,0.0,0.0213,0.1044,-,-,0.0295,-,-,-,-,1.7939
2815,Quincy Promes,Spartak Moscow,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1012,1.6655,1.7667
2908,Dmitri Sysuev,FC Ufa,-,-,-,-,-,-,-,0.0,0.0994,0.2153,0.0,0.0,0.0391,0.0681,0.6336,0.5177,0.1272,0.0,0.0592,0.0,0.0,1.7596
6805,Azer Aliev,FC Ufa,0.0708,0.0294,0.0406,0.0,0.0618,0.4444,0.1844,0.154,0.0937,0.1651,-,0.4333,0.0793,-,-,0.0,0.0,-,-,-,-,1.7568
2768,Ivan Novoseltsev,PFC Sochi,0.0816,-,0.1654,-,0.0,-,-,-,0.0,-,-,-,0.0,-,0.4256,0.0213,0.6202,0.3316,0.0,0.0652,0.0416,1.7525
2818,Zé Luís,Lokomotiv Moscow,-,-,-,-,-,-,-,-,-,-,0.5766,0.0231,0.0,0.4723,0.5778,0.093,-,-,-,-,-,1.7428
9013,Sébastien Thill,FC Tambov,-,-,-,-,-,-,-,-,-,-,0.6716,-,0.1868,0.0212,-,0.0074,0.1398,0.0833,0.6183,-,-,1.7284
2907,Sly,Dinamo Moscow,0.2824,0.0154,0.0,0.5443,0.0482,0.0998,0.0142,0.1048,0.1801,-,-,-,-,-,-,-,-,0.0219,0.3468,0.0,0.0,1.6579
2985,Elmir Nabiullin,PFC Sochi,0.0,-,0.0,-,0.8494,0.019,0.1391,0.1268,0.1356,0.2478,0.0,-,0.1306,-,-,0.0,-,-,-,-,0.0,1.6483
3813,Luka Djordjevic,Arsenal Tula,-,-,-,-,-,-,-,-,-,-,0.2483,0.6047,0.1279,0.0964,0.2159,0.1236,-,0.1199,-,0.0971,0.0,1.6338
2824,Aleksandr Putsko,FK Akhmat,-,0.0,0.0261,0.2261,-,-,0.1717,-,-,-,0.4322,-,-,-,-,0.0512,-,0.0369,0.4066,0.2782,-,1.629
8601,Artem Polyarus,Khimki,0.3028,0.4131,0.2885,0.1959,0.0,0.3277,0.0991,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6271
346,Roman Neustädter,Dinamo Moscow,-,-,-,-,-,-,-,-,-,-,0.1256,0.0683,0.2527,-,0.0529,-,0.0,0.1005,0.0,0.103,0.9203,1.6233
2857,Oleg Ivanov,FK Akhmat,0.0956,0.0138,0.7463,0.2262,0.0,0.0,0.0,0.0,0.0155,-,0.5143,-,0.0,-,0.0,-,0.0,-,-,-,-,1.6117
2763,Anton Terekhov,Dinamo Moscow,-,-,0.0,0.0,-,-,-,-,-,0.145,-,-,0.7941,0.0,-,0.0,0.671,-,-,-,0.0,1.6101
6890,Danijel Miskic,Ural,-,0.0312,0.1114,0.0,0.0524,0.0137,0.0,0.4597,0.0,0.0683,0.1677,0.0814,-,0.1052,0.0362,0.187,0.0,0.0724,0.1423,0.0758,-,1.6047
7672,Cedric Gogoua,FC Rotor Volgograd,0.013,0.0187,0.0,-,0.0,0.033,-,-,0.0253,0.0256,0.1239,0.0,-,0.6533,0.115,0.0581,-,0.3901,0.0,-,0.1385,1.5945
2978,Ilzat Akhmetov,CSKA Moscow,-,-,-,-,-,-,-,-,-,-,-,0.3159,-,-,0.0496,0.0882,-,-,0.5751,0.1231,0.4348,1.5867
6378,Nikolai Rasskazov,Arsenal Tula,-,-,-,-,-,-,-,-,-,-,0.0917,0.5633,0.0086,0.0,0.28,0.0364,0.2089,0.1768,0.1552,-,0.0592,1.5801
6727,Artem Golubev,FC Ufa,0.1823,0.4168,0.0295,0.0755,0.0,0.0,-,0.0184,0.0,-,0.0,0.0412,0.1947,0.0,0.0974,0.3425,-,0.0706,0.0,0.0935,0.0,1.5624
6775,Silvije Begic,Rubin Kazan,0.1061,-,0.3745,-,-,-,0.0912,0.1487,0.1036,0.3148,0.0,0.0,0.0536,0.2869,0.0,0.0,0.0475,-,-,0.0,-,1.5269
7769,Vadim Karpov,CSKA Moscow,0.0963,0.0851,-,-,-,-,0.1002,0.3454,0.716,0.1739,0.0,-,-,-,-,-,-,-,-,-,-,1.5169
7592,Stanislav Magkeev,Lokomotiv Moscow,0.0,0.0,-,0.0,0.0898,0.0722,0.1414,0.0861,0.4768,0.2489,-,0.0,-,0.0406,-,0.0961,-,0.0531,0.2037,0.0,0.0,1.5087
2755,Gregory Morozov,FC Ufa,-,-,-,-,-,0.0676,-,-,-,-,-,-,-,0.0287,-,0.3799,0.116,0.4933,-,0.4194,-,1.5049
2792,Mikhail Merkulov,Rubin Kazan,0.02,0.1149,-,0.0158,0.0576,0.9159,0.0881,0.0927,-,-,-,-,-,-,0.0,-,0.1942,-,-,-,-,1.4992
3178,Dmitri Efremov,Ural,-,0.2707,0.3704,0.1895,-,-,-,-,-,-,0.0272,-,0.0,0.1052,0.0,0.0572,-,0.0706,0.4002,-,-,1.491
3081,Aleksandr Maksimenko,Spartak Moscow,0.0,0.0,0.1041,0.2501,0.2653,0.4326,0.0,0.0,0.0134,0.0,0.0,0.0465,0.0599,0.0302,0.0,0.095,0.0265,0.0,0.0286,0.0,0.1365,1.4887
2887,Kirill Panchenko,FC Tambov,0.0856,0.0442,0.0,0.0575,0.1686,0.0122,0.6567,0.0877,0.2595,0.0844,-,-,-,-,-,-,-,-,-,-,-,1.4564
8616,Oleg Kozhemyakin,FC Rotor Volgograd,0.0,0.0187,0.1185,0.0596,0.0243,0.0417,-,-,0.0,-,-,0.0,0.0861,0.7293,0.0418,-,0.1387,0.0241,0.0135,0.0216,0.1385,1.4564
2899,Aleksandr Sukhov,FC Ufa,-,0.3305,0.0295,0.0755,0.1093,0.4406,0.0,0.0235,0.0195,-,0.0,0.0694,-,-,0.0551,-,0.0,-,0.0892,-,0.1992,1.4413
3105,Egor Sorokin,FC Krasnodar,-,-,-,0.0281,0.0738,-,-,-,-,0.3398,0.0691,-,-,0.0469,0.0,-,-,0.0,0.0,0.7689,0.1005,1.4271
1811,Andrés Ponce,FK Akhmat,0.0476,0.0851,0.0903,0.0214,0.0165,0.0403,0.8851,0.231,-,0.0,-,-,-,-,-,-,-,-,-,-,-,1.4173
8504,Vladislav Karapuzov,Dinamo Moscow,0.0663,0.6998,0.0,0.5443,-,-,-,-,-,-,-,-,0.0858,-,-,-,-,-,-,-,0.0207,1.4169
3066,Aleksandr Kokorin,Spartak Moscow,-,-,-,-,-,-,0.0582,-,0.132,-,0.0,0.1287,0.5065,0.0,0.1,0.49,-,-,-,-,-,1.4154
8601,Artem Polyarus,FK Akhmat,-,-,-,0.1959,-,-,-,-,-,0.0814,0.1534,-,0.0602,0.1832,0.4344,0.0783,0.0413,0.0879,-,0.0721,0.0,1.3881
7656,Ivan Miladinovic,PFC Sochi,0.0168,0.0624,0.0,0.0166,0.0,0.021,-,-,0.0,0.096,0.5455,0.1985,0.1241,0.0969,0.1221,0.0,-,-,0.0161,0.0262,0.0394,1.3816
2964,Saba Kverkvelia,FC Rotor Volgograd,-,-,-,-,0.5112,0.3691,-,-,0.1108,0.0289,-,0.0286,0.0554,0.0639,0.0573,0.0,0.1387,-,0.0,-,-,1.3639
5954,Eldor Shomurodov,FC Rostov,0.1715,0.0785,0.0499,0.4996,0.0807,0.3543,0.0348,-,0.0545,-,-,-,-,-,-,-,-,-,-,-,-,1.3238
8602,Kamran Aliev,Khimki,0.1124,0.4996,0.0,0.0,0.2489,0.0678,0.2675,0.1252,-,0.0,-,-,-,0.0,-,-,-,-,-,-,-,1.3214
8760,Arsen Zakharyan,Dinamo Moscow,-,-,-,-,-,-,-,-,-,-,-,-,0.1124,-,-,0.0,-,-,-,0.2229,0.9708,1.3061
6901,Abdul Mohammed,Arsenal Tula,-,-,-,-,-,-,-,0.0,0.1622,0.0628,0.1056,0.1517,0.0371,-,0.3206,0.105,0.0769,0.1212,0.1589,-,-,1.302
2805,Sergey Serchenkov,FC Rotor Volgograd,0.0104,-,0.4764,0.4456,0.148,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,-,0.0,0.0766,0.1445,-,1.3015
7659,Vladimir Obukhov,FC Tambov,0.0525,0.2881,0.1619,0.0576,0.0598,0.0345,0.1419,0.1521,0.339,-,-,-,-,-,-,-,-,-,-,-,-,1.2874
2758,Anton Shunin,Dinamo Moscow,0.063,0.0564,0.0,0.0,0.0482,0.0,0.0296,0.3729,0.0,0.424,0.0211,0.0214,0.0,-,0.0,0.1111,0.0432,0.0,0.0,0.0606,0.018,1.2695
4586,Aleksey Gerasimov,Ural,0.4562,0.2779,0.0,0.0,0.0759,0.1671,-,0.0765,0.0419,0.0194,-,-,0.0941,-,-,-,0.0,0.0,0.0541,-,-,1.2631
8714,Danil Prutsev,PFC Sochi,-,-,-,-,-,-,0.026,0.0,0.0,0.1137,0.0543,0.0647,0.3295,0.5969,0.0,0.0,0.0,0.0,0.0,0.0652,-,1.2503
