id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,total
4199,Anton Shvets,FK Akhmat,0.0275,0.1248,0.1314,-,0.0,-,0.0353,0.0975,0.2107,-,0.1222,-,0.0436,0.1709,0.0581,-,-,-,0.0,0.1791,0.0462,1.2473
2930,Ari,FC Krasnodar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5392,0.035,0.215,-,-,0.4368,0.0151,1.2411
3085,Yuri Bavin,Ural,0.4783,-,0.0,-,0.0124,-,-,0.0,0.1071,-,-,-,0.6426,-,-,-,-,-,0.0,-,-,1.2404
2869,Reziuan Mirzov,Spartak Moscow,-,-,-,-,-,0.0,-,-,-,-,1.2289,-,-,-,-,-,-,-,-,-,-,1.2289
2962,Sergei Ryzhikov,FC Tambov,0.0779,0.0,0.1458,0.1236,0.0478,0.2358,0.0,0.0,-,0.0121,0.0531,0.0,0.1868,0.0,0.0,0.0,0.0185,0.0,0.2924,0.0,0.0,1.1938
7659,Vladimir Obukhov,FC Rostov,0.0525,-,-,-,-,-,-,-,-,0.0093,0.3964,0.5967,0.0,0.0323,-,-,-,0.0,-,-,0.0733,1.1605
8615,Azat Bayryev,FC Rotor Volgograd,0.0,0.0,0.0,0.0596,0.0,0.0,-,-,-,-,0.1473,0.0,0.0313,0.6533,-,-,-,-,-,0.2573,-,1.1488
7638,Dmitriy Chistyakov,Zenit St. Petersburg,-,-,-,-,-,-,-,-,-,-,-,-,0.0599,0.0,0.0328,0.111,0.9254,0.0,-,-,-,1.1291
8344,Nikolai Zolotov,Ural,-,-,-,-,0.0235,0.1671,0.5174,0.0899,-,-,-,0.016,0.0778,0.1688,-,-,0.0639,-,-,-,-,1.1244
7011,Lovro Bizjak,FC Ufa,-,0.5161,-,0.0,0.0,-,0.0097,0.0533,0.4044,0.1265,-,-,-,-,-,-,-,-,-,-,-,1.11
7471,Baktiyor Zainutdinov,FC Rostov,0.2261,0.2839,0.1532,0.4353,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,1.0985
4614,Soslan Takasov,FC Tambov,-,-,-,-,-,-,-,0.0,0.1072,0.5289,0.4162,0.0,0.0,0.0296,-,-,-,-,-,-,-,1.0819
2889,Viktor Vasin,CSKA Moscow,-,-,0.0,0.2762,-,-,-,-,-,0.191,0.0646,-,-,0.262,-,-,-,0.1084,-,0.0,0.1772,1.0794
3053,Vladimir Rykov,Ural,-,0.0852,0.0,0.0225,0.04,0.1671,0.0284,-,0.0,0.1148,0.2405,0.0,-,0.0796,0.0241,0.0572,0.0747,-,-,0.0395,0.1019,1.0755
3044,Evgeniy Gapon,Khimki,-,-,-,-,-,-,-,0.0,0.077,0.6161,0.3305,0.0348,0.0164,-,-,-,-,-,-,-,-,1.0748
2900,Alexey Nikitin,FC Ufa,0.0,0.0,0.0,0.0,0.0142,0.0,-,-,0.0,-,0.0,0.0282,0.1449,0.0356,0.027,0.4747,0.0676,0.0706,0.0892,0.1228,-,1.0748
8782,Eduard Spertsyan,FC Krasnodar,-,-,-,-,-,-,-,0.6579,-,0.3986,-,0.0,0.0,-,-,-,-,0.0167,-,-,-,1.0732
8364,Maksim Kutovoi,FC Krasnodar,0.0,-,0.0,0.0,-,-,-,0.6579,0.0,0.3986,-,-,0.0079,-,-,-,-,-,-,-,-,1.0644
7620,Aleksandr Rudenko,PFC Sochi,-,0.0,0.0544,0.3426,0.0,0.0,0.0913,-,-,-,-,-,-,0.0,-,-,0.5079,-,0.0,0.0652,0.0,1.0614
7260,Vladislav Panteleev,Arsenal Tula,0.4946,0.0885,-,-,0.1439,0.026,0.0272,-,-,0.0591,0.1601,-,-,-,0.0,0.0,0.0611,-,-,0.0,-,1.0605
2853,Zaurbek Pliev,Dinamo Moscow,-,-,-,-,0.0,-,-,0.0798,-,0.1701,-,-,-,0.7466,-,0.0602,-,-,-,0.0,-,1.0567
5443,Guram Tetrashvili,FC Tambov,0.0254,-,0.0,0.0683,0.2106,0.113,0.0823,0.0,0.031,0.2648,0.0295,0.0236,0.1868,-,-,-,-,-,-,-,-,1.0353
8356,Evgeni Shlyakov,FC Tambov,0.0,0.0,0.0,0.1483,0.0,0.021,0.048,0.0897,0.3013,0.1184,0.0816,0.0546,0.0,0.1327,0.0158,-,-,0.0176,-,-,-,1.029
3190,Anton Kilin,FC Tambov,0.0588,0.3296,0.0,0.0824,0.1148,0.0,-,-,0.0,-,0.0,0.041,0.1868,-,0.0423,0.1263,-,-,0.0423,-,-,1.0243
6794,Artem Sokol,Arsenal Tula,-,-,-,0.1049,0.1134,0.026,0.1456,0.0997,0.298,0.0,-,-,0.0,-,-,0.0842,0.0517,0.0969,-,-,-,1.0204
2773,Pavel Mogilevets,Khimki,-,-,-,-,-,-,-,-,-,-,0.0,0.4911,0.0,0.0,-,-,-,-,0.4425,0.0,0.0829,1.0165
3014,Stefan Strandberg,Ural,-,-,-,-,-,-,0.1168,0.0765,0.0,-,0.1678,0.0,-,0.0796,-,-,-,-,-,0.439,0.1331,1.0128
5441,Catalin Carp,FC Ufa,0.0708,0.3607,0.0295,0.0,-,0.0,-,0.0952,0.0431,0.1589,-,0.0731,0.1677,-,-,0.0,0.0,-,-,-,-,0.999
2960,Aleksandr Filin,Khimki,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0429,0.3425,0.0,0.0295,0.0143,0.5144,0.0486,0.0,0.9922
9049,Konstantin Tyukavin,Dinamo Moscow,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.7241,0.0563,0.0365,0.1067,-,-,-,0.0619,0.9855
8340,Islambek Kuat,Khimki,-,-,-,-,-,-,0.2083,0.0,0.1322,0.0,-,-,-,0.0,-,-,0.6217,-,-,-,-,0.9622
5461,Odise Roshi,FK Akhmat,-,0.0138,0.7546,0.1317,0.0,0.0598,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.9599
6769,Yuri Dyupin,Rubin Kazan,0.0,0.0261,0.1248,0.0607,0.0422,0.3745,-,-,0.068,0.0,0.0,0.0332,0.1152,0.0586,0.0,-,-,0.0,0.0,0.0,0.0512,0.9545
6792,Georgi Kostadinov,Arsenal Tula,0.0,-,0.0667,0.0,-,0.0,0.0979,0.0,0.0967,0.1234,-,-,-,-,0.2163,0.102,0.0767,0.1484,0.0,-,0.021,0.9491
2811,Ilya Kutepov,Spartak Moscow,-,-,-,-,-,-,-,0.0,0.0398,-,0.1259,-,0.5312,-,-,0.0758,0.0,0.0358,0.0133,-,0.1254,0.9472
7657,Evgeni Pesegov,FC Rotor Volgograd,0.0192,0.0187,0.0,0.0558,0.0243,-,-,-,0.0253,0.0545,0.0712,0.0,0.0313,-,-,0.0553,0.0,0.0,0.0538,0.2263,0.3079,0.9436
7681,Danila Prokhin,Zenit St. Petersburg,-,0.0,0.0,-,-,-,-,-,0.3229,-,-,-,0.0,-,-,0.6173,-,-,-,-,-,0.9402
7639,Aleksandr Dolgov,Khimki,-,-,-,-,-,-,-,-,-,-,0.0,0.0528,0.0,-,-,-,0.1082,0.0,0.7787,-,-,0.9397
2725,Georgi Zotov,Rubin Kazan,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0715,0.0094,0.0429,0.0129,0.596,0.1953,-,0.0112,0.9392
2959,Igor Bezdenezhnykh,FC Ufa,0.1252,0.0,-,0.0,0.0263,0.4847,0.1336,0.0442,0.1173,-,-,-,-,-,-,-,-,-,-,-,-,0.9313
9062,Armin Gigovic,FC Rostov,-,-,-,-,-,-,-,-,-,-,-,0.0897,0.0,0.1594,0.1086,0.1733,0.0,0.0243,0.0265,0.0555,0.2679,0.9052
7477,Maksim Glushenkov,Spartak Moscow,0.6297,0.0975,0.0671,0.0,0.102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8963
2988,Vyacheslav Podberezkin,Ural,-,-,0.1572,0.0465,0.091,0.1808,-,0.0874,0.0,-,0.0945,0.0975,0.0,-,0.0,0.0872,-,-,0.0541,-,-,0.8962
5460,Wilker Ángel,FK Akhmat,-,-,-,-,-,-,-,0.0094,0.0975,0.0,0.0,0.0841,0.4034,0.1603,0.0793,0.0,-,-,-,0.0412,-,0.8752
2791,Roman Emelyanov,Ural,0.1402,0.0594,-,0.0,0.0845,0.1312,0.0,0.0,0.1491,0.0563,0.249,-,-,-,-,-,-,-,-,-,-,0.8697
2895,Arseni Logashov,Khimki,-,-,-,-,-,-,-,-,-,-,0.341,-,0.0164,-,-,-,0.0298,0.0,0.4763,-,-,0.8635
3151,Igor Gorbatenko,Arsenal Tula,0.0728,0.0642,0.0,-,-,0.0,-,0.071,0.3948,0.0591,-,-,-,-,0.0,-,0.0,-,0.0927,0.0971,0.0,0.8517
2775,Dmitriy Poloz,PFC Sochi,0.2051,0.0835,0.0,-,-,-,-,-,-,0.4598,-,-,-,-,-,-,-,-,-,-,0.1011,0.8495
2993,Taras Burlak,Arsenal Tula,-,-,0.0,0.4025,0.0317,0.0,0.1462,0.071,0.1032,-,-,-,-,-,-,-,0.0,-,0.0747,0.0,0.0,0.8293
2763,Anton Terekhov,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,0.7941,-,-,-,-,-,-,0.0352,0.0,0.8293
9370,Dmitriy Shomko,FC Rotor Volgograd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1421,0.687,0.8291
2766,Soslan Dzhanaev,PFC Sochi,0.0,0.0,0.0,0.1994,0.0296,0.021,0.0,0.0,0.0542,0.0679,0.1309,-,0.2284,0.0,0.0,0.0,0.0518,0.0,0.0,0.0451,0.0,0.8283
2876,Igor Akinfeev,CSKA Moscow,0.0,0.0278,0.0383,0.0,0.0826,0.0,0.0,0.0,0.0,0.0,0.0,0.0315,0.4792,0.0,0.0,0.0173,0.1261,0.0,0.0,-,-,0.8028
9120,Stanislav Krapukhin,Zenit St. Petersburg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,0.8007,-,-,-,-,0.8007
5368,Gia Grigalava,Arsenal Tula,0.0201,0.2824,-,-,-,-,-,-,-,0.0166,0.1331,0.0414,0.0118,0.1013,0.0824,-,-,-,-,0.0971,0.0,0.7862
8612,David Karaev,Ural,0.1674,-,0.0,0.4792,-,0.0926,-,0.0,0.0337,-,-,-,-,-,-,-,-,-,-,-,-,0.7729
9054,Leon Sabua,FC Krasnodar,-,-,-,-,-,-,-,-,-,-,-,0.7471,0.0088,-,-,-,-,-,-,-,-,0.7559
2849,Evgeni Gorodov,FC Krasnodar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3384,0.0,-,0.4163,0.0,-,-,0.7547
3090,Igor Konovalov,Rubin Kazan,0.1349,0.2565,0.0,-,-,-,-,-,0.2681,-,-,-,-,-,0.0,-,-,0.093,-,-,-,0.7525
2888,Kirill Nababkin,CSKA Moscow,0.6254,0.0954,0.0242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.745
8374,Valeri Gromyko,Arsenal Tula,0.0,0.0951,-,0.1978,0.1536,0.026,0.0255,0.11,0.1151,0.0,0.0,-,-,-,-,0.0,-,0.0148,-,-,-,0.7379
3192,Ilya Lantratov,Khimki,0.0228,0.0,0.0184,0.2063,0.0,0.0,0.0301,0.0,0.0683,0.0697,0.0191,0.0546,0.0,0.0,0.0,0.0,0.0298,0.0666,0.0311,0.0929,0.0152,0.7249
3150,Andrey Lunev,Zenit St. Petersburg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5235,0.1792,0.0,0.0,0.0114,0.7141
9383,Ali Sowe,FC Rostov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6282,0.0726,0.7008
3198,Nikolay Kipiani,FC Rotor Volgograd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.1387,0.0,0.1105,0.1991,0.2411,0.6894
3085,Yuri Bavin,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.5568,0.1274,0.6842
9362,Artyom Arkhipov,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5568,0.1274,0.6842
9400,Ylldren Ibrahimaj,Ural,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5667,0.1013,0.668
3011,Vitaly Gudiev,FK Akhmat,-,-,-,-,-,-,-,0.0,0.0155,0.0,0.3713,-,-,0.1274,0.0808,0.0,0.0495,-,0.0,-,-,0.6445
13,Konstantin Rausch,Dinamo Moscow,-,-,-,-,-,-,-,-,0.1801,-,-,0.0,-,0.4512,-,-,0.0,-,-,-,-,0.6313
8370,Roman Minaev,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6229,0.0,0.6229
8369,Yuri Kovalev,Arsenal Tula,-,0.0601,0.0795,0.023,-,-,0.1905,0.062,0.0,0.0874,0.0,-,-,-,-,0.102,-,-,-,-,-,0.6045
6805,Azer Aliev,FC Tambov,-,-,-,-,-,-,0.1844,-,-,-,-,-,-,-,-,0.0,-,-,-,0.3993,0.0,0.5837
7653,Beka Mikeltadze,FC Rotor Volgograd,0.0,-,-,0.0,-,-,-,-,0.0,0.0714,0.098,0.0,0.0241,0.0,0.115,0.0102,0.1387,0.1206,-,-,-,0.578
3083,Georgy Makhatadze,FC Rostov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5026,0.0726,0.5752
2898,Giorgi Shelia,FK Akhmat,0.0583,0.0,0.0206,0.0,0.2115,0.0,0.1373,-,-,-,-,0.0841,0.0436,-,-,-,-,0.0179,-,0.0,0.0,0.5733
5900,Evgeni Markov,FC Krasnodar,-,-,-,-,-,-,-,-,-,-,0.0,-,-,0.088,-,-,0.4566,-,-,-,0.0254,0.57
8681,Josip Condric,FC Rotor Volgograd,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0167,0.092,0.0,0.0581,0.0,0.3901,0.0,0.0,0.0,0.5569
8705,Mikalay Signevich,Khimki,-,-,-,-,-,-,0.4376,0.109,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5466
9106,Aleksandr Pavlovets,FC Rostov,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5256,0.0188,0.0,-,-,-,0.0,-,0.5444
4631,Maksim Belyaev,Arsenal Tula,0.0,0.2823,0.0,-,-,-,0.0,0.0419,0.195,0.0,0.0,0.0,0.021,-,-,-,-,-,-,-,-,0.5402
5896,Vitali Shakhov,FC Tambov,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,0.0,0.0,0.0,-,0.0548,-,0.4838,0.0,0.5386
7010,Danil Lipovoy,Khimki,-,0.1363,0.0783,0.0,-,-,0.0,-,0.0,0.0,0.3102,-,-,-,-,-,0.0131,-,-,-,-,0.5379
6802,Nikita Chicherin,FC Tambov,0.111,0.2185,0.0161,0.0108,0.0,0.0088,-,-,0.0,-,-,-,-,-,-,0.0,0.0185,-,0.1436,-,-,0.5273
3023,Andrey Eshchenko,Spartak Moscow,-,0.0975,-,0.0,0.102,0.0164,-,0.0,0.019,0.1334,0.0,0.1146,0.0,-,-,0.0395,0.0,-,-,-,-,0.5224
8620,Armen Manucharyan,FC Rotor Volgograd,-,-,0.0,0.0165,0.0,0.3216,-,-,0.0927,-,0.0906,-,-,-,-,-,0.0,-,-,-,-,0.5214
5425,Ade,FC Tambov,0.0525,0.2347,0.0,0.0824,0.0,0.0,0.0,0.0624,-,0.0803,-,-,0.0,0.0,-,0.0,-,-,-,-,-,0.5123
7634,Artem Shabolin,Ural,0.0,-,-,-,0.0,0.1089,0.0,-,-,0.0,0.0901,-,-,-,0.0,-,0.3062,0.0,-,-,-,0.5052
6282,Emiliano Rigoni,Zenit St. Petersburg,0.0157,0.2737,-,0.0292,0.0131,0.0,0.0371,0.1266,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4954
3181,Ilya Pomazun,Ural,-,-,0.0,0.0,0.0,0.0,0.0,0.0161,0.0337,0.0,0.0,0.0,0.0,0.3426,0.0806,0.0,0.0144,0.0,0.0,-,-,0.4874
9025,Artur Sokhiev,FC Rostov,-,-,-,-,-,-,-,-,-,-,0.487,-,0.0,-,-,0.0,-,-,-,-,-,0.487
3136,Aleksey Evseev,Ural,-,-,-,-,0.0509,0.0,0.0131,-,-,0.0418,-,0.0141,0.1404,-,-,0.0138,0.1508,0.0,0.0575,-,0.0,0.4824
7669,Aleksandr Dovbnya,Arsenal Tula,0.0,-,0.0,-,-,0.0,-,-,-,-,-,-,-,0.0435,0.3104,0.0,0.0517,0.0709,-,0.0,-,0.4765
6680,Vladimir Moskvichev,Dinamo Moscow,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.4512,-,-,-,-,-,-,-,0.4512
6807,Jaka Bijol,CSKA Moscow,0.4423,0.0,0.0,-,-,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4423
813,Salomón Rondón,CSKA Moscow,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2012,0.2356,0.4368
5933,Artur Nigmatullin,Arsenal Tula,-,-,0.0,0.1086,0.1469,0.0,0.0394,-,-,-,-,-,-,0.0466,0.0824,-,-,-,-,0.0,0.0,0.4239
2868,Khalid Kadyrov,FK Akhmat,-,-,0.4196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,0.4196
5507,Farkhod Vasiev,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3993,0.0,0.3993
7898,Dmitrii Merenchukov,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3142,0.0792,-,-,-,0.3934
6608,Ionut Nedelcearu,FC Ufa,0.0,0.057,0.0,0.0,0.0126,0.0274,0.1228,0.0521,0.1173,-,-,-,-,-,-,-,-,-,-,-,-,0.3892
5907,Varazdat Haroyan,FC Tambov,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.1868,0.0391,0.0,-,0.0302,0.0285,0.0978,-,-,0.3824
9392,Jorrit Hendrix,Spartak Moscow,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0376,0.3411,0.3787
7307,Lechii Sadulaev,FK Akhmat,0.0,0.0,-,-,-,0.0,-,0.0,0.0,0.0,0.0462,0.0,0.0,0.3102,0.016,-,-,0.0,-,-,0.0,0.3724
2808,Sergey Pesjakov,FC Rostov,0.0,0.0,0.0,-,0.0,0.0195,0.0348,-,-,0.0311,0.0815,0.1372,0.017,0.0,0.0,-,-,0.037,0.0,0.0074,0.0,0.3655
7449,Leon Musaev,Zenit St. Petersburg,0.0533,-,-,-,-,-,-,-,0.3012,-,-,-,-,-,-,0.0,-,-,-,-,0.0,0.3545
2817,Ivelin Popov,FC Rostov,0.0953,0.2547,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.35
8603,Andrei Murnin,Khimki,-,0.0,-,-,0.2296,0.1057,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3353
6948,Marco Aratore,Ural,0.2237,0.1052,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3289
9051,Kirill Klimov,Rubin Kazan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,0.3156,-,-,0.3156
8386,Aleksandr Gapechkin,FC Rostov,-,-,-,-,-,-,-,-,-,-,0.314,-,-,-,-,-,-,-,-,-,-,0.314
6617,Idris Imaev,FK Akhmat,0.1736,-,0.0,-,-,-,0.0553,-,0.0773,-,-,-,-,-,-,-,-,-,-,-,-,0.3062
8614,Anton Piskunov,FC Rotor Volgograd,0.147,0.1019,0.0162,0.0376,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3027
5927,Aleksey Gritsaenko,FC Tambov,-,0.1374,0.0,-,0.0,0.0122,0.0,0.0,0.1468,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,0.2964
7450,Maksim Volodko,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.1432,0.0,0.1508,-,-,0.294
8504,Vladislav Karapuzov,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,0.0858,-,-,-,-,-,-,0.1858,0.0207,0.2923
8471,Vladimir Kabakhidze,FC Tambov,0.0331,-,-,0.0683,-,-,-,-,-,-,0.0,-,-,-,0.0,0.0,0.0916,0.0637,0.0,0.021,-,0.2777
8365,Oston Urunov,FC Ufa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1482,0.1293,0.2775
8673,Danil Kazantsev,Khimki,-,-,-,-,0.2296,-,0.0448,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2744
8617,Mukhammad Sultanov,FC Rotor Volgograd,0.1393,0.0187,0.0,0.0385,0.064,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2605
5528,Chingiz Magomadov,Ural,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,0.2594,-,-,-,-,0.2594
8600,Maksim Martusevich,Khimki,0.1005,0.038,0.1028,0.0,0.0,0.0176,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2589
2951,Ivan Maevski,FC Rotor Volgograd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.2574,0.2574
6804,Mikhail Tikhonov,Khimki,-,-,-,-,0.0193,-,-,-,0.0438,-,-,-,-,-,-,-,0.1082,-,0.0827,-,-,0.254
2975,Ruslan Kambolov,FC Krasnodar,-,-,0.0,-,-,-,-,-,-,0.0086,-,-,0.0079,-,0.0087,-,0.2281,-,0.0,-,0.0,0.2533
6707,Alex Matsukatov,FC Krasnodar,0.0,0.1863,0.0,0.0403,0.0,-,-,-,-,-,-,0.0198,-,-,-,-,-,-,-,-,-,0.2464
8033,Vitali Lystsov,Lokomotiv Moscow,-,-,-,-,-,-,-,-,-,-,0.1394,-,0.105,-,0.0,-,-,-,-,-,-,0.2444
8613,Sergey Slepov,Dinamo Moscow,0.0,-,-,-,-,-,-,0.087,-,-,0.1535,0.0,-,-,-,-,-,-,-,-,-,0.2405
8621,Kirill Kosarev,Rubin Kazan,-,-,-,-,-,-,-,-,-,-,-,-,0.0536,0.1184,0.0653,-,-,-,-,-,-,0.2373
5379,Aleksandr Denisov,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0845,0.1274,0.2119
2902,Pavel Alikin,FC Ufa,-,0.0,0.0,0.0,0.0,0.0,0.1182,-,-,-,-,-,-,-,-,-,-,-,0.0892,-,0.0,0.2074
5907,Varazdat Haroyan,Ural,0.1096,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,0.0978,-,-,0.2074
18,Slobodan Rajkovic,Lokomotiv Moscow,-,-,-,-,-,0.0,-,-,-,-,-,-,-,0.0,-,0.0,-,0.071,0.1321,-,-,0.2031
7135,Olivier Thill,FC Ufa,-,-,0.0,0.0,0.0807,0.0407,0.0332,0.0456,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2002
7504,Aleksandr Chernikov,FC Krasnodar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1928,-,-,-,-,0.1928
4596,Anri Khagush,Arsenal Tula,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,0.0,-,0.0837,0.1067,-,-,0.1904
8069,Maksim Mukhin,Lokomotiv Moscow,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,0.1489,-,-,0.0,0.0395,0.1884
2871,Yaroslav Godzyur,Ural,0.1096,0.0384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0395,0.0,0.1875
7636,Nikolay Giorgobiani,FC Ufa,0.0,0.0,-,-,-,-,0.1465,0.0336,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1801
7652,Zuriko Davitashvili,Rubin Kazan,0.0,-,0.1667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1667
8365,Oston Urunov,Spartak Moscow,-,-,-,-,-,0.0164,0.0342,0.0,0.0,0.0745,-,-,0.0,-,-,-,0.0,0.0389,-,-,-,0.164
6605,Kirill Kolesnichenko,FC Rotor Volgograd,-,-,-,-,-,-,-,-,0.118,0.0458,-,-,-,-,-,-,-,-,-,-,-,0.1638
2720,Anton Kochenkov,Lokomotiv Moscow,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0159,0.0,0.1473,-,-,0.0,-,-,0.1632
1270,Haitam Aleesami,FC Rostov,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0372,0.0,-,-,0.0243,0.0211,0.0,0.0733,0.1559
3128,Kirill Kombarov,Arsenal Tula,-,-,0.0,0.074,0.0473,-,-,-,0.0317,-,-,-,-,-,-,-,-,-,-,-,-,0.153
6795,Egor Shamov,Arsenal Tula,0.0,0.0,-,0.0,-,-,-,-,-,-,0.0,0.0,0.0118,-,-,0.0183,0.0251,0.0,0.0927,-,-,0.1479
8608,Vitaliy Balashov,FC Tambov,0.0257,0.0967,-,0.0108,-,-,0.0,-,0.0,0.0085,-,-,-,-,-,-,-,-,-,-,-,0.1417
2755,Gregory Morozov,Dinamo Moscow,0.0663,-,-,-,0.0,0.0676,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1339
8779,Danila Sukhomlinov,FC Rostov,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,0.0,0.1315,-,-,0.1315
57,Toni Sunjic,Dinamo Moscow,-,-,-,-,0.0103,0.1167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.127
5385,Mikhail Kostyukov,Rubin Kazan,-,-,-,-,-,0.1197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.1197
9402,Ramazan Gadzhimuradov,Ural,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0576,0.0538,0.1114
7191,Ilya Gaponov,Spartak Moscow,0.0779,-,-,-,-,-,-,0.0134,0.019,-,0.0,0.0,-,-,-,-,-,-,0.0,-,-,0.1103
9374,Parfait Bizoza,FC Ufa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1023,0.1023
9375,Nemanja Miletic,FC Ufa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0994,0.0994
5421,Mikhail Lysov,Lokomotiv Moscow,-,-,-,-,0.0986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0986
5911,Aleksandr Dovbnya,FC Rotor Volgograd,0.0,0.0,0.0,0.0165,0.0174,0.0611,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.095
7575,Sergei Borodin,FC Ufa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.095,-,-,0.095
5375,Mihail Levashov,Arsenal Tula,-,-,-,-,-,-,-,0.0586,0.0,0.0317,-,-,-,-,-,-,-,-,-,-,-,0.0903
7628,Lameck Banda,Arsenal Tula,-,-,0.0898,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0898
7517,Ilya Vorobjov,Khimki,-,-,-,-,-,0.0861,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0861
9175,Zurab Gigashvili,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,0.0845,-,0.0845
3265,Pablo,Lokomotiv Moscow,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0822,0.0822
7639,Aleksandr Dolgov,FC Rostov,0.0,-,-,-,-,0.0195,0.0,-,0.0,0.0093,-,0.0528,-,-,-,-,-,-,-,-,-,0.0816
