id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,total
3058,Yuri Zhirkov,Zenit St. Petersburg,0.0,-,0.0581,-,0.1131,0.0,0.6419,0.0,0.0,-,-,-,0.8131
2880,Sergey Tkachev,Arsenal Tula,-,0.1266,0.1683,-,0.0,0.0,0.119,0.0133,0.3462,0.0238,-,-,0.7972
7452,Dmitri Rybchinsky,Lokomotiv Moscow,0.1635,0.1768,0.0,0.0,0.107,0.0417,0.0,0.0,0.0889,0.0,0.2007,0.0174,0.796
6585,Kristijan Bistrovic,CSKA Moscow,0.0,-,-,0.179,-,0.0,0.0,0.5788,0.0271,-,0.0,-,0.7849
4695,Arshak Koryan,Khimki,0.0,0.038,0.0149,0.2685,0.0,0.4471,0.0,0.0162,-,-,-,-,0.7847
6024,Ismael,FK Akhmat,0.0224,0.0,0.0167,0.0788,0.0116,0.1162,0.0,0.0416,0.4259,-,-,0.0649,0.7781
7183,Daniil Khlusevich,Arsenal Tula,0.0,0.0162,0.0,0.0,0.0688,0.0,0.0255,0.0,0.0,0.0591,0.0,0.5633,0.7329
237,Robert Bauer,Arsenal Tula,0.4946,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0462,-,0.0,0.1517,0.7285
7011,Lovro Bizjak,FC Ufa,-,0.3305,-,0.0,0.014,-,0.0,0.0184,0.305,0.0214,-,-,0.6893
5893,Oleg Danchenko,FC Ufa,-,-,0.0988,0.022,0.0142,0.0,0.1007,0.0,0.0,0.4451,-,-,0.6808
2711,Aleksey Miranchuk,Lokomotiv Moscow,0.0,0.1544,0.4425,0.0792,-,-,-,-,-,-,-,-,0.6761
9013,Sébastien Thill,FC Tambov,-,-,-,-,-,-,-,-,-,-,0.6716,-,0.6716
5469,Evgeniy Chernov,FC Krasnodar,-,-,-,-,-,0.1611,-,-,-,-,0.0,0.5007,0.6618
6587,Othman El Kabir,Ural,-,0.0473,-,-,-,-,0.4762,0.0604,0.0,0.074,-,-,0.6579
2414,Grzegorz Krychowiak,Lokomotiv Moscow,0.0,0.0532,0.0,0.0,0.0887,-,0.0,0.0,-,0.3153,0.1499,0.0445,0.6516
3178,Dmitri Efremov,Ural,-,0.2707,0.3704,0.0,-,-,-,-,-,-,0.0,-,0.6411
7475,Ayrton Lucas,Spartak Moscow,0.0,0.0,0.0189,0.508,0.055,0.0,0.0342,0.0,0.0,0.0121,0.0112,0.0,0.6394
3035,Evgeni Lutsenko,Arsenal Tula,0.0,0.0283,0.0,0.5173,0.0879,-,-,0.0,-,-,-,-,0.6335
8072,Nikolay Poyarkov,FC Rostov,-,-,-,-,-,-,-,-,-,-,0.5422,0.0897,0.6319
6611,Vyacheslav Grulev,Dinamo Moscow,0.0,-,-,0.0,-,0.0,0.0142,0.0,0.0761,0.4441,0.0,0.0759,0.6103
8359,Oliver Abildgaard,Rubin Kazan,0.0598,0.4617,0.0115,0.0423,0.0,0.0,0.0173,0.0,0.0146,0.0,0.0,-,0.6072
963,Eder,Lokomotiv Moscow,-,-,0.0,0.0873,0.0,0.0,0.0,0.0137,0.257,0.1513,0.0,0.0943,0.6036
5461,Odise Roshi,FK Akhmat,-,0.0574,0.3683,0.1128,0.0,0.0598,-,-,-,-,0.0,-,0.5983
6025,Ivan Ignatyev,Rubin Kazan,0.0259,0.1123,0.0341,0.4116,0.0,0.0,-,0.0,0.0,-,0.0,-,0.5839
3196,Kamil Mullin,FC Rotor Volgograd,0.0386,0.0,0.0105,0.084,0.0,0.0,-,-,-,0.0,0.4412,0.0,0.5743
8602,Kamran Aliev,Khimki,0.0097,0.0,0.0,0.0,0.0,0.0678,0.3856,0.109,-,0.0,-,-,0.5721
7476,Nail Umiarov,Spartak Moscow,0.0,0.0,0.1344,0.234,0.0,0.0,0.1858,0.0117,0.0,-,0.0,0.0,0.5659
2785,Timofey Margasov,PFC Sochi,0.0644,0.0128,0.0,0.0166,0.1652,0.0495,0.0,0.0,-,0.1289,0.0522,0.0528,0.5424
2964,Saba Kverkvelia,FC Rotor Volgograd,-,-,-,-,0.5112,0.0,-,-,0.0,0.0282,-,0.0,0.5394
5890,Pavel Karasev,FC Tambov,0.0,0.2749,0.0,0.0,0.0194,0.2446,0.0,0.0,0.0,0.0,0.0,0.0,0.5389
960,Clinton N'Jie,Dinamo Moscow,0.0701,0.0722,0.0,0.0515,-,0.1468,0.0,0.1397,0.05,0.0,0.0,0.0,0.5303
8622,Vitali Lisakovich,Lokomotiv Moscow,-,0.0,0.0,0.0,0.4615,0.0,0.0639,0.0,-,0.0,0.0,0.0,0.5254
6275,Evans Kangwa,Arsenal Tula,0.0,0.0,-,0.1086,0.0,0.0,0.0,0.0788,0.0,0.1313,0.2037,0.0,0.5224
2822,George Melkadze,FK Akhmat,-,-,-,0.0,0.2934,0.1027,0.0183,0.0,0.091,0.0,0.0151,0.0,0.5205
7448,Wilmar Barrios,Zenit St. Petersburg,0.0,0.0,0.0,0.0087,0.0393,-,0.0999,0.0561,0.3132,0.0,0.0,0.0,0.5172
8354,Oleksandr Kaplienko,FC Tambov,0.0,0.1804,0.0,0.0,0.0307,-,0.1801,0.0314,0.0,0.0414,0.0,0.0532,0.5172
2986,Nikita Burmistrov,PFC Sochi,0.1284,0.1575,0.0267,0.0,0.0296,0.1181,0.0368,0.0,0.0,0.0,0.0,0.0,0.4971
8368,Kirill Zaika,PFC Sochi,0.0,0.1787,-,0.1906,0.0522,0.0,-,0.0,0.0,-,0.0191,0.0485,0.4891
8364,Maksim Kutovoi,FC Krasnodar,0.0,-,0.0,0.0,-,-,-,0.0739,0.0,0.3986,-,-,0.4725
2924,Pavel Mamaev,FC Rostov,0.0,0.0391,0.1046,0.2816,-,-,0.0,-,-,0.0,0.0424,0.0,0.4677
7023,Dennis Hadzikadunic,FC Rostov,0.0,0.0187,0.0,0.0,0.0145,0.0,0.0,-,0.4332,0.0,0.0,0.0,0.4664
13,Konstantin Rausch,Dinamo Moscow,-,-,-,-,-,-,-,-,0.4631,-,-,0.0,0.4631
