id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
2771,Christian Noboa,PFC Sochi,0,0,1,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,1,2,0,-,2,6
7770,Jordan Larsson,Spartak Moscow,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-,1,0,0,5
3131,Zelimkhan Bakaev,Spartak Moscow,1,0,0,0,0,1,1,0,0,0,-,0,0,0,0,1,1,0,0,0,0,-,0,5
5286,Douglas Santos,Zenit St. Petersburg,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,-,0,0,0,0,0,0,0,5
6276,Nikola Vlasic,CSKA Moscow,-,-,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5
2785,Timofey Margasov,PFC Sochi,0,0,0,0,0,0,0,0,-,2,0,0,1,0,1,0,1,0,0,0,-,-,-,5
3063,Artem Dzyuba,Zenit St. Petersburg,0,-,1,0,0,0,0,0,1,1,0,0,-,0,0,0,1,0,0,0,0,0,1,5
5893,Oleg Danchenko,FC Ufa,-,-,1,0,0,0,0,0,0,0,-,-,1,0,0,2,1,0,0,-,-,-,-,5
8599,Ilya Kukharchuk,Khimki,0,-,-,-,0,-,-,-,0,1,1,0,0,0,0,-,1,0,0,1,-,0,0,4
5454,Fedor Chalov,CSKA Moscow,0,-,-,-,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
7631,Sebastian Szymanski,Dinamo Moscow,2,0,1,0,1,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,4
6774,Aleksey Sutormin,Zenit St. Petersburg,-,-,-,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4
6587,Othman El Kabir,Ural,-,0,-,-,-,-,2,0,0,0,-,-,-,1,0,0,0,0,0,1,0,0,-,4
7453,Khvicha Kvaratskhelia,Rubin Kazan,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-,-,0,0,-,1,0,1,0,4
4605,Anton Miranchuk,Lokomotiv Moscow,-,0,0,0,0,0,0,1,1,1,0,0,0,1,0,-,0,0,0,-,-,-,-,4
8017,Alex Kral,Spartak Moscow,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4
5538,Vyacheslav Karavayev,Zenit St. Petersburg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,0,0,0,3
2751,Aleksey Ionov,FC Krasnodar,-,-,-,-,-,0,-,-,-,-,0,0,0,0,0,-,1,1,0,0,0,0,1,3
5459,Konstantin Kuchaev,CSKA Moscow,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-,-,1,-,-,0,0,0,0,3
8622,Vitali Lisakovich,Lokomotiv Moscow,-,0,0,0,1,0,0,0,-,0,0,0,0,0,-,0,1,-,1,0,0,0,0,3
5478,Viktor Claesson,FC Krasnodar,-,-,0,0,0,0,-,2,0,0,0,-,-,0,1,0,0,0,0,0,0,0,0,3
7678,Soltmurad Bakaev,Rubin Kazan,0,0,0,0,0,-,0,0,0,0,0,2,1,0,0,0,0,0,-,0,0,0,0,3
3025,Alexander Troshechkin,Khimki,0,0,0,0,0,0,-,1,0,0,0,0,0,0,1,0,0,1,0,0,-,0,-,3
2789,Denys Kulakov,Ural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3
8601,Artem Polyarus,FK Akhmat,-,-,-,1,-,-,-,-,-,0,0,-,1,0,1,0,0,0,-,0,0,-,-,3
2712,Rifat Zhemaletdinov,Lokomotiv Moscow,0,0,0,0,0,0,-,0,-,0,0,-,0,-,-,0,-,-,-,0,0,3,0,3
7121,Djorde Despotovic,Rubin Kazan,0,0,0,1,1,0,0,0,0,0,0,0,0,-,-,0,-,0,-,0,1,0,0,3
7630,Kings Kangwa,Arsenal Tula,0,1,-,0,0,1,0,1,0,0,0,0,0,0,-,0,0,-,0,0,-,-,0,3
6793,Daniil Lesovoy,Dinamo Moscow,-,-,-,0,-,-,-,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3
2968,Magomed Ozdoev,Zenit St. Petersburg,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-,-,0,0,0,0,0,0,0,3
5536,Daniil Fomin,Dinamo Moscow,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
2750,Roman Zobnin,Spartak Moscow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,0,2,3
2928,Joãozinho,PFC Sochi,-,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
7476,Nail Umiarov,Spartak Moscow,0,0,0,1,0,0,0,0,0,-,0,0,0,0,-,0,0,0,-,-,2,0,0,3
6580,Danil Glebov,FC Rostov,0,-,0,0,0,0,0,-,0,-,1,0,0,0,1,0,0,-,0,0,0,0,0,2
2414,Grzegorz Krychowiak,Lokomotiv Moscow,0,0,0,0,0,-,0,0,-,0,0,0,-,0,0,0,0,0,1,0,1,0,0,2
7136,Arnór Sigurdsson,CSKA Moscow,0,1,0,0,0,-,-,0,0,0,-,0,1,0,0,0,-,-,0,0,0,0,-,2
5442,Ivan Oblyakov,CSKA Moscow,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,2
7668,Marcus Berg,FC Krasnodar,0,0,1,0,0,0,-,1,0,0,0,-,0,0,-,0,-,0,0,-,-,-,-,2
6910,Igor Diveev,CSKA Moscow,0,0,1,0,0,0,-,-,-,-,0,0,0,0,0,0,0,-,0,-,-,1,0,2
7475,Ayrton Lucas,Spartak Moscow,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,1,0,0,0,0,0,0,2
2854,Daler Kuzyaev,Zenit St. Petersburg,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,2,2
7260,Vladislav Panteleev,Arsenal Tula,0,0,-,-,1,0,0,-,-,0,0,-,-,-,0,0,0,-,-,0,-,1,0,2
8369,Yuri Kovalev,Arsenal Tula,-,1,0,0,-,-,0,1,0,0,0,-,-,-,-,0,-,-,-,-,-,-,-,2
2772,Aleksandr Erokhin,Zenit St. Petersburg,-,0,0,1,0,0,0,0,1,0,0,0,0,-,0,0,0,0,0,0,0,-,0,2
3058,Yuri Zhirkov,Zenit St. Petersburg,0,-,0,-,0,0,1,0,0,-,-,-,1,0,0,0,0,-,0,-,-,-,-,2
6800,Daniil Krugovoy,Zenit St. Petersburg,0,0,0,0,-,0,0,1,-,0,0,0,0,1,-,-,-,0,-,-,0,0,-,2
8634,Hwang In-Beom,Rubin Kazan,-,-,-,0,0,1,0,-,1,0,0,0,0,0,-,0,0,0,0,-,-,-,-,2
3062,Oleg Shatov,Rubin Kazan,-,-,-,0,0,0,0,0,0,0,1,0,-,0,0,0,1,-,-,0,-,0,0,2
8360,Darko Jevtic,Rubin Kazan,0,0,0,0,0,0,0,0,-,0,-,0,1,-,0,0,0,1,0,0,0,-,-,2
2751,Aleksey Ionov,FC Rostov,0,0,0,0,0,0,0,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2
3178,Dmitri Efremov,Ural,-,0,1,0,-,-,-,-,-,-,0,-,0,0,0,0,-,0,1,-,-,-,-,2
8368,Kirill Zaika,PFC Sochi,0,1,-,0,0,0,-,0,0,-,0,0,0,-,-,-,0,0,0,1,-,0,0,2
2775,Dmitriy Poloz,FC Rostov,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2745,Dmitry Zhivoglyadov,Lokomotiv Moscow,0,1,1,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2774,Sardar Azmoun,Zenit St. Petersburg,0,0,0,1,0,0,0,0,0,0,0,-,-,-,-,0,1,0,0,0,0,0,0,2
7452,Dmitri Rybchinsky,Lokomotiv Moscow,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,2
5417,Mohamed Konate,Khimki,0,0,0,0,0,0,-,-,0,0,1,0,0,0,0,0,-,0,1,0,-,0,0,2
8694,Chidera Ejuke,CSKA Moscow,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
6275,Evans Kangwa,Arsenal Tula,0,0,-,0,0,0,0,0,0,0,1,0,1,0,-,-,-,0,0,0,0,0,0,2
8347,Maksim Nenakhov,FK Akhmat,0,0,-,0,1,0,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,2
5890,Pavel Karasev,FC Tambov,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,2
8760,Arsen Zakharyan,Dinamo Moscow,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0,1,0,1,2
6024,Ismael,FK Akhmat,0,0,0,0,0,0,0,0,1,-,-,0,0,-,0,0,0,0,0,0,0,0,1,2
8984,Wendel,Zenit St. Petersburg,-,-,-,-,-,-,-,-,-,-,0,0,-,0,-,-,0,0,1,0,0,1,0,2
5497,Vladimir Iljin,FK Akhmat,0,0,1,0,1,0,0,0,0,0,-,0,0,0,0,0,0,0,-,0,0,0,0,2
2946,Bernard Berisha,FK Akhmat,0,0,0,1,0,0,0,0,0,-,0,1,0,0,0,0,0,0,0,0,0,0,-,2
2880,Sergey Tkachev,Arsenal Tula,-,0,0,-,0,0,0,0,1,1,-,-,-,0,-,-,0,0,0,0,0,-,0,2
5899,Anton Zabolotny,PFC Sochi,0,0,0,0,0,0,-,0,0,0,0,0,1,0,0,0,-,1,0,0,0,-,0,2
