team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,total
Saint-Etienne,0.1237,0.5207,0.6532,0.7167,0.0212,0.7266,0.3063,0.1062,0.3875,0.0508,0.1816,0.0461,0.4797,0.4988,0.6533,0.0246,0.0433,0.3471,0.5515,0.2824,0.0477,0.1133,0.0161,0.3194,0.2274,0.7196,0.0235,0.1708,0.9734,0.132,0.204,0.4542,0.5176,0.1031,0.0218,0.1336,0.4066,0.1236,11.429
Strasbourg,0.9174,0.7133,0.2683,0.2043,0.7035,0.4382,0.1401,0.3135,0.0544,0.1291,0.2425,0.2417,0.2477,0.3009,0.5487,0.0398,0.7546,0.4196,0.0633,0.1118,0.3579,0.5499,0.4283,0.0773,0.5765,0.2697,0.1484,0.0052,0.0284,0.3241,0.0392,0.0181,0.0495,0.5761,0.098,0.137,0.368,0.2134,11.1177
Nice,0.7577,0.1526,0.0747,0.1069,0.1798,0.096,0.3613,0.0196,0.2491,0.608,0.1516,0.463,0.1863,0.7375,0.2787,0.7697,0.1563,0.0575,0.1401,0.3262,0.1853,0.4703,0.0436,0.0415,0.0385,0.1265,0.6718,0.4895,0.3129,0.5289,0.5481,0.2531,0.7001,0.5583,0.0182,0.0201,0.0569,0.1775,11.1137
Monaco,0.2434,0.5466,0.025,0.1127,0.3112,0.3862,0.6905,0.0748,0.2903,0.3699,0.6069,0.2621,0.0009,0.4081,0.1721,0.4651,0.0407,0.2507,0.1456,0.1334,0.1268,0.1897,0.3785,0.0919,0.8019,0.1084,0.2629,0.0817,0.1034,0.5209,0.5867,0.547,0.0321,0.0722,0.4371,0.1495,0.3193,0.1404,10.4866
Guingamp,0.3514,0.026,0.1133,0.3023,0.0671,0.4176,0.2034,0.6864,0.2762,0.4354,0.1267,0.0076,0.1661,0.2893,0.5102,0.7682,0.1025,0.5556,0.5125,0.1811,0.0002,0.4792,0.13,0.0701,0.1951,0.7098,0.2027,0.1626,0.6522,0.0404,0.0786,0.1258,0.0309,0.0286,0.9737,0.2029,0.069,0.0195,10.2702
Nimes,0.0431,0.3159,0.0125,0.0255,0.3434,0.1198,0.6917,0.022,0.1353,0.1292,0.2495,0.2371,0.2944,0.4369,0.4345,0.4116,0.3578,0.009,0.5644,0.2962,0.0907,0.1245,0.4266,0.071,0.3857,0.0058,0.0466,0.5262,0.0743,0.8242,0.3777,0.2349,0.2052,0.026,0.6812,0.5268,0.0209,0.1848,9.9629
Bordeaux,0.1497,0.2141,0.5649,0.0335,0.1683,0.0493,0.0629,0.5108,0.4192,0.0571,0.241,0.7441,0.7329,0.3687,0.1457,0.0041,0.6987,0.0904,0.032,0.3663,0.5442,0.0809,0.0303,0.106,0.1794,0.0852,0.0502,0.4536,0.3146,0.4595,0.179,0.0483,0.149,0.0446,0.3866,0.3222,0.0279,0.3237,9.4389
Dijon,0.2284,0.7915,0.1214,0.1188,0.1409,0.2916,0.0487,0.4155,0.7347,0.0593,0.2226,0.0142,0.0039,0.6938,0.4192,0.391,0.0171,0.0679,0.1106,0.0886,0.2183,0.1909,0.1933,0.3489,0.3211,0.4576,0.0391,0.0055,0.1519,0.4236,0.0075,0.809,0.3876,0.1163,0.0861,0.0097,0.0004,0.6663,9.4128
Toulouse,0.008,0.4331,0.6007,0.099,0.6564,0.5322,0.0234,0.0301,0.4524,0.0169,0.1434,0.2958,0.45,0.1172,0.0575,0.1534,0.1126,0.255,0.1513,0.1625,0.4144,0.1311,0.2415,0.0944,0.3659,0.0076,0.0034,0.5413,0.4854,0.1653,0.4539,0.0609,0.302,0.0127,0.0636,0.4676,0.0551,0.3197,8.9367
Caen,0.0015,0.5569,0.065,0.3907,0.3424,0.0014,0.0096,0.7751,0.1467,0.6443,0.528,0.0205,0.153,0.3653,0.0906,0.0385,0.2522,0.114,0.1204,0.0086,0.2739,0.2396,0.3858,0.1341,0.5206,0.1929,0.0004,0.0947,0.0457,0.1576,0.2905,0.2454,0.032,0.5569,0.6765,0.0848,0.0082,0.1078,8.6721
