team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,total
Paris Saint Germain,0.8234,0.1909,0.1012,0.1568,0.3526,0.2367,0.7126,0.6947,0.1205,0.5244,0.605,0.2023,0.2572,0.5538,0.515,0.1891,0.6165,0.745,0.9715,0.2672,0.0074,0.3636,0.5564,0.3167,0.4483,0.4159,0.7065,0.8215,0.2345,0.5219,0.085,0.0706,0.3675,0.0741,0.2028,0.0221,0.5475,0.3277,14.9264
Montpellier,0.0309,0.1675,0.7764,0.3427,0.381,0.7245,0.3923,0.3479,0.3713,0.4051,0.2818,0.2058,0.2405,0.1126,0.4607,0.0253,0.659,0.1409,0.4821,0.4494,0.7482,0.6038,0.1366,0.2837,0.0075,0.0599,0.2346,0.2777,0.0291,0.5874,0.1971,0.8023,0.7366,0.0508,0.8256,0.4382,0.4162,0.1091,13.5421
Lille,0.6129,0.0886,0.5583,0.3492,0.1111,0.2293,0.2801,0.6453,0.1191,0.1087,0.7637,0.0525,0.8692,0.3699,0.0312,0.4241,0.1623,0.2448,0.0494,0.1302,0.6354,0.5347,0.5688,0.4795,0.4677,0.67,0.7478,0.7249,0.0727,0.0398,0.1999,0.1834,0.5885,0.2692,0.0961,0.5135,0.1386,0.044,13.1744
Reims,0.319,0.3607,0.0378,0.6126,0.4107,0.8544,0.0032,0.8101,0.4419,0.0994,0.5886,0.2462,0.2252,0.1334,0.4929,0.1275,0.0793,0.5483,0.6485,0.2762,0.1744,0.6272,0.2931,0.5235,0.6663,0.1794,0.0384,0.2237,0.7413,0.023,0.3445,0.1445,0.0883,0.4611,0.0423,0.3005,0.5366,0.1099,12.8339
Rennes,0.106,0.6951,0.1768,0.6131,0.2032,0.0781,0.4619,0.7493,0.6683,0.0715,0.7937,0.1488,0.8278,0.024,0.0048,0.168,0.5934,0.4779,0.2144,0.2278,0.7062,0.034,0.4348,0.0577,0.4644,0.6167,0.8317,0.0116,0.0929,0.0603,0.2005,0.6047,0.3054,0.3635,0.0889,0.0117,0.1216,0.323,12.6335
Lyon,0.7469,0.4616,0.6657,0.6455,0.0632,0.4048,0.1022,0.3377,0.0016,0.2161,0.258,0.2946,0.1374,0.2051,0.3101,0.1199,0.9036,0.3346,0.3062,0.2055,0.0125,0.4937,0.1635,0.0946,0.0828,0.4195,0.5862,0.5439,0.4423,0.1504,0.2061,0.3044,0.6208,0.3447,0.0326,0.2644,0.7917,0.1275,12.4019
Nantes,0.006,0.0096,0.4444,0.1624,0.6414,0.467,0.1806,0.0517,0.081,0.5296,0.3241,0.8479,0.0307,0.304,0.0269,0.1697,0.0323,0.3314,0.7481,0.4055,0.8128,0.0074,0.0692,0.623,0.2197,0.8534,0.2907,0.5421,0.0177,0.0143,0.1721,0.5304,0.5875,0.1853,0.694,0.0561,0.595,0.211,12.276
Marseille,0.7857,0.1113,0.0603,0.0743,0.8587,0.0482,0.3549,0.0059,0.5507,0.5001,0.1076,0.2673,0.7313,0.2276,0.5842,0.1269,0.0469,0.3151,0.0434,0.6577,0.0514,0.533,0.8269,0.2207,0.1996,0.3293,0.791,0.5791,0.1468,0.0283,0.0938,0.1881,0.3081,0.1641,0.0602,0.1616,0.0856,0.6075,11.8332
Amiens,0.2335,0.7235,0.4458,0.4653,0.0129,0.2624,0.1018,0.1114,0.6827,0.0374,0.0138,0.1139,0.2083,0.0779,0.0831,0.0443,0.3065,0.6105,0.7935,0.0366,0.033,0.2545,0.0898,0.6727,0.2198,0.8118,0.1013,0.4343,0.1213,0.5367,0.1057,0.1938,0.2172,0.71,0.5617,0.6908,0.3574,0.2283,11.7052
Angers,0.2505,0.6546,0.0809,0.0717,0.1888,0.644,0.4692,0.1368,0.2073,0.3125,0.1047,0.0757,0.7613,0.1606,0.3798,0.041,0.0817,0.152,0.6604,0.2315,0.1227,0.1157,0.686,0.265,0.6059,0.4907,0.1096,0.2598,0.5782,0.2994,0.0363,0.5845,0.0177,0.7424,0.6318,0.2505,0.0251,0.1773,11.6636
