team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,total
Manchester City,0.2035,0.927,0.0885,0.3692,0.0756,0.6964,0.0287,0.2425,0.4839,0.2979,0.125,0.2007,0.4104,0.8083,0.5734,0.0954,0.7474,0.2739,0.0373,0.2326,0.29,0.1632,0.5049,0.3397,0.6172,0.9128,0.4495,0.0288,0.5506,0.9697,0.0005,0.4217,0.4922,0.8001,0.8569,0.1336,0.8723,0.393,15.7143
Wolverhampton Wanderers,0.572,0.1607,0.2465,0.1756,0.0104,0.3285,0.23,0.1512,0.2099,0.5333,0.304,0.6149,0.3317,0.1814,0.5736,0.3476,0.3127,0.2389,0.0466,0.1536,0.2956,0.8263,0.4381,0.1668,0.2513,0.5762,0.6846,0.0816,0.7241,0.6089,0.9395,0.6604,0.2064,0.6084,0.7445,0.0941,0.6321,0.2661,14.5281
Liverpool,0.3981,0.07,0.3217,0.49,0.7417,0.2403,0.2549,0.9039,0.3429,0.1611,0.4066,0.1521,0.3231,0.3863,0.1099,0.853,0.302,0.8834,0.6895,0.4079,0.2529,0.1048,0.1012,0.3149,0.4764,0.6666,0.4935,0.0228,0.1343,0.5102,0.9368,0.0278,0.47,0.0499,0.6185,0.1564,0.0221,0.6748,14.4723
Manchester United,0.3029,0.7273,0.4698,0.3944,0.6149,0.5874,0.124,0.4901,0.2556,0.3585,0.0665,0.243,0.1012,0.1518,0.5575,0.0992,0.7515,0.0991,0.253,0.6684,0.0554,0.7533,0.1022,0.421,0.1783,0.3765,0.7378,0.0508,0.4872,0.5667,0.8957,0.7278,0.0969,0.518,0.0152,0.5553,0.1371,0.4565,14.4478
Chelsea,0.0301,0.341,0.1766,0.2815,0.1082,0.2832,0.4878,0.1857,0.8171,0.0345,0.107,0.5656,0.2576,0.244,0.3275,0.0725,0.2465,0.7505,0.293,0.411,0.1335,0.4051,0.3519,0.4508,0.1324,0.4681,0.7606,0.0725,0.5867,0.0707,0.4709,0.0646,0.51,0.1132,0.0629,0.9378,0.168,0.8452,12.6258
Leicester,0.4067,0.2302,0.4604,0.5374,0.1679,0.2014,0.9467,0.0052,0.0941,0.6082,0.6324,0.2685,0.3788,0.2352,0.8119,0.2208,0.2149,0.0068,0.0044,0.4434,0.3302,0.0439,0.0223,0.1565,0.3707,0.2825,0.0343,0.5413,0.4282,0.3104,0.1676,0.1544,0.57,0.211,0.0218,0.442,0.4226,0.1138,11.4988
Everton,0.3311,0.236,0.3722,0.067,0.1762,0.5213,0.0137,0.5576,0.6197,0.1594,0.7742,0.3101,0.1166,0.0553,0.0318,0.2078,0.1845,0.2827,0.4822,0.1459,0.1304,0.1309,0.1255,0.5304,0.3601,0.3473,0.1831,0.1975,0.0839,0.5016,0.6734,0.1073,0.5902,0.0241,0.0141,0.1556,0.6156,0.1118,10.5281
Southampton,0.3375,0.1787,0.3163,0.1198,0.1102,0.1923,0.2299,0.0717,0.2098,0.0024,0.0149,0.0929,0.1326,0.5666,0.3672,0.2227,0.3869,0.3711,0.3914,0.8693,0.2554,0.3686,0.0389,0.4682,0.0014,0.3488,0.5849,0.026,0.01,0.4971,0.0441,0.6854,0.0112,0.4789,0.1382,0.4921,0.5455,0.1628,10.3417
Brighton,0.4954,0.3024,0.0506,0.0542,0.6961,0.2868,0.0032,0.6037,0.0177,0.303,0.6242,0.0074,0.0072,0.2158,0.3439,0.0943,0.6072,0.1104,0.3106,0.5954,0.0824,0.085,0.3137,0.0317,0.2263,0.748,0.1327,0.0692,0.3676,0.4834,0.5928,0.2363,0.571,0.0456,0.0001,0.0505,0.3462,0.1574,10.2694
Arsenal,0.6726,0.1855,0.0227,0.045,0.0222,0.1191,0.2657,0.4645,0.265,0.0634,0.1791,0.2171,0.0115,0.4304,0.197,0.5824,0.1301,0.6031,0.1336,0.1483,0.4607,0.7182,0.2494,0.0087,0.0557,0.2306,0.0098,0.0957,0.0237,0.4726,0.4596,0.8557,0.337,0.3072,0.1135,0.0755,0.5355,0.0037,9.7711
