id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,total
2815,Quincy Promes,Spartak Moscow,1,0,1,1,1,0,1,0,1,0,-,-,0,0,0,1,1,0,-,2,0,0,-,0,3,1,0,0,1,0,15
2925,Fedor Smolov,FC Krasnodar,-,-,-,-,-,-,0,2,1,1,0,0,0,0,2,2,0,1,1,-,2,0,0,0,0,0,-,2,0,0,14
1127,Luiz Adriano,Spartak Moscow,1,-,0,0,-,-,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,1,0,-,1,-,0,0,10
4299,Jefferson Farfán,Lokomotiv Moscow,0,1,0,0,-,-,0,1,0,0,0,-,-,0,2,0,-,1,1,2,-,-,0,1,1,0,0,0,0,-,10
3066,Aleksandr Kokorin,Zenit St. Petersburg,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,-,-,-,-,-,-,-,-,10
4665,Vitinho,CSKA Moscow,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,10
5478,Viktor Claesson,FC Krasnodar,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,10
5483,Eric Bicfalvi,Ural,0,0,0,0,1,1,0,0,-,1,1,0,1,0,0,0,0,0,0,-,-,0,0,1,-,1,1,0,0,0,8
5900,Evgeni Markov,Tosno,0,0,0,1,0,0,0,0,1,1,-,1,0,1,0,0,0,3,0,0,-,-,-,-,-,-,-,-,-,-,8
2772,Aleksandr Erokhin,Zenit St. Petersburg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-,0,-,0,-,0,1,0,0,0,0,0,4,7
2907,Sly,FC Ufa,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,-,0,2,0,-,-,-,0,0,0,0,0,0,1,7
3813,Luka Djordjevic,Arsenal Tula,-,0,0,0,0,0,1,0,2,0,0,1,-,1,0,1,0,0,0,1,0,0,-,-,-,0,-,0,-,-,7
2753,Alexander Tashaev,Dinamo Moscow,1,-,0,0,0,0,0,0,0,-,-,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,7
2711,Aleksey Miranchuk,Lokomotiv Moscow,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2708,Manuel Fernandes,Lokomotiv Moscow,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,-,0,0,0,0,0,7
2880,Sergey Tkachev,Arsenal Tula,-,1,0,0,0,0,1,0,-,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6
3063,Artem Dzyuba,Arsenal Tula,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,1,2,1,0,0,1,0,0,1,6
5454,Fedor Chalov,CSKA Moscow,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,-,-,-,-,-,-,-,1,0,2,0,0,3,0,6
1681,Ahmed Musa,CSKA Moscow,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,0,2,0,2,1,6
2854,Daler Kuzyaev,Zenit St. Petersburg,1,0,0,1,0,1,0,0,0,-,0,0,0,0,0,-,1,0,0,0,0,0,-,0,-,0,2,0,0,0,6
2908,Dmitri Sysuev,FC Ufa,1,-,0,1,0,0,0,0,0,0,0,0,0,0,-,-,0,0,-,0,0,0,0,0,0,1,0,1,0,1,5
5919,Juan Eduardo Lescano,Anzhi Makhachkala,-,-,0,-,-,0,-,1,-,-,-,-,0,-,-,-,-,0,1,0,1,1,0,0,1,0,0,0,0,0,5
2882,Pontus Wernbloom,CSKA Moscow,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,2,1,1,0,0,0,1,0,0,-,-,-,-,-,5
2903,Ivan Paurevic,FC Ufa,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-,0,0,1,5
2751,Aleksey Ionov,FC Rostov,-,-,-,-,-,-,-,-,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,-,1,5
2897,Aleksandr Golovin,CSKA Moscow,1,0,1,0,0,0,0,0,0,0,-,0,-,0,0,-,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5
1937,Fernando,Spartak Moscow,0,0,1,0,-,0,0,0,0,0,0,0,0,0,1,1,0,0,-,0,0,1,0,1,-,0,0,0,0,0,5
2867,Magomed Mitrishev,FK Akhmat,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,2,1,0,1,0,0,0,5
