team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,total
Guingamp,0.0278,0.4044,0.1207,0.8475,0.0779,0.4427,0.2856,0.0905,0.533,0.0726,0.2494,0.0389,0.0675,0.2632,0.3728,0.5738,0.4864,0.1086,0.2351,0.0253,0.7868,0.0172,0.2605,0.1278,0.1439,0.0437,0.0461,0.4782,0.9231,0.0491,0.9243,0.0375,0.178,0.0005,0.0124,0.4071,0.1669,0.7352,10.662
Lille,0.0194,0.5754,0.1151,0.1537,0.1319,0.1536,0.2041,0.7658,0.1009,0.8147,0.0638,0.2668,0.141,0.7874,0.1912,0.0902,0.2212,0.2672,0.4371,0.6102,0.2742,0.0571,0.0793,0.0058,0.2727,0.6053,0.0775,0.0325,0.3485,0.7525,0.3785,0.2131,0.1237,0.1867,0.1573,0.4668,0.0458,0.4551,10.6431
Nancy,0.0501,0.6233,0.1364,0.2456,0.1503,0.7203,0.3805,0.0624,0.5017,0.2078,0.2837,0.0007,0.1566,0.501,0.7144,0.3624,0.7101,0.5194,0.221,0.3703,0.2793,0.3692,0.0129,0.1048,0.2254,0.1003,0.1908,0.0139,0.1388,0.1002,0.0248,0.4481,0.0272,0.4797,0.1258,0.0012,0.4039,0.5334,10.4977
Montpellier,0.6016,0.1544,0.3123,0.4812,0.2862,0.0387,0.1626,0.5597,0.1161,0.0145,0.1615,0.1716,0.4839,0.6688,0.2401,0.2403,0.0931,0.5816,0.2035,0.2646,0.173,0.0068,0.3339,0.184,0.3649,0.6787,0.2821,0.3392,0.0058,0.0018,0.3362,0.1929,0.4502,0.0327,0.0545,0.3613,0.0674,0.1685,9.8702
Nice,0.2586,0.2144,0.6496,0.0545,0.0236,0.2637,0.2163,0.3237,0.786,0.1312,0.1653,0.0563,0.1136,0.2645,0.543,0.5976,0.0023,0.1492,0.085,0.3307,0.171,0.3841,0.0867,0.6595,0.1706,0.2712,0.205,0.3394,0.1566,0.2368,0.0321,0.4321,0.148,0.7313,0.1873,0.0263,0.0685,0.1427,9.6783
Lorient,0.0476,0.0409,0.1925,0.4407,0.5813,0.0727,0.1892,0.4817,0.5957,0.1519,0.148,0.5542,0.1181,0.1928,0.1118,0.0627,0.0257,0.6778,0.0595,0.4196,0.0458,0.1369,0.5869,0.2691,0.0047,0.6206,0.1813,0.0092,0.2147,0.0702,0.2537,0.2887,0.2792,0.1242,0.2038,0.4392,0.2144,0.1848,9.2918
SC Bastia,0.4558,0.6962,0.0593,0.6195,0.027,0.927,0.9243,0.1279,0.2778,0.0989,0.5028,0.0236,0.1763,0.0629,0.2671,0.1307,0.3528,0.207,0.0904,0.0741,0.1785,0.0514,0.1513,0.0255,0.2252,0.0267,0.0565,0.2164,0.0131,0.3414,0.5377,0.1435,-,0.156,0.1253,0.0,0.6872,0.0628,9.0999
Caen,0.0457,0.0138,0.6682,0.4026,0.0081,0.2058,0.3814,0.3294,0.218,0.329,0.0364,0.7476,0.1219,0.2404,0.154,0.1919,0.5337,0.0101,0.0531,0.0617,0.2825,0.3242,0.083,0.2627,0.7172,0.4098,0.4206,0.1143,0.185,0.0186,0.1163,0.3514,0.4297,0.0869,0.0202,0.167,0.2057,0.0906,9.0385
Metz,0.0825,0.0073,0.3138,0.4001,0.0853,0.0591,0.1613,0.0114,0.0541,0.0418,0.3802,0.5784,0.3592,0.0272,0.3763,0.3706,0.0797,0.1305,0.5748,0.2545,0.012,0.6546,0.3163,0.0679,0.6149,0.0045,0.1128,0.0963,0.852,0.0386,0.0465,0.4157,0.0314,0.0155,0.411,0.4324,0.0296,0.102,8.6021
Dijon,0.1864,0.389,0.0607,0.534,0.1928,0.0381,0.2774,0.2113,0.1212,0.0166,0.0996,0.5644,0.2883,0.0831,0.1601,0.0839,0.0265,0.0399,0.1954,0.3509,0.4728,0.016,0.0127,0.083,0.068,0.0011,0.0852,0.501,0.1603,0.14,0.1924,0.2099,0.0119,0.1359,0.5665,0.0132,0.1564,0.1158,6.8617
