team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,total
Sampdoria,0.1138,0.2909,0.6438,0.1386,0.433,0.3522,0.1249,0.0543,0.4921,0.0077,0.0426,0.0043,0.0625,0.2704,0.0033,0.403,0.1436,0.7464,0.1215,0.0075,0.7622,0.0633,0.2672,0.0811,0.4962,0.5424,0.1015,0.0716,0.2966,0.4054,0.0156,0.4572,0.3095,0.2548,0.0048,0.0154,0.4169,0.6024,9.6205
Roma,0.5966,0.0577,0.1352,0.2425,0.3574,0.5989,0.3867,0.0594,0.0623,0.0782,0.148,0.4957,0.1902,0.0664,0.1675,0.0058,0.0579,0.5165,0.5823,0.1769,0.0403,0.3588,0.2539,0.0593,0.1257,0.0067,0.8224,0.1483,0.0195,0.3574,0.2253,0.5595,0.1646,0.5921,0.0333,0.2789,0.2568,0.3051,9.59
Genoa,0.2116,0.0262,0.4961,0.0269,0.1536,0.139,0.2233,0.0942,0.5158,0.19,0.0069,0.113,0.4419,0.0369,0.0193,0.0921,0.0133,0.1734,0.0911,0.144,0.0977,0.4792,0.2022,0.5002,0.6154,0.8475,0.0608,0.725,0.037,0.0333,0.1037,0.0244,0.3641,0.2311,0.4677,0.1307,0.7233,0.7352,9.5871
Sassuolo,0.2401,0.1658,0.1126,0.0101,0.3375,0.2556,0.2013,0.1296,0.2289,0.148,0.541,0.0341,0.0098,0.8624,0.0464,0.655,0.7594,0.0033,0.0135,0.2316,0.6464,0.3733,0.0712,0.1514,0.1845,0.1963,0.4502,0.0466,0.0533,0.1019,0.0031,0.2229,0.3183,0.1609,0.4864,0.0031,0.0393,0.0091,8.5042
Frosinone,0.0337,0.3663,0.0231,0.0169,0.0276,0.0114,0.2728,0.0758,0.2705,0.4607,0.5014,0.0752,0.0271,0.0791,0.0326,0.2818,0.6735,0.149,0.3026,0.0465,0.4287,0.2617,0.5689,0.0397,0.0192,0.4141,0.3801,0.0386,0.7897,0.0102,0.2199,0.0049,0.0865,0.0683,0.0763,0.0036,0.1024,0.9762,8.2166
Cagliari,0.1634,0.0762,0.7188,0.0434,0.0912,0.0357,0.3177,0.6771,0.1217,0.2549,0.0767,0.0926,0.4066,0.1255,0.1127,0.3619,0.0495,0.5288,0.0659,0.2102,0.0015,0.371,0.0552,0.6545,0.0045,0.0878,0.0084,0.4511,0.3921,0.0129,0.1258,0.1875,0.399,0.0204,0.0751,0.1452,0.0807,0.4302,8.0334
Chievo,0.0556,0.0125,0.1594,0.0276,0.2743,0.1489,0.1798,0.0432,0.0109,0.1787,0.2444,0.0897,0.2339,0.3339,0.1597,0.5445,0.0604,0.4843,0.5096,0.0043,0.0543,0.0203,0.1787,0.0495,0.6533,0.3739,0.0873,0.1385,0.2898,0.0646,0.0077,0.1753,0.1631,0.6178,0.0715,0.0957,0.4821,0.5609,7.8399
Udinese,0.0234,0.5489,0.2821,0.4991,0.1625,0.1334,0.2265,0.0252,0.0571,0.0768,0.4408,0.1603,0.2619,0.1037,0.058,0.0466,0.1481,0.489,0.714,0.0056,0.0056,0.5421,0.0308,0.097,0.088,0.0215,0.1577,0.0538,0.0401,0.1055,0.2272,0.3935,0.4383,0.0443,0.0214,0.1542,0.2885,0.0373,7.2098
Empoli,0.5547,0.3655,0.2099,0.03,0.0593,0.19,0.5006,0.3446,0.1776,0.1124,0.0494,0.0048,0.0704,0.4064,0.0667,0.1624,0.0832,0.2822,0.3452,0.3595,0.0929,0.1006,0.0533,0.4937,0.1865,0.0842,0.2409,0.1465,0.2152,0.515,0.0351,0.0016,0.1183,0.1845,0.044,0.0747,0.2237,0.0234,7.2089
Parma Calcio 1913,0.0592,0.2048,0.0484,0.2361,0.4756,0.0253,0.1957,0.1943,0.0173,0.0211,0.6479,0.0281,0.0996,0.1302,0.1135,0.1227,0.7625,0.2116,0.1464,0.1894,0.085,0.0835,0.0988,0.0243,0.2113,0.0277,0.5389,0.0845,0.0041,0.0669,0.4105,0.2352,0.4253,0.3497,0.0175,0.1225,0.2403,0.1544,7.1101
