team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,total
Inter,0.121,0.3613,0.5825,0.7334,0.6582,0.0967,0.8635,0.0079,0.5124,0.2603,0.7676,0.0025,0.8188,0.0821,0.137,0.7183,0.5163,0.3847,0.6389,0.1998,0.5283,0.4949,0.6161,0.3392,0.0992,0.0489,0.8422,0.2483,0.1243,0.6229,0.15,0.4307,0.5764,0.5116,0.6816,0.8748,0.1176,0.0983,15.8685
Juventus,0.1738,0.7229,0.0392,0.4444,0.9382,0.7125,0.1236,0.3334,0.3215,0.7576,0.4002,0.2246,0.7131,0.2272,0.2975,0.4913,0.7724,0.1223,0.1452,0.5861,0.1311,0.2474,0.6322,0.5198,0.1588,0.0524,0.9039,0.3301,0.6842,0.6269,0.1836,0.3361,0.1617,0.1886,0.4868,0.1954,0.1331,0.4907,15.0098
Napoli,0.2649,0.5794,0.3709,0.7001,0.1711,0.917,0.0145,0.3444,0.0737,0.403,0.4317,0.3721,0.7028,0.2263,0.7605,0.4815,0.5508,0.25,0.441,0.1837,0.1983,0.4076,0.5123,0.6881,0.6327,0.52,0.2532,0.4596,0.0548,0.1936,0.3587,0.8389,0.1702,0.2091,0.7777,0.064,0.0663,0.3625,15.007
AC Milan,0.0994,0.7252,0.6021,0.0591,0.1474,0.4515,0.6545,0.0833,0.5411,0.6731,0.6366,0.1561,0.3569,0.2214,0.3237,0.6783,0.7462,0.4117,0.5421,0.1008,0.4839,0.1037,0.1414,0.3233,0.5407,0.3955,0.7647,0.0128,0.0873,0.1599,0.0722,0.1828,0.3978,0.1449,0.2209,0.4005,0.0882,0.638,13.369
Fiorentina,0.4828,0.8453,0.2438,0.6255,0.4231,0.0673,0.4969,0.1514,0.3251,0.3564,0.0953,0.4436,0.7111,0.0856,0.2875,0.1425,0.4533,0.5814,0.556,0.0538,0.0062,0.109,0.0167,0.1508,0.0948,0.1085,0.3026,0.0519,0.6252,0.161,0.4445,0.8617,0.3878,0.0981,0.3439,0.3502,0.5269,0.9269,12.9944
Atalanta,0.6946,0.068,0.7736,0.0714,0.0448,0.7954,0.1826,0.6349,0.2165,0.1949,0.0679,0.1279,0.032,0.1154,0.2321,0.4941,0.2137,0.2523,0.3073,0.5364,0.0815,0.2269,0.2856,0.3673,0.1737,0.6532,0.06,0.3891,0.3001,0.2373,0.3373,0.794,0.1627,0.8845,0.6785,0.12,0.3619,0.5247,12.6941
Torino,0.2794,0.4391,0.4917,0.7606,0.0462,0.4995,0.7204,0.013,0.0483,0.1878,0.0056,0.1296,0.8492,0.0375,0.2202,0.1293,0.0328,0.797,0.3531,0.0086,0.3912,0.4585,0.0754,0.0356,0.2754,0.0922,0.2607,0.0487,0.0505,0.8367,0.3633,0.3886,0.2534,0.5162,0.2297,0.339,0.0328,0.2485,10.9453
Lazio,0.1205,0.1502,0.5989,0.1271,0.479,0.376,0.0499,0.3289,0.7701,0.1395,0.2698,0.5728,0.6585,0.2151,0.3007,0.3992,0.0678,0.8296,0.0799,0.0876,0.1258,0.1953,0.6095,0.1445,0.1802,0.4311,0.663,0.1674,0.161,0.0836,0.1082,0.1359,0.2354,0.229,0.1165,0.2281,0.0345,0.0402,10.5103
Bologna,0.5787,0.0864,0.0462,0.6041,0.005,0.405,0.3027,0.0738,0.4739,0.0436,0.1018,0.0364,0.1523,0.1059,0.0074,0.5032,0.4104,0.181,0.1035,0.1683,0.1259,0.3326,0.1877,0.0797,0.5051,0.0768,0.568,0.1776,0.4538,0.1759,0.429,0.4233,0.5132,0.6901,0.2359,0.5292,0.1092,0.1256,10.1282
SPAL 2013,0.3322,0.8543,0.0679,0.4374,0.1134,0.0287,0.141,0.2212,0.145,0.1855,0.0478,0.314,0.095,0.0527,0.1872,0.2485,0.0293,0.8165,0.0694,0.1809,0.0188,0.7317,0.0576,0.01,0.7183,0.2577,0.4644,0.0986,0.3325,0.5886,0.0323,0.58,0.1771,0.3212,0.5359,0.1391,0.1858,0.0824,9.8999
