id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,total
3431,Almamy Touré,Eintracht Frankfurt,-,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,1,1
6523,Milot Rashica,Werder Bremen,-,-,-,0,-,0,0,0,0,-,-,-,-,-,-,0,0,0,1,1
7784,Joao Victor,Wolfsburg,0,0,-,-,0,0,0,0,1,-,-,0,0,0,-,-,-,-,0,1
3310,Alassane Pléa,Borussia M.Gladbach,0,0,0,-,0,0,0,-,1,0,0,0,-,0,-,0,0,0,0,1
3339,Jérôme Roussillon,Wolfsburg,0,0,0,0,0,0,0,0,1,0,0,0,-,-,-,-,-,-,-,1
254,Steven Zuber,Eintracht Frankfurt,0,0,0,0,0,0,0,-,-,-,-,-,1,-,0,-,-,-,-,1
135,Yuya Osako,Werder Bremen,0,0,-,-,0,0,0,-,1,0,0,0,0,0,-,-,0,0,0,1
5992,Marcus Thuram,Borussia M.Gladbach,0,0,0,0,0,0,1,0,0,0,0,0,0,-,-,-,-,0,0,1
110,Theodor Gebre Selassie,Werder Bremen,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7289,Amin Younes,Eintracht Frankfurt,-,-,-,0,0,0,0,-,-,-,0,0,0,0,0,0,0,1,0,1
2456,Omar Mascarell,Schalke 04,-,0,0,1,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,1
5680,Thomas Meunier,Borussia Dortmund,0,0,0,0,0,1,0,0,0,-,-,-,0,0,0,0,0,-,-,1
7791,Sebastiaan Bornauw,FC Cologne,0,0,1,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1
7049,Evan Ndicka,Eintracht Frankfurt,-,-,-,-,-,-,-,1,0,0,0,-,-,0,0,0,0,0,0,1
106,Waldemar Anton,VfB Stuttgart,0,0,0,-,-,-,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8853,Maxence Lacroix,Wolfsburg,0,-,0,0,0,0,0,0,1,0,0,0,0,0,-,0,0,0,0,1
7052,Wout Weghorst,Wolfsburg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8808,Wataru Endo,VfB Stuttgart,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
249,Danny da Costa,Mainz 05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1
316,Gonzalo Castro,VfB Stuttgart,0,1,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,1
2668,Martin Hinteregger,Eintracht Frankfurt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
261,Julian Brandt,Borussia Dortmund,0,0,0,0,0,0,0,1,0,0,0,0,0,-,0,0,0,0,0,1
5353,Josip Brekalo,Wolfsburg,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40,Stefan Bell,Mainz 05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,1
7109,Leandro Barreiro Martins,Mainz 05,0,0,-,-,0,-,0,1,0,0,-,0,0,0,0,0,0,0,-,1
38,Daniel Brosinski,Mainz 05,0,0,0,0,0,0,0,0,0,-,0,-,-,1,0,-,-,-,-,1
3347,Ellyes Skhiri,FC Cologne,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,1,1
1275,Robin Quaison,Mainz 05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5735,Jean-Philippe Mateta,Mainz 05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1
2693,Marius Wolf,FC Cologne,-,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7789,Dominick Drexler,FC Cologne,0,0,0,-,-,0,0,0,0,0,0,-,0,0,-,0,1,0,0,1
5258,László Bénes,Borussia M.Gladbach,-,-,-,-,-,-,0,-,0,0,0,0,-,-,-,0,1,-,-,1
3290,Benjamin Stambouli,Schalke 04,0,0,0,-,-,-,-,0,-,0,0,0,0,0,0,1,0,0,0,1
5294,Salih Özcan,FC Cologne,0,0,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,0,1
8809,Mateo Klimowicz,VfB Stuttgart,0,0,0,1,-,0,0,0,0,-,0,0,0,0,0,0,0,0,-,1
285,Bastian Oczipka,Schalke 04,0,0,0,0,0,0,0,0,-,0,0,0,0,0,1,0,0,0,-,1
7785,Kingsley Ehizibue,FC Cologne,0,0,0,1,0,-,-,0,0,-,-,0,-,-,-,0,0,0,-,1
315,Matthias Ginter,Borussia M.Gladbach,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
983,Kevin Mbabu,Wolfsburg,-,-,-,-,-,-,-,-,-,-,0,1,0,-,0,0,0,0,0,1
1236,Patrik Schick,Bayer Leverkusen,0,0,0,-,-,-,-,0,0,0,1,0,0,0,0,0,0,-,0,1
2276,Lucas Hernández,Bayern Munich,0,-,0,0,0,-,1,0,0,-,-,0,0,-,-,-,0,0,-,1
3393,Bouna Sarr,Bayern Munich,-,-,-,-,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,1
8786,Stefan Ortega Moreno,Arminia Bielefeld,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
443,Peter Pekarík,Hertha Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,1
7090,Krzysztof Piatek,Hertha Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6531,Alexander Sørloth,RasenBallsport Leipzig,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0,0,0,1
7995,Akaki Gogia,Union Berlin,-,-,-,-,-,-,1,0,0,-,-,0,0,-,0,-,-,0,-,1
6522,Cedric Teuchert,Union Berlin,0,0,-,-,-,0,0,0,-,0,0,0,1,0,0,0,0,0,0,1
8430,Chris Richards,Bayern Munich,0,-,1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,1
7877,Robert Andrich,Union Berlin,0,0,0,0,0,0,0,0,0,0,-,-,-,1,0,0,0,0,0,1
7501,Amadou Haidara,RasenBallsport Leipzig,0,0,0,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6338,Lucas Alario,Bayer Leverkusen,0,-,0,0,0,0,0,0,-,-,0,0,0,0,1,0,0,0,0,1
3834,Ishak Belfodil,Hoffenheim,0,-,0,0,-,0,0,-,-,-,0,0,0,1,0,0,-,-,0,1
412,André Hahn,Augsburg,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,1,0,1
8065,Iago,Augsburg,1,0,0,-,0,0,0,0,0,-,-,-,0,0,0,-,0,0,0,1
6096,Sergio Córdova,Arminia Bielefeld,1,0,0,-,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,1
5273,Kerem Demirbay,Bayer Leverkusen,0,0,0,0,-,1,-,0,0,-,-,0,0,0,0,0,0,0,0,1
4336,Raphael Framberger,Augsburg,1,0,0,0,0,0,-,0,-,0,0,0,0,-,-,-,-,-,-,1
2659,Noah Joel Sarenren Bazee,Augsburg,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0,0,-,-,-,1
2655,Alfred Finnbogason,Augsburg,0,0,0,-,-,1,0,0,-,-,0,0,0,-,-,0,0,0,-,1
5659,Nordi Mukiele,RasenBallsport Leipzig,0,0,0,0,0,-,1,-,0,0,0,0,0,-,-,0,0,0,0,1
8787,Nathan de Medina,Arminia Bielefeld,0,-,-,0,0,-,-,-,-,-,-,0,1,0,-,0,-,-,-,1
8794,Cédric Brunner,Arminia Bielefeld,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
220,Jérôme Boateng,Bayern Munich,0,0,0,-,0,0,0,0,0,0,0,1,0,0,-,0,0,0,0,1
5263,Lukas Kübler,Freiburg,0,-,0,-,-,1,0,-,-,-,-,-,-,0,0,0,0,0,0,1
262,Leonardo Bittencourt,Werder Bremen,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,0,1,0,1
