id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,total
421,Lars Bender,Bayer Leverkusen,0,1,-,0,0,0,0,0,6,1,0,-,-,-,0,-,0,8
8317,Edmond Tapsoba,Bayer Leverkusen,1,1,0,0,0,1,1,-,-,0,0,0,0,2,1,0,1,8
6490,Manuel Akanji,Borussia Dortmund,0,0,0,-,2,1,0,0,0,-,0,1,1,2,0,0,1,8
4468,Dedryck Boyata,Hertha Berlin,1,0,0,1,0,5,0,0,0,0,0,1,0,-,-,-,-,8
6083,Ludwig Augustinsson,Werder Bremen,0,3,1,0,-,-,-,0,1,0,1,2,0,0,0,-,-,8
8418,Jamal Musiala,Bayern Munich,1,0,0,1,2,-,-,2,-,1,0,0,1,0,-,0,-,8
8789,Manuel Prietl,Arminia Bielefeld,2,0,0,1,2,0,0,0,0,2,0,-,1,0,-,-,-,8
418,Niklas Stark,Hertha Berlin,0,1,0,0,0,1,2,1,0,0,0,1,1,0,1,0,0,8
7044,Kevin Möhwald,Werder Bremen,-,-,-,2,0,0,0,0,1,-,1,2,1,-,0,0,1,8
90,Sebastian Rudy,Hoffenheim,-,-,-,1,1,1,0,-,0,2,0,0,1,0,-,1,1,8
8853,Maxence Lacroix,Wolfsburg,0,-,1,0,2,0,0,1,0,1,1,0,1,0,-,1,0,8
7784,Joao Victor,Wolfsburg,1,2,-,-,1,0,1,0,0,-,-,1,0,2,-,-,-,8
6523,Milot Rashica,Werder Bremen,-,-,-,0,-,1,2,2,1,-,-,-,-,-,-,0,2,8
5243,Dayotchanculle Upamecano,RasenBallsport Leipzig,0,0,0,2,3,0,-,0,0,1,0,1,0,0,0,1,-,8
4340,Grischa Prömel,Union Berlin,1,1,0,1,-,-,-,1,0,0,1,0,1,1,-,1,-,8
9076,Philipp Förster,VfB Stuttgart,-,-,-,-,-,0,-,0,2,1,2,2,-,0,1,-,-,8
3363,Benjamin Pavard,Bayern Munich,0,1,0,0,-,0,-,0,3,1,0,-,-,0,1,1,-,7
6081,Dennis Geiger,Hoffenheim,1,1,1,0,3,0,-,0,0,-,-,-,1,-,-,-,-,7
8406,Can Bozdogan,Schalke 04,-,-,2,1,0,2,0,-,-,0,2,-,-,0,-,0,-,7
7073,Pierre Kunde,Mainz 05,-,-,1,1,1,1,1,0,0,1,0,0,1,-,-,-,-,7
38,Daniel Brosinski,Mainz 05,2,0,1,0,1,0,2,0,0,-,1,-,-,0,0,-,-,7
5222,Joel Pohjanpalo,Union Berlin,-,-,2,0,3,2,0,-,-,-,-,-,-,-,-,-,-,7
2456,Omar Mascarell,Schalke 04,-,1,1,1,0,0,0,1,1,1,1,0,0,0,-,-,-,7
5242,Stefan Ilsanker,Eintracht Frankfurt,1,1,0,1,0,1,1,0,1,0,0,0,1,-,0,-,-,7
110,Theodor Gebre Selassie,Werder Bremen,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,7
3339,Jérôme Roussillon,Wolfsburg,0,0,1,0,0,1,1,1,0,1,2,0,-,-,-,-,-,7
135,Yuya Osako,Werder Bremen,0,0,-,-,1,0,0,-,0,3,1,0,2,0,-,-,0,7
