id,name,team,1,2,3,4,5,6,7,8,9,10,11,total
7289,Amin Younes,Eintracht Frankfurt,-,-,-,0.1899,0.0,0.0446,0.0,-,-,-,0.0,0.2345
6445,Elvis Rexhbecaj,FC Cologne,0.0,0.0205,0.0527,0.0,0.0365,-,0.02,0.0731,0.0,0.0312,-,0.234
4280,Davie Selke,Werder Bremen,0.1394,0.0,0.0,0.0,-,-,-,-,0.0,0.0937,-,0.2331
8790,Cebio Soukou,Arminia Bielefeld,0.1162,0.0513,0.0,-,-,-,0.0555,0.0,0.0097,-,-,0.2327
6081,Dennis Geiger,Hoffenheim,0.0266,0.021,0.0219,0.0,0.1538,0.0,-,0.0,0.0,-,-,0.2233
8044,Joshua Zirkzee,Bayern Munich,0.0,0.2228,-,-,-,0.0,-,-,-,-,-,0.2228
38,Daniel Brosinski,Mainz 05,0.0919,0.0,0.05,0.0,0.0498,0.0,0.0305,0.0,0.0,-,-,0.2222
8317,Edmond Tapsoba,Bayer Leverkusen,0.0326,0.0732,0.0,0.0,0.0,0.0218,0.0846,-,-,0.0,-,0.2122
7054,Steven Skrzybski,Schalke 04,0.0,-,-,0.0296,-,-,0.0195,0.0116,0.1265,0.0167,-,0.2039
285,Bastian Oczipka,Schalke 04,0.0157,0.0285,0.0,0.0129,0.0616,0.0,0.0821,0.0,-,0.0,-,0.2008
7109,Leandro Barreiro Martins,Mainz 05,0.0,0.0178,-,-,0.0,-,0.0,0.1825,0.0,0.0,-,0.2003
161,Robin Knoche,Union Berlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0923,0.0,0.1058,0.0,-,0.1981
69,Carlos Gruezo,Augsburg,0.0,0.022,0.0,0.0123,0.0196,0.0,0.0877,-,0.0,0.0558,-,0.1974
5254,Marcel Halstenberg,RasenBallsport Leipzig,0.1219,-,0.0752,0.0,-,-,-,-,0.0,-,-,0.1971
5759,Matteo Guendouzi,Hertha Berlin,-,-,-,-,-,0.0,0.1169,0.0322,0.0,0.0456,-,0.1947
79,Tobias Strobl,Augsburg,0.0,0.0,0.0,0.1215,0.0,0.0129,0.0,0.013,0.0175,0.0221,-,0.187
6523,Milot Rashica,Werder Bremen,-,-,-,0.0,-,0.0181,0.0491,0.0885,0.022,-,-,0.1777
135,Yuya Osako,Werder Bremen,0.0,0.0,-,-,0.0182,0.0,0.0,-,0.0,0.1585,-,0.1767
106,Waldemar Anton,VfB Stuttgart,0.0,0.0682,0.0,-,-,-,0.0,0.0713,0.0351,0.0,-,0.1746
2640,Erik Durm,Eintracht Frankfurt,-,-,-,-,-,-,-,0.0,0.0389,0.1065,0.0282,0.1736
84,Ermin Bicakcic,Hoffenheim,0.0832,0.0876,-,-,-,-,-,-,-,-,-,0.1708
43,Danny Latza,Mainz 05,0.0659,0.0,0.0,0.0,0.0591,0.0436,0.0,-,-,-,-,0.1686
7899,Daley Sinkgraven,Bayer Leverkusen,0.0,0.0,0.0,0.0646,0.0,0.1027,-,0.0,0.0,0.0,-,0.1673
9160,Matthew Hoppe,Schalke 04,-,-,-,-,-,-,-,-,0.0931,0.0731,-,0.1662
254,Steven Zuber,Eintracht Frankfurt,0.0745,0.0,0.0,0.0,0.0523,0.0,0.0343,-,-,-,-,0.1611
391,David Alaba,Bayern Munich,-,0.0,0.038,0.0,0.0,0.0,0.0882,0.0229,0.0,0.0,-,0.1491
2691,Milos Veljkovic,Werder Bremen,-,0.0668,0.0,0.0,0.0,0.0812,-,-,-,-,-,0.148
454,Charles Aránguiz,Bayer Leverkusen,0.0,0.0,0.144,0.0,-,-,-,-,-,-,-,0.144
5358,Lukas Klostermann,RasenBallsport Leipzig,0.1395,0.0,0.0,0.0,-,-,-,-,-,-,-,0.1395
6045,Davy Klaassen,Werder Bremen,0.0425,0.0933,0.0,-,-,-,-,-,-,-,-,0.1358
