id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,total
7485,Nico Schlotterbeck,Union Berlin,-,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,1
7875,Christopher Trimmel,Union Berlin,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,1,0,1
6088,Orel Mangala,VfB Stuttgart,0,0,0,0,1,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1
213,Thorgan Hazard,Borussia Dortmund,0,-,-,-,0,0,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1
9201,Eren Sami Dinkci,Werder Bremen,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,0,-,-,-,0,-,1
84,Ermin Bicakcic,Hoffenheim,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
7051,Gonçalo Paciência,Schalke 04,0,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
5717,Amine Harit,Schalke 04,0,-,-,0,0,0,0,0,-,-,-,0,0,0,1,0,0,0,0,0,0,0,0,-,0,0,1
2456,Omar Mascarell,Schalke 04,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,1,0,-,0,0,0,-,0,1
342,Sead Kolasinac,Schalke 04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0,0,1,0,0,0,1
28,Mitchell Weiser,Bayer Leverkusen,-,-,-,-,-,-,-,0,-,0,0,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,1
183,Jonathan Tah,Bayer Leverkusen,-,0,-,-,-,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,1
762,Demarai Gray,Bayer Leverkusen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,0,0,1
5219,Aleksandar Dragovic,Bayer Leverkusen,-,0,-,-,0,-,0,1,0,0,0,0,0,0,0,0,-,-,-,0,-,-,0,-,-,-,1
8317,Edmond Tapsoba,Bayer Leverkusen,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8804,Felix Agu,Werder Bremen,-,-,-,-,-,-,-,0,0,-,-,0,-,-,-,1,0,0,0,-,0,0,0,0,0,0,1
90,Sebastian Rudy,Hoffenheim,-,-,-,0,0,0,0,-,0,0,0,0,0,0,-,0,1,0,0,0,0,0,0,0,0,0,1
8378,Malick Thiaw,Schalke 04,-,-,-,-,0,1,-,0,0,0,-,-,0,-,0,-,-,-,0,0,0,0,0,0,0,0,1
6081,Dennis Geiger,Hoffenheim,0,0,0,0,1,0,-,0,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1
6937,Georginio Rutter,Hoffenheim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,0,0,1
7900,Sargis Adamyan,Hoffenheim,-,-,-,-,0,0,1,-,-,-,-,-,0,0,0,0,0,0,-,-,-,0,0,-,0,-,1
8805,Deyovaisio Zeefuik,Hertha Berlin,0,0,0,0,0,-,-,0,-,0,-,0,0,0,0,-,0,-,-,-,-,-,0,0,0,1,1
8401,Luca Netz,Hertha Berlin,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,1,0,0,0,-,0,1
8396,Jessic Ngankam,Hertha Berlin,-,-,1,-,0,-,0,0,0,-,0,0,0,0,0,-,-,-,0,-,-,0,-,-,-,-,1
171,Michael Gregoritsch,Augsburg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,-,-,0,0,0,-,1
8065,Iago,Augsburg,0,0,0,-,0,0,0,0,0,-,-,-,0,1,0,-,0,0,0,-,-,-,-,-,-,-,1
6100,Felix Uduokhai,Augsburg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,1
5258,László Bénes,Augsburg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,0,0,1
7522,Nassim Boujellab,Schalke 04,-,0,-,-,-,-,-,-,0,0,1,0,0,-,-,-,0,0,0,0,0,0,-,-,-,-,1
2665,Jeffrey Gouweleeuw,Augsburg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,0,0,0,0,0,0,0,0,0,0,0,1
339,Eric Maxim Choupo-Moting,Bayern Munich,-,-,-,0,0,0,-,0,-,-,0,-,-,0,-,0,-,0,0,0,0,0,1,0,0,0,1
393,Douglas Costa,Bayern Munich,-,-,-,0,0,0,-,0,1,0,-,0,-,0,0,-,-,-,0,0,-,-,-,-,-,-,1
7345,Alphonso Davies,Bayern Munich,-,0,0,0,0,-,-,-,-,-,0,-,0,0,0,0,-,0,0,-,1,0,0,0,0,0,1
75,Niklas Süle,Bayern Munich,0,-,0,0,-,0,-,-,0,0,-,0,0,1,0,-,-,0,0,0,0,0,0,0,-,0,1
220,Jérôme Boateng,Bayern Munich,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,1,-,-,0,0,0,0,0,1
3603,Corentin Tolisso,Bayern Munich,0,0,0,0,-,-,0,-,0,-,0,0,0,0,-,0,0,-,-,0,1,-,-,-,-,-,1
7785,Kingsley Ehizibue,FC Cologne,0,0,0,0,0,-,-,0,0,-,-,0,-,-,-,0,0,0,-,0,-,0,-,-,0,0,0
5294,Salih Özcan,FC Cologne,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0
5253,Benno Schmitz,FC Cologne,-,-,-,0,-,-,-,-,-,0,0,-,0,-,0,-,-,-,-,0,-,-,-,-,-,0,0
2627,Jannes Horn,FC Cologne,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0,0,0,-,0,0,0,-,0
5086,Marc Roca,Bayern Munich,-,-,-,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-,0,-,-,0,-,0
8794,Cédric Brunner,Arminia Bielefeld,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,Jorge Meré,FC Cologne,-,-,-,-,-,-,-,0,-,-,-,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0
427,Marco Höger,FC Cologne,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
338,Max Meyer,FC Cologne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,0,0,0,-,0
138,Frederik Sörensen,FC Cologne,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
137,Anthony Modeste,FC Cologne,-,-,-,0,0,-,-,-,-,-,0,0,-,0,0,0,-,0,-,-,-,-,-,-,-,-,0
7791,Sebastiaan Bornauw,FC Cologne,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0
8083,Noah Katterbach,FC Cologne,0,-,-,-,0,0,0,0,-,-,0,-,0,0,-,-,0,0,0,-,0,-,0,0,0,0,0
8875,Tolu Arokodare,FC Cologne,-,0,0,-,-,0,-,0,-,-,-,-,-,0,0,-,0,-,-,0,0,-,-,-,-,-,0
290,Mijat Gacinovic,Hoffenheim,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,0
129,Dominique Heintz,Freiburg,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,-,0,-,-,-,0,0,0,0,0,0,0
8788,Anderson-Lenda Lucoqui,Arminia Bielefeld,0,0,0,0,-,0,-,0,0,0,0,0,-,0,0,-,-,-,-,-,-,-,-,-,0,0,0
73,Oliver Baumann,Hoffenheim,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Pavel Kaderábek,Hoffenheim,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0
133,Kevin Vogt,Hoffenheim,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,-,0,0,0,-,0,-,-,0,0
202,Håvard Nordtveit,Hoffenheim,-,-,-,-,-,-,-,0,-,0,0,-,0,-,-,0,0,0,0,-,-,-,-,-,-,-,0
3834,Ishak Belfodil,Hoffenheim,0,-,0,0,-,0,0,-,-,-,0,0,0,0,0,0,-,-,0,0,-,-,-,-,-,-,0
8876,Dimitris Limnios,FC Cologne,-,0,0,-,0,0,0,0,-,-,-,0,-,0,-,-,-,-,-,-,0,-,-,0,0,-,0
5329,Stefan Posch,Hoffenheim,-,0,0,0,0,0,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,-,-,-,-,0,0
5355,Jacob Bruun Larsen,Hoffenheim,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
6327,Kevin Akpoguma,Hoffenheim,0,0,0,0,0,0,0,0,0,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
7024,Kasim Nuhu,Hoffenheim,0,-,-,-,-,-,-,-,0,-,-,0,-,0,0,0,0,0,0,-,-,0,-,0,0,-,0
9301,Emmanuel Dennis,FC Cologne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,0
8877,Sava-Arangel Cestic,FC Cologne,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,0,0,0,-,0,0,0,0,-,-,-,0
8793,Fabian Kunze,Arminia Bielefeld,0,0,-,0,-,-,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0
7026,Joshua Brenet,Hoffenheim,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
8795,Jacob Laursen,Arminia Bielefeld,0,-,0,-,0,-,0,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0
127,Timo Horn,FC Cologne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9128,Andreas Voglsammer,Arminia Bielefeld,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0
9006,Brian Behrendt,Arminia Bielefeld,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
8799,Joakim Nilsson,Arminia Bielefeld,-,-,-,-,-,0,-,-,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Pascal Stenzel,VfB Stuttgart,-,0,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,-,-,0,0,-,0,-,0
2676,Erik Thommy,VfB Stuttgart,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,0,0,-,-,-,-,0
5288,Gregor Kobel,VfB Stuttgart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6085,Marcin Kaminski,VfB Stuttgart,0,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
6722,Konstantinos Mavropanos,VfB Stuttgart,-,-,0,-,-,-,-,-,0,0,0,0,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0
7075,Borna Sosa,VfB Stuttgart,-,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0
7790,Darko Churlinov,VfB Stuttgart,-,-,-,-,0,0,-,-,-,0,0,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-,0
8806,Roberto Massimo,VfB Stuttgart,0,0,0,-,0,-,-,-,0,0,0,-,0,-,-,-,0,-,0,0,-,-,-,-,0,-,0
8810,Hamadi Al Ghaddioui,VfB Stuttgart,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0
8811,Alkhaly Momo Cissé,VfB Stuttgart,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,0
8878,Atakan Karazor,VfB Stuttgart,-,-,0,0,0,0,0,-,0,-,-,-,-,-,-,-,-,-,0,-,0,0,-,0,-,0,0
8987,Lilian Egloff,VfB Stuttgart,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
9274,Naouirou Ahamada,VfB Stuttgart,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,0
8797,Nils Seufert,Arminia Bielefeld,-,-,-,0,0,-,0,0,0,-,0,-,0,-,-,0,0,0,0,0,-,0,-,-,-,-,0
9108,Marco John,Hoffenheim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0
8815,Klauss,Hoffenheim,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
8430,Chris Richards,Hoffenheim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,0,0,0,0,0
8192,Melayro Bogarde,Hoffenheim,-,-,-,-,-,-,0,-,-,-,0,-,-,0,0,-,0,0,-,-,-,0,-,0,-,-,0
8137,Maximilian Beier,Hoffenheim,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
7869,Philipp Pentke,Hoffenheim,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
7868,Diadie Samassékou,Hoffenheim,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7867,Robert Skov,Hoffenheim,-,0,0,0,0,0,-,-,0,0,0,0,0,0,-,-,-,-,-,-,0,-,-,0,0,0,0
4271,Janik Haberer,Freiburg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-,-,0,0
91,Ron-Robert Zieler,FC Cologne,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
4243,Christian Günter,Freiburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5328,Florian Müller,Freiburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5263,Lukas Kübler,Freiburg,0,-,0,-,-,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-,0,0,-,0,0
5265,Amir Abrashi,Freiburg,0,-,-,-,-,-,-,-,-,-,-,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-,0
8962,Joscha Wosz,RasenBallsport Leipzig,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
311,Sven Bender,Bayer Leverkusen,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,0
281,Lukas Hradecky,Bayer Leverkusen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0
186,Karim Bellarabi,Bayer Leverkusen,0,0,0,0,0,0,0,0,-,0,0,0,-,0,-,-,-,0,0,-,-,-,0,-,-,0,0
185,Wendell,Bayer Leverkusen,0,-,0,-,-,-,0,-,-,-,0,0,-,-,-,-,0,0,0,-,0,0,0,0,0,0,0
217,Manuel Neuer,Bayern Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Javi Martínez,Bayern Munich,-,-,0,0,0,0,0,0,0,0,-,-,-,-,-,0,0,-,-,-,-,0,0,0,-,0,0
2276,Lucas Hernández,Bayern Munich,0,-,0,0,0,-,0,0,0,-,-,0,0,-,-,-,0,0,-,0,0,0,0,0,0,-,0
3363,Benjamin Pavard,Bayern Munich,0,0,0,0,-,0,-,0,0,0,0,-,-,0,0,0,0,-,0,0,-,-,-,-,0,0,0
3393,Bouna Sarr,Bayern Munich,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,0
9229,Tiago Dantas,Bayern Munich,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0
8430,Chris Richards,Bayern Munich,0,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
8044,Joshua Zirkzee,Bayern Munich,0,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
7981,Nianzou Kouassi,Bayern Munich,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
6148,Michaël Cuisance,Bayern Munich,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
37,Loris Karius,Union Berlin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,0,0,-,-,-,0
60,Christian Gentner,Union Berlin,0,-,-,0,0,0,0,-,-,-,0,-,-,-,-,-,0,0,0,0,0,-,0,0,0,-,0
5260,Andreas Luthe,Union Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0
6097,Florian Hübner,Union Berlin,-,-,-,-,-,0,-,-,-,-,-,-,-,0,0,0,0,-,-,-,0,-,-,-,-,-,0
7056,Niko Gießelmann,Union Berlin,0,-,-,-,-,0,-,0,-,0,-,0,0,-,-,-,0,0,0,0,0,0,-,-,-,-,0
7266,Leon Dajaku,Union Berlin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,0
7876,Christopher Lenz,Union Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,-,-,-,0
7885,Joshua Mees,Union Berlin,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
7995,Akaki Gogia,Union Berlin,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,-,-,0,-,-,-,-,-,-,-,-,0
7997,Julian Ryerson,Union Berlin,-,0,0,-,0,0,-,0,-,0,0,0,0,0,0,0,0,-,0,0,-,-,-,0,0,0,0
8801,Sebastian Griesbeck,Union Berlin,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,0,-,0,-,-,0,0,0
9100,Tim Maciejewski,Union Berlin,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
8845,Hee-Chan Hwang,RasenBallsport Leipzig,0,0,-,0,-,0,0,-,-,-,-,-,-,-,0,-,-,0,-,0,-,0,-,0,0,0,0
8502,Dennis Borkowski,RasenBallsport Leipzig,-,-,-,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0
8341,Lazar Samardzic,RasenBallsport Leipzig,-,-,0,-,-,0,-,-,0,-,-,-,-,-,0,-,-,0,-,-,-,-,-,0,-,-,0
1702,Mike van der Hoorn,Arminia Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,-,-,-,-,0,-,0
9327,Petar Musa,Union Berlin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,0
5625,Kwon Chang-Hoon,Freiburg,0,0,0,0,0,0,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0,-,0
7401,Keven Schlotterbeck,Freiburg,-,-,0,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0
7771,Guus Til,Freiburg,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,0,0
7811,Lino Tempelmann,Freiburg,-,-,-,-,0,-,0,0,-,-,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,0
8206,Yannik Keitel,Freiburg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,0
8787,Nathan de Medina,Arminia Bielefeld,0,-,-,0,0,-,-,-,-,-,-,0,0,0,-,0,-,-,-,-,0,-,0,0,-,-,0
8786,Stefan Ortega Moreno,Arminia Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5298,Arne Maier,Arminia Bielefeld,-,-,-,-,0,-,0,-,-,-,-,-,-,0,0,-,-,0,-,-,-,-,0,0,0,0,0
2645,Marcel Hartel,Arminia Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,-,-,0
9328,Jeremie Frimpong,Bayer Leverkusen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,0,0,0,0,0
9129,Lennart Grill,Bayer Leverkusen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
106,Waldemar Anton,VfB Stuttgart,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5358,Lukas Klostermann,RasenBallsport Leipzig,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0
8325,Exequiel Palacios,Bayer Leverkusen,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
7899,Daley Sinkgraven,Bayer Leverkusen,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,-,-,-,-,-,-,0
7113,Santiago Arias,Bayer Leverkusen,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
6440,Niklas Lomb,Bayer Leverkusen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0
5222,Joel Pohjanpalo,Bayer Leverkusen,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
549,Timothy Fosu-Mensah,Bayer Leverkusen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,0
454,Charles Aránguiz,Bayer Leverkusen,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0
421,Lars Bender,Bayer Leverkusen,0,0,-,0,0,0,0,0,0,0,0,-,-,-,0,-,0,0,-,-,-,-,-,-,-,-,0
417,Tin Jedvaj,Bayer Leverkusen,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
188,Kevin Kampl,RasenBallsport Leipzig,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,0,-,-,0,-,0,0
435,Benjamin Henrichs,RasenBallsport Leipzig,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,0
5241,Péter Gulácsi,RasenBallsport Leipzig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6229,William,Schalke 04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
543,Reece Oxford,Augsburg,0,0,0,-,-,-,0,-,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,-,0
69,Carlos Gruezo,Augsburg,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0
29,Vedad Ibisevic,Schalke 04,-,0,0,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
7431,Jean-Manuel Mbom,Werder Bremen,-,0,0,0,0,0,0,0,0,-,0,0,-,0,0,0,0,0,0,-,0,0,-,-,-,-,0
7439,Tahith Chong,Werder Bremen,0,0,0,-,0,0,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0
7815,Christian Groß,Werder Bremen,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,-,0,-,0,0,-,0
8000,Ilia Gruev,Werder Bremen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
8117,Nick Woltemade,Werder Bremen,0,-,-,0,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
9069,Romano Schmid,Werder Bremen,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9178,Merveille Papela,Mainz 05,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,0
7073,Pierre Kunde,Mainz 05,-,-,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0
8847,Niklas Tauer,Mainz 05,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,0,-,-,-,-,-,-,0
8846,Paul Nebel,Mainz 05,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
7813,Jeremiah St. Juste,Mainz 05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0
7807,Luca Kilian,Mainz 05,-,-,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
7181,Issah Abass,Mainz 05,0,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
7107,Jean-Paul Boëtius,Mainz 05,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0
7040,Patrick Erras,Werder Bremen,-,-,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
6523,Milot Rashica,Werder Bremen,-,-,-,0,-,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0
6084,Johannes Eggestein,Werder Bremen,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
263,Marwin Hitz,Borussia Dortmund,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
309,Roman Bürki,Borussia Dortmund,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0
310,Lukasz Piszczek,Borussia Dortmund,-,-,-,0,-,0,-,0,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0
433,Nico Schulz,Borussia Dortmund,-,-,0,-,-,-,-,0,-,0,0,-,0,-,-,-,-,-,0,-,0,-,-,0,0,0,0
3059,Axel Witsel,Borussia Dortmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0
6103,Dan-Axel Zagadou,Borussia Dortmund,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0
8070,Mateu Morey,Borussia Dortmund,-,-,-,-,0,-,-,-,-,0,0,0,0,-,-,-,-,0,0,-,-,0,0,0,0,-,0
8824,Jude Bellingham,Borussia Dortmund,0,0,0,0,-,0,0,0,-,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0
