id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
8813,Tanguy Coulibaly,VfB Stuttgart,-,0.0,0.0,0.8699,0.0,0.0302,0.0,0.0221,0.0,0.0318,0.5434,0.609,0.0,0.0,0.0,0.0,0.0684,0.071,0.0,0.0,0.0,0.0,2.2458
194,Admir Mehmedi,Wolfsburg,1.0048,0.0,0.0,0.1393,0.4007,0.0,0.0475,0.3714,0.1036,-,-,-,-,0.1272,-,-,0.0,-,0.0,-,-,-,2.1945
316,Gonzalo Castro,VfB Stuttgart,0.3363,0.1647,0.0543,0.0649,0.0234,0.1145,0.3759,0.2378,0.0631,0.0878,-,0.0742,0.0,0.1122,0.189,0.1112,-,0.0742,0.0,-,-,0.0782,2.1617
8260,Erling Haaland,Borussia Dortmund,0.0949,0.1697,0.3906,0.581,0.111,-,0.0,0.0,0.3158,-,-,-,-,0.0,0.0,0.0841,0.0,0.0,0.0,0.1579,0.0739,0.1478,2.1267
8812,Sasa Kalajdzic,VfB Stuttgart,0.0,1.1234,0.121,0.0,0.3786,0.0707,0.0,0.0594,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0794,0.0,0.0,0.0187,0.0,0.0761,0.1841,2.1114
81,Jonathan Schmid,Freiburg,0.0,0.0,0.0,0.1876,0.0,0.2999,0.0,0.0574,0.0783,0.03,0.0,0.1816,0.5002,0.1112,-,-,-,0.0,0.0,0.0,0.0,0.6601,2.1063
419,Maximilian Mittelstädt,Hertha Berlin,0.6231,0.6593,0.1433,0.0248,0.0,0.0806,-,0.0,-,0.0156,-,0.2089,0.0,0.0,0.0,0.0164,0.146,0.0446,0.0673,0.0,0.0,0.0,2.0299
7831,Stefan Lainer,Borussia M.Gladbach,0.0,0.0,0.0,0.5219,0.0631,0.0641,0.0,0.3453,0.0,0.0597,0.059,0.0,0.5022,0.0487,0.0456,0.0,0.0,0.0,0.0524,0.096,0.1385,0.0282,2.0247
3431,Almamy Touré,Eintracht Frankfurt,-,0.2342,0.1176,0.0,0.0621,0.4362,0.6373,-,-,-,-,-,-,0.03,0.1271,0.0592,0.1367,0.0,0.1051,0.0,0.0,0.0611,2.0066
290,Mijat Gacinovic,Hoffenheim,0.0937,0.0,0.0454,0.0,0.0,0.0,0.247,0.0,0.0,0.0,0.0,0.0,-,-,0.6716,0.0,0.1392,0.6415,0.0,0.0,0.1501,-,1.9885
