team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,total
Genoa,0.1241,0.5825,0.4927,0.0325,0.3843,0.3623,0.1605,0.0681,0.0978,0.1993,0.2417,0.1723,0.1904,0.0707,0.3269,0.3604,0.05,0.2564,0.4693,0.6529,0.0751,0.5395,0.4402,0.5803,0.4587,0.0668,0.1016,0.2681,0.2278,0.0561,0.6844,0.4671,0.0188,0.2971,0.3451,0.0563,0.4747,0.1862,10.639
Atalanta,0.323,0.3607,0.1379,0.4314,0.4173,0.3913,0.0121,0.3045,0.0099,0.8242,0.1762,0.6282,0.1553,0.3907,0.4154,0.0988,0.003,0.019,0.1303,0.4721,0.4155,0.2671,0.164,0.5129,0.3318,0.0595,0.1112,0.1434,0.1374,0.6758,0.1032,0.3431,0.0571,0.0167,0.6998,0.0445,0.7543,0.0317,10.5703
Udinese,0.1277,0.296,0.13,0.471,0.4841,0.1222,0.1213,0.1671,0.6428,0.0799,0.7732,0.2702,0.6409,0.0077,0.0484,0.1066,0.5941,0.2944,0.1558,0.015,0.1014,0.3957,0.0492,0.0909,0.2975,0.0118,0.5434,0.3201,0.0222,0.4343,0.6159,0.0521,0.8078,0.4203,0.0167,0.2499,0.1645,0.0793,10.2214
Empoli,0.2937,0.2582,0.301,0.2342,0.4461,0.1052,0.735,0.128,0.5678,0.5505,0.2915,0.0342,0.1197,0.377,0.176,0.1142,0.2284,0.2247,0.1118,0.2491,0.2524,0.0321,0.423,0.3139,0.1813,0.3392,0.2702,0.2825,0.4559,0.4919,0.0439,0.3416,0.0268,0.1108,0.1197,0.5416,0.0894,0.3098,10.1723
Bologna,0.1699,0.3773,0.206,0.1472,0.1364,0.0755,0.0077,0.1049,0.3001,0.1893,0.2068,0.7847,0.0217,0.1862,0.1786,0.0508,0.0846,0.1055,0.7014,0.1408,0.5489,0.0718,0.0727,0.6162,0.1031,0.3867,0.487,0.7457,0.0632,0.0005,0.3738,0.2065,0.173,0.0277,0.5573,0.5162,0.1462,0.6888,9.9607
Carpi,0.1208,0.0011,0.1659,0.6314,0.2789,0.0027,0.1493,0.0309,0.0677,0.2696,0.5813,0.1645,0.5714,0.4874,0.4118,0.1173,0.0807,0.6335,0.7115,0.041,0.0529,0.2971,0.5155,0.0472,0.0422,0.1459,0.3178,0.272,0.2093,0.448,0.1029,0.255,0.2127,0.3225,0.4592,0.3608,0.0388,0.1386,9.7571
Sampdoria,0.0264,0.1475,0.7646,0.0065,0.1987,0.0868,0.0686,0.2482,0.5187,0.4863,0.1528,0.0223,0.4188,0.0011,0.0306,0.4236,0.4951,0.012,0.2254,0.129,0.0112,0.1026,0.0605,0.188,0.7987,0.0285,0.602,0.232,0.0994,0.0188,0.3104,0.13,0.1429,0.0099,0.0077,0.2169,0.0568,0.0159,7.4952
Verona,0.276,0.0607,0.2998,0.3427,0.4173,0.0313,0.1269,0.371,0.0167,0.0433,0.2281,0.1968,0.0398,0.0249,0.4973,0.1822,0.1578,0.1737,0.2729,0.0462,0.4767,0.0776,0.2122,0.0434,0.0001,0.139,0.035,0.0206,0.5245,0.2112,0.3032,0.0055,0.2877,0.0521,0.1837,0.5514,0.137,0.3258,7.3921
Palermo,0.4279,0.0408,0.3169,0.2192,0.4644,0.5488,0.0864,0.1094,0.0137,0.3201,0.4138,0.2602,0.1079,0.1564,0.1634,0.1523,0.1625,0.1924,0.0102,0.0305,0.1139,0.1544,0.0315,0.0639,0.0156,0.0485,0.3199,0.3048,0.0554,0.5833,0.1287,0.004,0.1089,0.0398,0.2127,0.6259,0.0839,0.1745,7.2668
Frosinone,0.1161,0.0113,0.1047,0.2428,0.1219,0.237,0.0078,0.1953,0.0637,0.5133,0.0387,0.0707,0.0048,0.4285,0.1329,0.0061,0.0005,0.0531,0.0172,0.0162,0.3379,0.2816,0.3022,0.1682,0.0512,0.4571,0.2271,0.8651,0.0705,0.0692,0.0892,0.1987,0.0429,0.0326,0.3585,0.0029,0.241,0.0061,6.1846
