id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,total
224,Thomas Müller,Bayern Munich,1,0,3,1,0,1,2,0,3,3,3,2,2,5,1,3,5,6,2,0,4,6,0,3,3,2,4,3,2,3,-,2,3,5,83
4243,Christian Günter,Freiburg,5,0,2,1,3,1,3,5,3,3,3,4,3,0,2,0,2,1,4,2,3,3,1,0,0,1,2,3,3,5,1,2,3,6,80
64,Filip Kostic,Eintracht Frankfurt,3,1,1,-,0,0,5,3,3,1,1,2,2,5,6,5,2,4,2,2,3,0,4,2,1,1,5,2,2,1,3,4,1,1,78
223,Joshua Kimmich,Bayern Munich,2,3,1,6,4,2,5,1,4,0,1,2,7,1,1,5,0,-,3,1,1,2,2,2,1,3,5,0,1,3,2,5,1,0,77
3300,Christopher Nkunku,RasenBallsport Leipzig,0,1,-,0,1,2,0,1,3,4,1,3,5,2,4,2,5,2,5,5,2,-,9,3,4,3,2,2,1,0,0,0,1,0,73
153,Maximilian Arnold,Wolfsburg,0,3,4,2,1,2,3,4,0,1,1,4,2,1,5,5,2,3,2,1,3,2,-,3,4,3,0,2,1,1,3,1,1,0,70
6345,Jadon Sancho,Borussia Dortmund,2,2,3,1,0,4,1,-,1,-,0,3,0,5,3,2,1,7,5,1,6,2,2,0,2,0,1,2,5,3,2,3,0,0,69
7875,Christopher Trimmel,Union Berlin,1,2,2,5,0,1,1,3,1,3,3,1,3,4,5,3,2,-,0,1,1,7,-,2,1,1,1,2,2,5,2,1,0,1,67
5248,Marcel Sabitzer,RasenBallsport Leipzig,6,1,4,2,3,4,0,3,2,1,0,3,3,4,2,0,1,2,3,2,1,0,3,1,0,0,2,2,1,-,1,3,0,-,60
267,Philipp Max,Augsburg,-,3,2,3,2,1,2,0,3,1,1,3,4,2,0,3,-,3,5,2,0,1,2,2,0,2,0,1,-,3,0,4,3,1,59
5220,Kai Havertz,Bayer Leverkusen,4,1,0,2,2,2,3,3,-,5,1,-,-,3,2,0,4,1,4,1,0,4,2,4,1,1,2,0,1,-,1,1,2,1,58
213,Thorgan Hazard,Borussia Dortmund,3,3,-,0,3,2,1,5,0,1,0,2,1,3,0,5,2,2,0,0,1,1,2,3,2,2,1,4,2,1,2,2,1,0,57
38,Daniel Brosinski,Mainz 05,3,4,-,1,2,3,4,1,1,1,1,-,0,1,0,2,-,1,1,3,1,3,6,-,-,-,-,-,1,6,4,0,4,1,55
7867,Robert Skov,Hoffenheim,0,1,-,1,0,3,1,0,4,2,0,4,4,3,1,1,0,-,-,0,1,1,6,1,0,2,5,1,3,2,2,3,1,2,55
