id,name,team,1,2,3,4,total
8880,Matteo Tramoni,Cagliari,-,-,0.0263,-,0.0263
1406,Marco Sau,Benevento,0.0251,-,0.0,0.0,0.0251
9029,Simon Sohm,Parma Calcio 1913,-,-,-,0.025,0.025
1846,Luca Siligardi,Crotone,-,-,-,0.0224,0.0224
1203,Wesley Hoedt,Lazio,-,-,-,0.0203,0.0203
2264,Diego Godín,Cagliari,-,-,0.0189,0.0,0.0189
8842,Augustus Kargbo,Crotone,0.0181,-,-,-,0.0181
8910,Paolo Bartolomei,Spezia,0.0162,0.0,0.0,-,0.0162
8820,Jacopo Segre,Torino,-,0.0,-,-,0.0
8839,Eduardo Henrique,Crotone,0.0,0.0,-,-,0.0
7971,Jacopo Petriccione,Crotone,-,-,-,0.0,0.0
1387,Faouzi Ghoulam,Napoli,-,0.0,0.0,-,0.0
4970,Luca Pellegrini,Genoa,-,0.0,-,-,0.0
1892,Alex Meret,Napoli,-,0.0,-,-,0.0
3997,Antonio Mazzotta,Crotone,0.0,-,-,-,0.0
6982,Ivan Provedel,Spezia,-,-,-,0.0,0.0
4959,Filippo Melegoni,Genoa,0.0,0.0,-,-,0.0
6963,Justin Kluivert,Roma,0.0,-,0.0,-,0.0
7943,Igor Julio,Fiorentina,-,-,-,0.0,0.0
1470,Federico Ricci,Sassuolo,-,0.0,-,-,0.0
1348,Vittorio Parigini,Genoa,-,-,0.0,-,0.0
1200,Federico Marchetti,Genoa,-,0.0,-,-,0.0
8912,Tommaso Pobega,Spezia,0.0,0.0,0.0,-,0.0
1515,Cristian Ansaldi,Torino,0.0,-,0.0,-,0.0
1119,Alessio Romagnoli,AC Milan,-,-,-,0.0,0.0
7416,Merih Demiral,Juventus,0.0,-,0.0,-,0.0
8974,Jens Petter Hauge,AC Milan,-,-,0.0,-,0.0
8163,Daniel Maldini,AC Milan,-,-,0.0,-,0.0
6460,Vincenzo Millico,Torino,0.0,0.0,-,-,0.0
1464,Federico Peluso,Sassuolo,-,-,0.0,0.0,0.0
2252,Borja Mayoral,Roma,-,-,-,0.0,0.0
1448,Erick Pulgar,Fiorentina,-,-,-,0.0,0.0
1224,Vasco Regini,Sampdoria,-,-,0.0,-,0.0
9043,Steeve-Mike Eboa Ebongue,Genoa,-,-,0.0,-,0.0
2437,Gonzalo Escalante,Lazio,0.0,0.0,0.0,-,0.0
1391,Christian Maggio,Benevento,-,0.0,-,0.0,0.0
1320,Federico Barba,Benevento,-,0.0,-,-,0.0
8259,Djavan Anderson,Lazio,-,0.0,-,0.0,0.0
8309,Kristoffer Askildsen,Sampdoria,-,-,0.0,-,0.0
1117,Andrea Poli,Bologna,-,0.0,-,-,0.0
7951,Alessandro Tripaldelli,Cagliari,0.0,0.0,-,-,0.0
7405,Kiril Despodov,Cagliari,-,0.0,-,-,0.0
1458,Ibrahima Mbaye,Bologna,-,-,-,0.0,0.0
7929,Alan Empereur,Verona,0.0,-,-,0.0,0.0
6212,Mattia Bani,Genoa,-,-,0.0,-,0.0
4768,Wylan Cyprien,Parma Calcio 1913,-,-,-,0.0,0.0
3259,Adam Ounas,Cagliari,-,-,-,0.0,0.0
1397,Fabio Pisacane,Cagliari,0.0,-,-,-,0.0
6993,Mattia Sprocati,Parma Calcio 1913,-,0.0,-,-,0.0
8132,Andrea Adorante,Parma Calcio 1913,-,0.0,-,-,0.0
1382,José Callejón,Fiorentina,-,-,-,0.0,0.0
7919,Léo Duarte,AC Milan,0.0,-,-,-,0.0
