id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,total
1098,Miguel Veloso,Verona,90,90,-,-,-,-,-,20,43,90,90,62,90,90,90,24,-,-,779
6312,Rogerio,Sassuolo,64,-,-,-,16,90,90,90,90,84,7,90,49,-,-,90,-,17,777
1852,Ante Rebic,AC Milan,90,61,-,-,-,18,44,76,90,90,90,53,-,90,74,-,-,-,776
6986,Hamed Junior Traore,Sassuolo,-,14,1,63,1,69,47,15,13,15,-,63,89,90,84,30,90,88,772
7950,Mert Müldür,Sassuolo,13,37,55,63,28,81,43,15,30,-,3,-,26,75,90,90,78,42,769
6997,Ignacio Pussetto,Udinese,-,-,-,22,34,90,66,70,90,83,90,78,90,48,-,-,-,-,761
8034,Georgios Kyriakopoulos,Sassuolo,26,53,35,90,74,9,-,-,-,6,83,-,41,90,90,-,90,73,760
8944,Giulio Maggiore,Spezia,-,68,90,-,-,-,-,42,90,65,32,73,16,75,23,90,7,89,760
6691,Dejan Kulusevski,Juventus,82,87,70,27,10,79,87,25,58,6,-,90,16,14,27,48,30,-,756
628,Chris Smalling,Roma,-,-,-,-,-,90,90,-,-,-,21,90,90,15,90,90,90,90,756
6253,Gianluca Scamacca,Genoa,-,-,26,-,73,90,90,90,90,82,67,14,17,16,27,73,-,-,755
1384,Dries Mertens,Napoli,89,68,76,59,71,76,90,85,19,90,15,-,-,-,-,-,15,-,753
6177,Luiz Felipe,Lazio,-,-,-,-,-,90,90,-,-,89,-,59,85,90,42,47,90,71,753
504,Aaron Ramsey,Juventus,90,70,-,90,26,-,-,65,32,-,-,68,19,76,74,72,60,-,742
8942,Aaron Hickey,Bologna,-,81,70,90,90,90,-,90,90,63,-,-,-,-,-,13,60,-,737
7958,Sandro Tonali,AC Milan,12,66,61,1,-,33,-,-,84,90,12,77,49,90,32,-,57,72,736
5360,Weston McKennie,Juventus,90,60,-,-,64,11,20,-,18,90,90,76,74,67,26,18,30,-,734
1426,Josip Ilicic,Atalanta,-,-,-,64,90,44,-,86,64,-,-,41,47,63,60,87,88,-,734
1577,Marko Pjaca,Genoa,21,72,-,65,17,70,63,-,7,23,74,69,90,6,48,31,9,68,733
4917,Niccolò Zanellato,Crotone,59,49,-,-,-,78,-,-,-,-,89,7,-,90,90,90,90,87,729
7947,Ruslan Malinovskiy,Atalanta,25,90,25,26,26,89,59,-,-,75,73,85,5,27,30,26,66,-,727
2116,Felipe Caicedo,Lazio,19,90,-,59,-,16,34,27,23,31,66,10,67,-,83,59,73,68,725
1605,Diego Farias,Spezia,11,22,-,24,-,75,-,90,90,65,83,26,8,61,1,80,68,19,723
7943,Igor Julio,Fiorentina,-,-,-,18,-,-,90,59,-,-,-,15,90,90,90,90,90,90,722
