id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
8859,Mikkel Damsgaard,Sampdoria,0,-,2,2,0,1,0,1,1,0,0,2,2,0,0,0,0,1,1,0,0,1,0,14
7939,Morten Thorsby,Sampdoria,2,0,0,0,1,1,0,1,0,1,1,-,1,0,1,0,2,1,0,0,1,1,-,14
2019,Federico Bonazzoli,Torino,-,-,2,-,0,1,2,0,-,0,2,2,2,-,-,0,0,-,-,-,2,-,1,14
2044,Daniele Verde,Spezia,-,1,2,3,3,0,-,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,2,14
1178,Davide Zappacosta,Genoa,3,3,-,-,-,-,-,-,-,-,-,-,1,0,0,0,1,0,2,0,2,2,0,14
8916,Simone Bastoni,Spezia,-,-,-,1,1,2,1,0,1,1,0,-,1,-,-,-,-,-,1,1,2,2,-,14
1903,Kevin Lasagna,Verona,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,3,2,14
6159,Gianluca Mancini,Roma,1,0,0,0,1,0,0,0,0,-,-,2,0,1,1,1,2,2,-,1,2,0,0,14
6978,Giovanni Di Lorenzo,Napoli,1,1,1,0,1,0,3,0,0,0,2,0,2,1,0,0,-,1,0,1,0,0,-,14
1119,Alessio Romagnoli,AC Milan,-,-,-,1,2,0,-,0,3,1,1,2,0,0,1,1,0,0,-,1,0,1,0,14
1425,Nikola Kalinic,Verona,-,-,-,1,2,3,1,1,-,-,-,-,-,-,2,1,1,1,1,0,0,-,-,14
2244,Danilo,Juventus,2,1,0,2,0,0,0,0,0,-,1,1,1,0,0,2,0,1,1,0,1,1,-,14
4937,Miha Zajc,Genoa,2,1,-,0,0,0,0,1,0,-,-,-,-,0,0,0,2,2,1,1,0,1,2,13
8911,Matteo Ricci,Spezia,1,0,1,1,-,2,1,0,0,2,1,0,1,0,-,-,-,-,-,0,0,0,3,13
1997,Andrea Favilli,Verona,-,3,3,3,1,-,-,-,1,2,0,-,-,-,-,-,-,-,-,-,-,-,-,13
1272,Ilija Nestorovski,Udinese,1,2,0,-,-,-,-,-,-,1,2,0,1,0,3,0,1,-,-,-,0,0,2,13
411,Albin Ekdal,Sampdoria,2,0,0,2,0,0,0,1,1,2,0,1,0,2,0,-,0,1,0,0,0,0,1,13
329,Franck Ribéry,Fiorentina,1,0,-,0,-,0,1,0,1,2,0,4,0,0,0,0,-,1,0,3,-,-,-,13
1710,Marten de Roon,Atalanta,2,0,2,1,0,-,-,0,0,2,0,1,0,1,1,0,1,0,2,0,0,0,0,13
1723,Roberto Pereyra,Udinese,-,-,2,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,-,1,13
1537,Sasa Lukic,Torino,0,0,0,3,1,1,0,-,-,0,0,0,0,0,0,3,0,0,0,3,0,2,0,13
3291,Adrien Rabiot,Juventus,0,0,0,1,1,3,1,1,0,0,1,-,-,-,0,1,1,1,0,0,2,-,-,13
6180,Manuel Lazzari,Lazio,1,0,0,-,0,-,1,0,0,0,1,0,0,0,1,2,0,0,3,1,1,2,-,13
8297,Alexis Saelemaekers,AC Milan,0,0,1,0,2,1,1,1,1,1,-,1,3,1,-,-,-,0,-,0,0,0,0,13
1496,Roberto Gagliardini,Inter,-,2,1,-,-,2,0,2,1,2,-,1,0,0,0,1,0,0,-,0,1,0,0,13
1115,Goran Pandev,Genoa,1,0,1,1,3,0,0,1,1,-,0,-,0,0,-,-,-,0,1,2,2,0,0,13
1168,Bryan Cristante,Roma,0,-,0,1,0,0,1,1,1,1,0,-,0,1,0,2,2,1,0,0,1,1,-,13
7013,Matteo Pessina,Atalanta,-,-,-,-,-,0,0,0,-,1,2,0,1,1,0,1,-,1,0,-,0,0,5,12
1604,Artur Ionita,Benevento,0,1,0,1,0,1,0,3,0,0,0,0,0,1,1,0,0,2,0,0,1,-,1,12
1569,Valerio Verre,Sampdoria,1,0,1,1,0,0,1,-,1,-,0,1,2,0,0,-,0,2,2,-,0,-,-,12
2303,Samu Castillejo,AC Milan,0,0,-,1,0,-,-,2,-,1,2,1,0,0,0,1,1,0,0,-,2,0,1,12
6517,Charalampos Lykogiannis,Cagliari,1,1,0,0,2,0,1,-,-,0,0,0,4,0,0,-,1,0,0,1,0,0,1,12
1424,Federico Bernardeschi,Juventus,-,-,0,1,-,0,4,0,0,0,-,0,0,0,0,0,1,4,0,0,1,1,-,12
1287,Leonardo Bonucci,Juventus,2,0,0,0,0,0,-,-,4,1,0,2,0,1,0,2,0,0,0,0,-,-,-,12
1106,Darko Lazovic,Verona,-,-,1,1,0,3,0,-,-,1,0,0,1,0,1,-,-,1,2,1,0,0,0,12
4348,Tolgay Arslan,Udinese,0,-,0,0,1,1,0,0,1,-,3,-,1,-,1,0,1,0,0,0,2,0,1,12
7950,Mert Müldür,Sassuolo,1,0,0,0,0,0,1,0,0,-,0,-,0,0,0,1,1,1,0,5,1,0,1,12
6312,Rogerio,Sassuolo,4,-,-,-,0,1,0,0,2,0,0,1,0,-,-,1,-,0,0,0,1,0,2,12
1433,Federico Chiesa,Fiorentina,2,1,7,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,11
7413,Ibañez,Roma,0,0,0,1,1,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,-,11
1488,Remo Freuler,Atalanta,0,0,1,-,-,1,0,-,1,2,1,1,0,0,1,1,1,0,0,0,-,0,1,11
1099,Tomás Rincón,Torino,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,1,-,2,0,0,0,1,11
3340,Bryan Dabo,Benevento,2,0,0,1,0,2,0,-,-,0,2,0,-,0,-,1,1,1,0,-,-,1,-,11
1468,Gregoire Defrel,Sassuolo,1,2,0,-,-,0,0,-,-,-,-,1,0,-,1,1,1,2,0,0,1,0,1,11
1430,Milan Badelj,Genoa,0,1,0,0,1,0,0,2,2,-,-,-,-,0,2,0,0,1,0,0,0,-,2,11
4699,Simon Kjaer,AC Milan,0,2,2,1,1,0,2,2,0,-,-,-,-,-,0,0,0,0,0,-,-,0,1,11
777,Emmanuel Rivière,Crotone,3,-,-,-,0,-,-,1,-,-,0,0,0,1,2,2,1,0,-,0,1,0,0,11
631,Ashley Young,Inter,0,1,0,-,-,0,1,1,0,-,1,0,1,2,1,2,0,0,1,-,-,-,0,11
1792,Mário Rui,Napoli,-,-,-,0,1,-,1,0,1,0,0,1,0,2,1,0,0,-,0,4,0,0,-,11
6108,Rodrigo Bentancur,Juventus,0,0,1,-,0,1,0,1,1,1,0,2,1,1,0,0,1,1,0,-,0,0,-,11
5226,Walace,Udinese,-,-,-,-,1,-,-,-,0,0,-,0,0,2,0,1,0,0,0,2,2,1,2,11
1089,Juan Cuadrado,Juventus,0,0,1,3,0,0,1,0,1,1,0,0,0,-,-,-,-,4,0,0,0,-,-,11
8912,Tommaso Pobega,Spezia,0,0,0,-,0,2,2,1,-,-,1,0,-,-,1,1,1,1,-,1,-,-,-,11
7934,Andreas Skov Olsen,Bologna,1,1,4,-,-,-,-,-,-,-,-,-,-,-,0,-,1,1,0,1,1,1,0,11
1972,Gaetano Letizia,Benevento,1,1,1,0,1,0,0,0,1,0,0,2,2,1,1,-,-,-,-,-,-,-,-,11
8252,Nicolás Domínguez,Bologna,1,-,-,0,-,0,0,0,2,2,1,1,0,0,1,-,1,1,0,1,0,0,0,11
9002,Vedat Muriqi,Lazio,-,-,-,0,1,0,3,-,-,-,-,-,0,2,0,0,-,0,1,1,0,2,1,11
1406,Marco Sau,Benevento,0,-,0,0,1,-,1,0,1,0,0,-,1,0,0,2,1,1,-,-,1,1,-,10
7927,Sofyan Amrabat,Fiorentina,-,0,0,0,0,0,1,0,0,1,0,0,3,2,0,1,0,1,0,0,1,-,0,10
7931,Takehiro Tomiyasu,Bologna,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,10
9019,Lucas Martínez Quarta,Fiorentina,-,-,-,-,0,1,-,-,-,-,-,-,-,-,-,3,0,0,1,0,3,2,0,10
1927,Berat Gjimshiti,Atalanta,-,0,0,0,1,0,0,-,0,0,0,0,1,1,1,-,2,-,1,0,0,1,2,10
1395,Vlad Chiriches,Sassuolo,1,1,0,0,3,1,-,1,0,-,-,0,-,0,2,-,0,1,-,-,-,-,-,10
8828,Ivan Ilic,Verona,0,-,0,1,0,1,0,1,0,-,-,-,0,2,-,0,0,1,2,0,1,0,1,10
7912,Eljif Elmas,Napoli,0,2,-,-,0,0,1,1,0,-,0,1,0,0,1,0,0,0,2,2,0,0,-,10
1142,Samir,Udinese,1,0,0,3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,-,1,0,-,10
7218,Cristian Romero,Atalanta,-,0,1,0,-,0,0,0,-,2,1,0,1,0,-,2,-,1,1,-,0,0,1,10
6362,Rick Karsdorp,Roma,0,-,-,-,1,1,1,1,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,10
3951,Kevin Bonifazi,Udinese,-,-,-,-,0,0,-,-,-,0,2,2,0,0,0,1,0,1,0,0,2,0,1,9
2143,Germán Pezzella,Fiorentina,-,-,-,1,0,-,-,2,1,1,0,1,0,0,0,0,2,0,0,0,1,0,0,9
6981,Ismael Bennacer,AC Milan,2,0,0,0,0,1,1,2,-,-,2,-,-,-,-,-,-,-,-,0,-,1,-,9
3821,Rolando Mandragora,Udinese,-,-,-,-,-,-,-,1,-,0,-,1,-,0,2,3,2,0,0,0,-,-,-,9
1465,Stefano Sensi,Inter,2,1,1,-,-,-,-,-,0,-,3,1,0,-,0,-,-,-,1,0,-,-,-,9
8035,Samuel Di Carmine,Verona,3,0,-,-,-,0,-,2,1,1,-,0,-,-,-,0,0,1,1,-,-,-,-,9
6303,Marvin Zeegelaar,Udinese,2,0,-,-,-,-,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,2,9
922,Andreas Pereira,Lazio,-,-,-,-,0,2,0,0,0,1,1,1,1,0,0,-,1,-,-,1,-,1,-,9
1165,Gastón Brugman,Parma Calcio 1913,0,2,1,0,1,0,-,-,-,0,0,-,0,-,-,-,1,2,1,0,1,-,0,9
7923,Pawel Dawidowicz,Verona,-,1,-,-,-,0,0,1,0,3,0,0,0,1,2,0,0,1,0,0,0,-,-,9
1193,Lorenzo De Silvestri,Bologna,1,0,1,1,2,2,0,0,1,1,0,0,0,-,0,-,-,0,0,-,-,-,0,9
646,Christian Eriksen,Inter,0,0,-,0,0,0,-,-,0,0,0,-,-,-,-,4,-,-,-,2,-,1,2,9
