id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,total
3063,Artem Dzyuba,Zenit St. Petersburg,0.6726,0.3817,0.3024,0.4165,1.6352,0.0855,0.7327,2.17,0.3405,0.9523,0.182,0.0563,0.3884,0.0496,0.8558,0.8774,-,0.5296,0.6582,0.4542,0.8837,0.4588,1.4743,1.2489,1.7388,1.8045,-,0.2765,-,1.5717,21.1981
5478,Viktor Claesson,FC Krasnodar,0.0234,0.5055,0.3861,0.3566,0.8792,0.6368,1.171,0.2667,0.4931,0.5579,0.1995,1.4845,0.104,0.6766,-,1.3694,0.3511,0.4401,0.1818,0.3305,1.7617,0.66,1.3711,1.1575,0.0389,0.0949,0.9135,2.3063,1.6846,0.6165,21.0188
5454,Fedor Chalov,CSKA Moscow,0.1984,0.0839,0.1653,0.3706,0.3877,2.358,0.9898,0.3791,0.7222,0.2219,1.2363,0.3482,1.1503,1.4291,0.4892,0.1157,1.2908,0.1152,1.1612,0.5167,1.0248,0.7537,0.3049,0.3604,0.7493,0.2459,0.2449,0.1035,0.1811,3.0342,20.7323
2929,Yuri Gazinskiy,FC Krasnodar,0.1444,0.5383,0.3741,0.0238,-,0.8508,1.2992,0.2345,0.5252,0.1887,0.1277,0.8739,0.977,0.7073,0.2186,0.937,0.7631,0.4685,0.9295,0.2682,1.0758,0.1118,1.3475,1.0794,0.0458,-,0.5636,2.8198,0.1816,0.1282,17.8033
2450,Wanderson,FC Krasnodar,0.0322,0.0,0.1833,0.1983,0.137,0.7528,0.7129,0.1548,0.541,0.4475,0.2147,1.2154,1.1103,0.3935,1.2685,0.0798,0.357,0.3995,0.4707,0.0,1.3708,0.1067,1.4299,0.8542,0.0738,0.5322,0.645,1.8124,0.3346,0.8475,16.6763
6276,Nikola Vlasic,CSKA Moscow,-,-,-,0.4022,0.126,0.7431,0.9641,0.2569,0.707,0.1074,1.2029,0.2463,1.2454,0.5633,0.5152,0.3842,1.462,0.2925,1.3666,0.4311,0.2437,1.6308,0.0831,0.3744,1.1345,0.4406,-,0.3371,0.0879,-,15.3483
2896,Mario Fernandes,CSKA Moscow,0.354,0.0521,0.0,0.5678,0.1919,1.0828,0.2874,0.3941,0.2412,0.1882,1.1048,0.2456,0.2011,-,0.0,0.3842,1.2744,0.084,1.7001,0.3524,0.2982,0.8203,0.0591,-,1.0389,0.2794,0.0889,0.322,0.0554,1.825,13.4933
2922,Mauricio Pereyra,FC Krasnodar,0.1081,0.5292,0.0334,0.1372,-,-,0.4971,-,0.0,0.4623,0.063,0.1334,0.1549,0.6163,0.8368,1.1476,1.116,0.4932,0.8679,0.0262,1.1911,0.184,0.7994,1.0541,-,0.1758,0.4788,1.3075,0.7138,0.2915,13.4186
2930,Ari,FC Krasnodar,-,-,0.1664,0.3796,-,-,-,0.2,0.6464,-,0.1574,1.3252,1.818,0.9158,1.3494,0.0962,-,0.0332,0.5844,-,-,-,-,-,-,-,0.3869,2.7667,0.9295,0.9388,12.6939
5924,Sebastián Driussi,Zenit St. Petersburg,0.0,0.0,-,0.4652,0.1816,0.0238,0.2153,1.2917,0.447,1.5526,0.1334,-,0.0,0.1409,0.9745,0.1653,0.1955,0.3583,0.0,0.0685,0.1747,0.4885,1.5308,0.2792,0.032,0.8083,0.3327,1.0563,-,1.6133,12.5294
2711,Aleksey Miranchuk,Lokomotiv Moscow,0.0549,0.0344,0.3265,0.0128,0.1133,0.0535,0.5902,0.3306,0.5321,0.3939,0.4824,0.4779,0.465,0.082,1.0672,0.1841,0.0841,0.4834,0.636,0.8904,0.1808,0.1069,1.0301,0.6621,1.2394,0.6376,0.0252,0.262,0.2925,0.2748,12.0061
2774,Sardar Azmoun,Zenit St. Petersburg,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7711,0.8123,0.4215,1.5084,0.4879,1.1197,0.6814,1.56,1.7068,0.9192,0.0818,-,0.7251,10.9952
2978,Ilzat Akhmetov,CSKA Moscow,0.1086,0.0706,0.0707,0.0,0.1217,0.841,0.4576,0.1947,0.9104,0.136,0.9986,0.1636,1.0138,0.855,-,-,-,0.29,0.2573,0.1458,0.0971,0.6583,-,0.2579,0.5254,0.3453,0.1107,0.1383,0.0554,2.1675,10.9913
2920,Sergei Petrov,FC Krasnodar,-,-,-,-,-,-,0.7445,0.188,0.4301,0.0847,-,0.8272,0.2664,0.3058,0.671,0.3888,0.766,0.3363,0.4998,0.0262,1.6711,0.1118,-,0.8484,0.0951,0.1154,0.5203,1.0465,0.6333,0.3716,10.9483
7136,Arnór Sigurdsson,CSKA Moscow,-,-,-,-,-,-,-,0.0119,0.0,0.1109,0.7899,0.205,0.1385,1.2859,-,0.3842,1.0825,0.1399,0.1164,0.248,0.6981,1.4636,0.1773,0.1975,0.7057,0.1959,-,0.0489,0.1576,2.7784,10.9361
5442,Ivan Oblyakov,CSKA Moscow,-,-,-,-,-,0.4529,0.3233,0.2724,0.7942,0.1343,0.1448,0.1769,0.6303,-,0.4179,0.1781,-,0.2395,0.9844,0.5152,0.7651,0.6943,0.0765,0.4013,0.3662,0.3219,0.222,0.264,0.0554,2.2591,10.69
3813,Luka Djordjevic,Arsenal Tula,-,-,0.5649,0.0385,0.0577,0.0412,1.169,-,0.8119,0.734,0.6469,0.0901,0.6657,0.7648,0.1615,-,0.1029,0.9297,-,0.1897,0.8753,0.0,0.5555,0.6086,0.459,0.5826,0.2791,0.0,-,-,10.3286
6025,Ivan Ignatyev,FC Krasnodar,0.1781,-,0.0956,0.1965,0.9529,0.8161,0.9258,-,-,-,0.0,0.3587,0.0,-,1.144,0.2814,0.5123,-,-,-,1.2633,0.1443,0.3362,1.1432,0.0,0.7755,0.1381,0.8109,-,-,10.0729
2925,Fedor Smolov,Lokomotiv Moscow,-,-,0.2438,0.0367,0.3268,0.6281,0.1367,0.2985,-,-,-,-,-,0.0571,1.0898,1.3866,0.0,0.1042,2.2524,0.1454,0.2362,0.0854,0.5757,0.5622,-,0.5666,0.0118,0.6861,0.2945,0.3262,10.0508
2907,Sly,FC Ufa,0.3209,0.9581,0.277,0.0,0.0838,0.0373,-,0.094,0.3752,0.2134,0.7769,0.1982,1.1129,0.1548,0.0518,0.1195,0.3071,0.6713,0.5287,-,0.1777,0.9426,-,0.7656,0.0084,1.3608,0.0723,0.2441,0.1642,0.0,10.0166
2928,Joãozinho,Dinamo Moscow,0.0757,0.4729,0.5684,0.7908,0.0796,0.1557,0.9316,0.3696,0.1853,0.3178,0.5731,0.2197,0.118,0.0857,0.1865,0.0164,1.5141,0.2741,0.1611,0.3297,0.11,0.167,0.1435,0.2044,0.0251,0.1193,0.4742,0.0764,0.2047,0.8632,9.8136
2818,Zé Luís,Spartak Moscow,0.2704,0.3973,0.1284,0.0,0.3692,0.0393,0.3487,-,0.0,0.0974,1.1861,-,-,0.0,1.1544,0.7579,0.8284,0.4973,0.7379,-,0.6411,0.56,0.1988,-,0.0539,0.1446,0.3455,0.3559,0.4002,0.121,9.6337
6138,Andrei Panyukov,Ural,-,-,-,-,0.3161,0.2884,-,-,0.845,0.0,0.6889,0.4258,1.2662,0.2014,-,0.6423,0.2904,-,0.2452,0.0,-,1.3992,1.1723,0.1145,0.3939,0.5156,0.0,0.2136,0.5689,0.0,9.5877
3035,Evgeni Lutsenko,Dinamo Moscow,0.2085,0.09,0.4981,0.382,0.1717,0.4864,0.6614,0.6386,0.0482,0.1982,0.0172,0.0,0.0585,0.0123,0.2725,0.1805,0.9789,0.3055,0.1189,0.224,0.4809,0.7521,0.0974,0.0,0.0068,0.255,0.8963,0.7204,0.7394,0.0574,9.5571
2790,Aleksandr Martynovich,FC Krasnodar,0.131,0.0228,0.0814,0.0918,0.7151,0.6095,0.5214,0.1269,0.1422,0.083,0.2618,0.1411,0.0469,0.2099,0.1671,0.7848,0.6057,0.3845,-,0.2682,1.2175,0.0774,0.409,0.1921,0.0,-,0.266,1.3275,0.1108,0.331,9.3264
3924,Hördur Bjorgvin Magnusson,CSKA Moscow,0.0891,0.0521,0.0,0.3016,0.3005,0.1222,0.0,-,-,-,0.9461,0.2843,1.0727,0.4283,0.3785,0.0,0.7872,0.084,0.9195,0.202,-,-,0.0,0.0123,0.9599,-,0.0775,-,0.0875,2.1321,9.2374
5496,Nikolay Dimitrov,Ural,0.6737,0.9122,0.7618,0.4748,0.4652,0.0465,0.0,0.0462,0.662,0.1701,0.7216,0.1648,0.574,0.8386,0.1725,0.3303,0.032,0.0331,0.4247,0.2173,0.023,0.1611,0.3165,0.3881,0.3517,0.0,0.1995,-,-,-,9.1613
3204,Uros Spajic,FC Krasnodar,0.121,0.5283,0.1062,0.1662,0.7093,0.4971,-,0.0962,0.1422,0.0483,0.2089,0.647,0.3805,0.1517,0.1671,0.4637,0.7611,-,0.1335,0.2682,1.2389,0.0774,0.216,0.5046,0.0166,0.0724,0.3191,0.7542,0.0524,0.2838,9.1319
6774,Aleksey Sutormin,FC Orenburg,0.083,0.2391,0.1463,0.0959,0.9004,0.1618,0.0957,0.0686,0.4166,0.336,-,0.0638,0.0439,0.1835,0.1454,1.1281,0.2974,0.1639,0.3212,0.53,0.1609,0.5876,0.3434,0.0925,0.0385,0.5995,0.066,1.0997,0.1308,0.5729,9.1124
5477,Cristian Ramírez,FC Krasnodar,0.4977,0.5383,0.2314,-,0.7688,0.4971,-,0.0527,0.5582,0.0226,0.3318,0.1051,0.0175,-,0.3721,1.0495,0.0488,0.3613,-,0.242,-,-,0.0,0.9603,0.0458,0.1923,0.8234,1.2331,0.1047,-,9.0545
5483,Eric Bicfalvi,Ural,0.5442,0.3861,0.5464,0.5884,0.4143,0.2443,0.0,0.0217,0.4274,0.097,1.1869,0.1208,-,1.0176,0.073,0.1431,0.0417,0.097,0.2236,-,0.1814,0.0892,-,0.4937,0.775,0.227,0.2936,0.2203,0.6,-,9.0537
1127,Luiz Adriano,Spartak Moscow,-,0.3715,0.0,0.0473,0.0613,-,0.0,0.556,0.3155,0.0,0.5186,-,0.8028,0.2277,1.6038,0.7552,0.0588,0.0144,0.0506,0.1082,0.8863,0.4307,0.3067,0.9617,-,-,-,0.1614,0.3918,-,8.6303
6587,Othman El Kabir,Ural,0.5011,0.6566,-,0.3282,0.1052,0.5284,0.0128,0.0,0.8378,0.1755,0.5724,0.4117,0.5126,0.372,0.1868,0.0926,0.0422,0.0818,0.2257,0.1071,0.2141,0.8115,0.5712,0.2121,0.2093,0.126,0.3596,0.2284,0.089,-,8.5717
4605,Anton Miranchuk,Lokomotiv Moscow,0.0,0.0,0.2224,-,0.0353,0.0,0.3936,0.1595,0.0759,0.0,0.2222,-,0.5695,0.1225,1.2945,0.5345,0.0341,0.4892,0.801,0.1747,0.1443,0.0145,-,0.6687,0.4448,0.8601,0.0357,0.945,0.2913,-,8.5333
7121,Djorde Despotovic,FC Orenburg,-,-,-,-,-,0.0,0.1002,0.1266,0.5747,0.0901,0.0936,-,-,0.5657,0.1997,1.2989,0.0458,0.1357,0.8211,0.1224,0.1106,0.5374,0.5535,0.1656,0.5274,0.3326,0.0811,1.1355,0.1328,0.7597,8.5107
2414,Grzegorz Krychowiak,Lokomotiv Moscow,-,0.0672,0.037,0.0367,0.4589,0.6511,0.6428,-,0.1421,0.1004,0.104,0.4182,0.5596,0.028,0.5077,0.7245,0.1558,-,0.5339,0.0855,0.0789,0.0969,0.5235,0.6098,0.7696,0.1504,0.0446,0.5704,0.2673,0.0863,8.4511
2921,Charles Kaboré,FC Krasnodar,0.1797,0.0328,0.2969,0.3152,0.7618,0.7311,0.5584,0.2187,0.5091,0.0337,-,0.2354,0.3805,0.2946,0.8095,-,-,0.2303,0.3809,0.0,-,0.5877,0.0728,-,0.0308,0.1141,-,0.8378,0.3983,0.2103,8.2204
2819,Lorenzo Melgarejo,Spartak Moscow,-,-,-,0.0973,0.0665,0.0585,-,0.5451,0.0123,-,-,0.0,0.2563,0.2072,0.3363,0.8072,0.2219,0.177,0.6141,1.521,0.8567,0.3546,0.3407,0.665,0.0234,-,0.3858,0.2305,0.2147,0.1401,8.1322
2887,Kirill Panchenko,Dinamo Moscow,0.2158,0.1354,0.1209,0.5929,0.0618,0.57,0.0697,0.6149,-,0.4854,0.6229,0.0808,0.0444,-,0.1523,-,-,0.0823,-,-,0.0,1.7864,-,0.1124,0.0542,0.0144,0.9448,0.2108,0.6757,0.3732,8.0214
2583,Miguel Cardoso,Dinamo Moscow,-,-,-,-,-,0.0546,0.284,0.7055,0.1161,0.1778,0.0798,-,-,-,0.1504,0.0,-,-,0.0,-,-,1.2642,-,0.1747,-,0.3671,0.7576,0.9051,1.098,1.6563,7.7912
5940,Sergey Terekhov,FC Orenburg,0.0,0.0368,0.0869,0.1732,0.4316,0.0458,0.028,0.1043,0.4896,0.493,0.1551,1.0964,0.0339,0.1059,0.2095,0.0,0.2755,0.181,0.1823,0.8169,0.1749,0.3925,0.3834,-,-,0.7311,0.0315,0.1399,0.5281,0.32,7.6471
2880,Sergey Tkachev,Arsenal Tula,0.2082,0.1012,0.6204,0.1147,0.0692,0.0,0.2545,-,0.5961,0.2358,0.2245,0.0,0.3486,0.5244,0.028,0.9286,0.0,-,0.0704,0.1655,1.1013,-,0.1514,0.0,0.5273,-,0.2006,0.7223,0.2397,0.072,7.5047
3055,Igor Smolnikov,Zenit St. Petersburg,0.1938,0.1706,0.4113,0.1468,0.891,0.1431,0.1533,0.4819,0.1416,0.155,0.0441,-,-,-,-,0.0,-,0.1859,0.1682,0.0685,-,0.0176,1.0232,0.3338,0.6004,1.5026,0.0,-,0.0202,0.6457,7.4986
6613,Sofiane Hanni,Spartak Moscow,-,-,0.2557,-,-,-,0.1319,0.6148,0.342,0.1158,0.0785,0.0,0.5889,0.1411,0.7885,0.6859,0.8266,0.3638,0.7153,0.9087,-,0.3063,0.0165,-,-,0.5926,-,-,-,-,7.4729
5488,Denis Popovic,FC Orenburg,0.083,0.1938,-,0.1528,1.8907,0.0994,0.1461,0.0431,0.1967,0.0,0.1508,0.1639,-,-,0.2053,-,0.2976,0.1683,0.7579,-,0.1609,0.2008,0.3096,0.2299,0.424,-,0.0183,1.1161,0.0257,0.2473,7.282
3151,Igor Gorbatenko,Arsenal Tula,0.3131,0.0233,0.2066,0.0257,0.0964,0.1004,0.8198,1.2301,-,0.6525,0.0798,0.0664,0.1058,0.055,0.0169,0.0,0.0,0.129,0.1393,0.1534,0.681,-,0.7116,0.7382,0.1155,0.1294,0.1807,0.2225,0.2048,0.0448,7.242
2789,Denys Kulakov,Ural,0.4646,0.3721,0.4278,0.1795,0.3829,0.0472,-,-,0.3186,0.1625,0.7182,0.1059,0.9519,0.0704,0.0276,0.0187,0.0409,0.0933,0.3566,0.0074,0.2079,0.0837,0.3165,0.2682,0.1495,0.0922,0.1398,0.2065,0.728,0.2046,7.143
3131,Zelimkhan Bakaev,Arsenal Tula,-,0.052,0.1962,0.0961,0.0395,0.0503,1.0164,1.2634,0.114,0.0446,-,0.1367,0.4849,0.5439,0.0982,0.6223,0.1706,0.2174,0.1043,-,0.3197,0.104,0.0811,0.2409,-,0.0695,0.2197,0.7267,-,0.0873,7.0997
4299,Jefferson Farfán,Lokomotiv Moscow,0.4604,0.0569,0.0,0.0367,0.2062,0.3961,0.0148,-,-,-,-,-,0.1045,0.0574,0.1549,0.8075,0.0665,0.2425,1.1928,0.4181,-,-,0.9569,0.7358,0.8336,0.3276,0.0135,-,-,-,7.0827
2866,Milad Mohammadi,FK Akhmat,0.0,1.0935,0.2004,-,0.2104,0.0,0.6862,0.1414,0.0256,0.2971,0.4311,0.0069,0.1311,0.7799,0.0239,0.0247,0.1443,0.1186,0.5212,0.0936,-,0.2969,0.057,0.5318,0.1952,0.2322,0.0889,0.5589,0.0,0.1569,7.0477
2772,Aleksandr Erokhin,Zenit St. Petersburg,-,-,1.0591,0.286,0.5421,0.4592,0.6226,1.4369,0.0144,0.0934,-,0.0563,0.0,0.3706,0.1312,0.7215,0.0834,-,-,-,-,-,-,-,-,-,-,-,0.0,1.1499,7.0266
2894,Vladislav Ignatjev,Lokomotiv Moscow,0.0,0.0,0.1716,0.0144,-,0.0309,0.3714,0.0303,0.476,0.1512,0.4729,0.8511,0.3281,0.1225,0.1353,0.4701,0.2026,0.4098,0.4338,0.0848,0.1012,0.1398,1.2705,0.0,-,0.2788,0.0357,0.183,-,-,6.7658
2775,Dmitriy Poloz,Rubin Kazan,0.2718,0.2907,-,0.1738,0.5339,0.0,0.4305,0.0,0.6812,0.2128,0.0891,0.5939,0.0,0.0,0.0851,0.0,-,0.4204,0.0511,0.3753,-,0.1088,0.1119,1.2122,0.0,0.641,0.1508,0.1329,0.0468,0.1448,6.7588
3058,Yuri Zhirkov,Zenit St. Petersburg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2829,0.1849,0.3609,0.6681,0.0941,1.0261,0.3533,0.7856,1.0389,0.0318,0.8282,-,1.0189,6.6737
