team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,total
Torino,0.5563,0.4163,0.2517,0.3214,0.0292,0.0299,0.0033,0.6693,0.3863,0.1315,0.4743,0.1358,0.1641,0.2733,0.3139,0.2104,0.0528,0.1403,0.9356,0.1945,0.1822,0.7788,0.7344,0.545,0.0938,0.316,0.1923,0.027,0.1448,0.0779,0.3664,0.521,0.5885,0.0482,0.0202,0.0933,0.4508,0.2898,11.1606
Udinese,0.647,0.1258,0.5807,0.0201,0.1761,0.0152,0.5795,0.0219,0.16,0.5485,0.1181,0.2703,0.0272,0.6787,0.1675,0.0657,0.8657,0.261,1.0,0.1997,0.215,0.1742,0.4295,0.2751,0.1917,0.4529,0.0524,0.3224,0.0413,0.0225,0.2304,0.1798,0.1395,0.5908,0.0848,0.1532,0.3932,0.6643,11.1417
Bologna,0.7252,0.4367,0.1258,0.5508,0.1744,0.6876,0.15,0.672,0.092,0.0203,0.3962,0.0306,0.0892,0.4685,0.2077,0.4032,0.4286,0.225,0.2612,0.0933,0.4113,0.1254,0.3774,0.023,0.0023,0.4364,0.5709,0.3335,0.3386,0.0377,0.5558,0.5342,0.2329,0.2245,0.1857,0.0719,0.0461,0.1881,10.934
Chievo,0.4741,0.181,0.2458,0.0853,0.5548,0.2933,0.2113,0.126,0.1253,0.1913,0.0294,0.4816,0.0143,0.3943,0.011,0.0396,0.028,0.1933,0.3239,1.0,0.2816,0.2772,0.0231,0.5412,0.5028,0.2887,0.8339,0.0075,0.0443,0.4743,0.0058,0.4537,0.7166,0.1009,0.1426,0.2515,0.0764,0.4962,10.5219
Sampdoria,0.2929,0.0428,0.1997,0.3207,0.756,0.0026,0.0189,0.5185,0.0135,0.0861,0.3272,0.0699,0.2079,0.0523,0.2418,0.0874,0.0157,0.5331,0.1477,0.0685,0.0613,0.0153,0.1886,0.6779,0.0642,0.1846,0.0067,0.0029,0.7512,0.2484,0.7722,0.0482,0.7189,0.0059,0.1686,0.4703,0.3419,0.054,8.7843
Cagliari,0.2507,0.1503,0.7229,0.5666,0.014,0.2104,0.0199,0.0973,0.0495,0.1305,0.0365,0.4229,0.4934,0.1943,0.2484,0.1435,0.0079,0.1124,0.1097,0.1509,0.0628,0.1167,0.4531,0.2697,0.5792,0.0134,0.4072,0.1198,0.0073,0.271,0.187,0.1956,0.0538,0.5408,0.008,0.3596,0.6215,0.1431,8.5416
Crotone,0.0591,0.7912,0.2483,0.3957,0.0186,0.0572,0.0021,0.0709,0.0241,0.0374,0.4536,0.3667,0.0958,0.061,0.0482,0.0396,0.3251,0.0066,0.238,0.1106,0.2969,0.7703,0.5659,0.0572,0.2059,0.1831,0.3947,0.0225,0.1509,0.0086,0.4936,0.1122,0.5069,0.4849,0.1334,0.3903,0.0284,0.1151,8.3706
SPAL 2013,0.4596,0.1664,0.0552,0.2956,0.0305,0.1021,0.5735,0.0286,0.0208,0.2565,0.1539,0.4026,0.2399,0.1217,0.002,0.0357,0.2806,0.1827,0.0264,0.0562,0.6617,0.5377,0.0848,0.0015,0.0917,0.221,0.0189,0.0296,0.3595,0.0125,0.1172,0.0269,0.4961,0.1937,0.298,0.7027,0.0883,0.4187,7.851
Verona,0.0325,0.4554,0.017,0.0107,0.1647,0.0448,0.1319,0.764,0.0181,0.0851,0.2735,0.0377,0.237,0.2726,0.2745,0.0544,0.1598,0.0088,0.1973,0.049,0.4005,0.2507,0.1277,0.0034,0.0848,0.2775,0.3682,0.0051,0.0213,0.028,0.5752,0.3178,0.0914,0.1779,0.212,0.2803,0.0523,0.023,6.5859
Benevento,0.0061,0.0682,0.3303,0.0003,0.0288,0.1741,0.1114,0.227,0.0252,0.0606,0.0023,0.0248,0.0223,0.1655,0.0885,0.6239,0.0134,0.0095,0.3318,0.2356,0.025,0.0593,0.059,0.0291,0.0089,0.3691,0.1322,0.0703,0.0079,0.6787,0.0203,0.2106,0.0034,0.3177,0.0182,0.0529,0.2939,0.4012,5.3073
