id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,total
223,Joshua Kimmich,Bayern Munich,0.6269,0.2274,0.0424,0.3575,0.1292,0.5198,0.0198,0.0,0.4105,0.0663,0.8259,0.166,0.4834,0.5596,1.1132,0.1539,0.433,0.0954,0.9623,0.4692,0.0,0.4838,0.034,0.406,0.0,0.3922,0.0,0.0802,0.9058,0.2641,0.1349,2.8585,0.0,0.4692,13.6904
224,Thomas Müller,Bayern Munich,0.8145,0.2989,0.1036,0.0,0.0889,0.5831,0.0624,-,0.0,0.0,0.0,0.0568,0.6226,0.2351,0.0756,0.0,0.0209,0.8683,0.232,0.6602,-,0.1711,0.0,1.1406,0.3668,0.4833,0.0,0.4902,0.8891,0.0283,0.0954,0.0333,0.649,1.6306,10.7006
433,Nico Schulz,Hoffenheim,0.4681,1.176,0.0328,1.1395,-,0.054,0.1438,0.7736,-,0.2169,0.0286,0.1475,0.0,0.0824,0.1388,0.7084,0.0196,0.1079,0.9821,0.3529,0.0,0.2101,0.0411,0.1691,0.722,0.0619,-,0.4499,0.6656,0.0,0.942,0.3104,-,0.555,10.7
64,Filip Kostic,Eintracht Frankfurt,0.0,0.4576,0.0,0.5266,0.0129,0.0,0.0,0.2976,0.1878,0.5013,0.366,0.0901,0.0968,0.2795,1.2061,0.6162,0.0,0.0,0.0,0.0,0.0324,0.1497,0.5954,0.6886,0.7133,0.9178,0.0,0.8015,0.4429,0.0,0.2689,0.0205,1.1949,0.0,10.4644
213,Thorgan Hazard,Borussia M.Gladbach,0.1609,0.6305,0.0107,0.0116,0.6535,0.0629,0.0,1.3841,0.1848,0.3311,0.4771,0.0925,0.4046,0.6934,0.0669,1.676,0.0,0.4914,-,0.1745,0.0531,0.0333,0.0879,0.1919,0.1194,0.7765,0.0,0.547,0.1376,0.0667,0.1102,0.0,0.1287,0.0235,9.7823
227,Robert Lewandowski,Bayern Munich,0.5271,0.4094,0.1321,0.3905,-,0.0,0.0,0.3445,0.9885,0.0,0.1826,0.1586,0.0,0.3522,0.0802,0.6178,0.9752,1.1246,0.185,0.0,0.4509,0.124,0.0,0.6107,0.0186,0.1243,0.0299,0.0227,0.0,0.0,0.0,0.5361,0.7037,0.5242,9.6134
261,Julian Brandt,Bayer Leverkusen,0.1557,0.0,0.0,0.6712,0.0,0.1692,0.21,0.183,0.4595,0.0645,0.0253,0.4131,0.1934,0.0,0.0603,-,0.0461,0.3793,0.2919,0.5637,0.4357,0.1664,0.4289,1.3623,0.5206,0.0613,0.4801,0.5856,0.5923,0.2957,0.0418,0.4803,0.0867,0.0367,9.4606
5273,Kerem Demirbay,Hoffenheim,-,-,-,-,-,0.0,0.2342,0.4957,0.3802,-,0.1371,0.3812,0.1757,0.0959,1.2291,0.136,0.5766,0.0739,0.7484,0.1531,0.0815,0.2835,0.0,0.0928,-,1.1731,0.1466,0.7988,0.0824,0.3708,-,1.0377,0.0959,0.0713,9.0515
83,Kevin Volland,Bayer Leverkusen,0.3445,0.1925,0.0,0.0,0.0,0.0687,0.0237,0.0816,0.969,0.0,0.0,0.0,0.0,0.0653,0.0,0.0,0.0714,0.0488,0.0917,0.0,0.8621,0.7261,0.2948,1.1466,0.0783,0.1554,0.1817,0.0,0.0,0.5659,0.6124,1.1468,0.1064,0.8954,8.7291
6345,Jadon Sancho,Borussia Dortmund,0.1532,0.009,0.1182,0.0184,0.1647,0.9307,0.9619,0.0375,0.0811,0.1823,0.0,0.157,0.1044,0.0,1.0152,0.0958,0.0345,0.0225,0.4103,0.1863,0.0282,0.217,0.789,0.0415,0.0439,0.2887,0.5166,0.0,0.7892,0.0,0.282,0.531,0.0,0.0993,8.3094
5254,Marcel Halstenberg,RasenBallsport Leipzig,-,-,-,0.0,0.5588,-,0.3748,0.4947,0.0358,-,0.2169,0.3607,0.8954,0.1354,0.5224,0.0,0.1641,0.0,0.1893,0.7488,0.5178,0.0133,0.5831,0.0109,0.5014,0.4703,0.0919,0.0,0.1653,0.0,0.0569,0.6635,0.2206,-,7.9921
993,Serge Gnabry,Bayern Munich,-,0.0,0.0,0.0,0.5326,0.0,0.0,0.0,0.0,0.2946,0.5657,-,0.3022,0.4115,0.1362,0.4218,-,0.0,0.0,0.0,0.1243,0.0,0.0,0.5947,0.6231,-,0.618,1.7739,0.5464,0.0,0.4485,0.0632,0.0,0.0207,7.4774
6144,Sébastien Haller,Eintracht Frankfurt,0.0591,0.0,0.0143,0.0872,0.0,0.7402,0.1397,0.5896,0.0,0.4939,0.0775,0.4918,0.6097,0.0,1.2057,0.0284,0.1315,0.7403,0.3823,0.3795,0.3601,0.0,0.0,0.5733,0.0,0.0773,0.1178,-,-,-,-,-,0.0666,0.0,7.3658
319,Marco Reus,Borussia Dortmund,0.7812,0.0,0.0,0.5268,0.1363,0.2631,0.0769,0.081,0.9817,0.0,0.0,0.6026,0.1603,0.3155,0.0,0.019,0.1521,-,0.458,0.0,-,-,-,0.0494,0.0735,0.1905,-,0.3409,0.009,1.553,0.0,-,-,0.1692,6.94
74,Pavel Kaderábek,Hoffenheim,0.0934,0.0759,0.6342,-,0.0797,0.1355,-,0.5383,0.1014,0.5503,0.0307,0.0,0.0,0.965,0.1539,0.0,0.0597,0.0,0.0,-,0.1894,0.5526,0.0582,-,0.5074,0.0,0.0503,0.0,1.6389,0.0,0.1589,0.1124,0.058,-,6.7441
7058,Kevin Stöger,Fortuna Duesseldorf,0.0534,0.0,-,-,0.1915,-,-,0.3534,-,-,0.9498,0.0627,0.5079,0.0984,0.0,0.4663,0.1666,0.0,0.0,0.2371,0.1863,-,0.9509,-,-,0.725,0.2364,0.626,0.0365,0.0085,0.0956,0.0944,0.5816,0.0976,6.7259
422,Mario Götze,Borussia Dortmund,-,-,-,-,-,-,0.0322,0.0,0.4524,-,0.0,0.0264,0.0,0.1176,0.0,0.0295,0.9642,0.0976,0.478,0.0,0.6388,0.1161,0.123,1.1853,0.5331,-,0.0781,0.0,0.6364,0.0,0.0178,0.8988,0.0729,0.1451,6.6433
6352,Valentino Lazaro,Hertha Berlin,0.7609,0.0221,0.0618,0.591,0.0,0.4281,0.495,0.1373,0.1875,0.7163,0.139,0.1131,0.5011,0.1123,0.0,0.3632,0.0121,0.0819,0.0,0.5031,-,0.0544,0.0,0.1542,-,0.0195,0.0,0.7483,0.0,-,0.0,0.0,0.4398,0.0,6.642
267,Philipp Max,Augsburg,0.0981,0.5219,0.4582,0.3682,0.0,0.0968,0.326,0.012,0.1793,0.5639,0.1174,0.19,0.3482,0.1955,0.2646,0.0,-,0.0466,0.0391,-,0.3537,0.2628,0.265,0.0,0.0,0.217,0.3318,0.144,-,0.3704,0.1033,0.3917,0.0,-,6.2655
5240,Ondrej Duda,Hertha Berlin,0.0775,0.0481,0.0158,0.0576,0.0,0.2337,0.0,0.018,0.0,0.3783,0.0673,0.0801,-,0.0,0.0,0.0,0.0526,0.3647,0.4674,0.0,1.1638,0.0835,0.1936,0.2159,0.1014,0.0,0.0,0.6585,-,0.2198,0.0,0.1494,0.3683,0.9706,5.9859
956,Andrej Kramaric,Hoffenheim,-,0.1168,0.2616,0.1084,0.0968,0.0906,-,0.0858,0.0,-,0.0832,0.1029,0.0,0.1671,0.0,0.0,-,0.613,0.0452,0.0,0.0,0.4497,0.3792,0.0416,0.1074,0.1072,0.1985,0.4281,0.4799,0.523,1.2267,0.1375,0.0714,0.0,5.9216
155,Max Kruse,Werder Bremen,0.1044,0.1307,0.1333,0.1156,0.118,0.0977,0.1689,0.0276,0.1776,0.1382,0.2104,0.104,0.3651,0.1081,0.1168,0.2499,0.0813,0.299,1.0154,0.0576,0.1174,0.0173,0.0189,0.2598,0.4581,0.2319,0.1697,0.3822,0.3834,0.0,0.0481,0.0,-,-,5.9064
249,Danny da Costa,Eintracht Frankfurt,0.0299,0.0,0.0576,0.3543,0.0146,0.0,0.0,0.0,0.612,0.1233,0.2858,0.5229,0.0,0.1266,0.1196,0.0865,0.1637,0.8668,0.0419,0.5156,0.0328,0.095,0.3723,0.0093,0.0498,0.3316,0.5111,0.362,0.1267,0.0,0.0,0.0,0.0,0.0,5.8117
