id,name,team,1,2,3,4,5,6,7,8,total
647,Harry Kane,Tottenham,0,4,1,1,1,1,0,0,8
675,Jack Grealish,Aston Villa,0,0,3,0,0,1,1,-,5
7723,John McGinn,Aston Villa,0,2,1,1,0,0,0,-,4
447,Kevin De Bruyne,Manchester City,1,0,0,-,0,1,1,-,3
4381,Mateusz Klich,Leeds,0,1,0,0,0,1,0,1,3
2249,James Rodríguez,Everton,0,1,0,1,1,0,-,0,3
1228,Bruno Fernandes,Manchester United,0,1,0,1,0,0,1,-,3
534,Aaron Cresswell,West Ham,0,0,0,2,1,0,0,0,3
556,Marcus Rashford,Manchester United,0,0,0,2,0,0,1,-,3
8992,Hakim Ziyech,Chelsea,-,-,-,-,0,0,1,2,3
492,Héctor Bellerín,Arsenal,0,0,0,2,0,0,0,0,2
3428,Hélder Costa,Leeds,1,0,0,0,0,1,0,0,2
503,Theo Walcott,Southampton,-,-,-,-,1,-,0,1,2
6893,Stuart Armstrong,Southampton,-,0,0,1,-,0,1,0,2
8291,Daniel Podence,Wolverhampton Wanderers,1,1,-,0,0,0,0,0,2
1823,Lucas Digne,Everton,1,0,0,0,1,0,-,0,2
7700,Che Adams,Southampton,0,0,1,0,1,0,0,0,2
453,Son Heung-Min,Tottenham,0,0,0,1,1,0,0,0,2
775,Andros Townsend,Crystal Palace,1,0,1,0,0,0,0,0,2
773,Aleksandar Mitrovic,Fulham,0,0,0,0,0,0,2,0,2
986,Danny Ings,Southampton,0,0,0,0,0,2,0,-,2
7153,Matheus Pereira,West Bromwich Albion,0,1,1,0,0,0,0,-,2
8720,Jack Harrison,Leeds,0,0,1,-,0,0,1,0,2
6026,Richarlison,Everton,0,2,0,0,0,-,-,-,2
6162,Cengiz Ünder,Leicester,-,-,-,0,-,1,1,-,2
700,Willian,Arsenal,2,0,0,0,0,-,0,0,2
6157,Timothy Castagne,Leicester,0,1,1,0,0,0,-,-,2
2335,Pablo Fornals,West Ham,0,0,1,1,0,0,0,0,2
1688,Andrew Robertson,Liverpool,1,0,0,0,1,0,0,0,2
482,Roberto Firmino,Liverpool,0,1,0,1,0,0,0,0,2
6382,Pedro Neto,Wolverhampton Wanderers,1,0,0,0,0,0,1,0,2
522,Wilfried Zaha,Crystal Palace,0,0,0,0,0,1,0,1,2
7187,Sergio Reguilón,Tottenham,-,-,-,0,1,-,1,0,2
782,Ben Chilwell,Chelsea,-,-,-,1,1,0,0,0,2
910,Harrison Reed,Fulham,0,0,-,-,-,1,0,0,1
6434,Franck Zambo,Fulham,0,1,0,0,0,0,0,0,1
318,Pierre-Emerick Aubameyang,Arsenal,0,1,0,0,0,0,0,0,1
1006,Luke Shaw,Manchester United,0,0,0,0,0,0,1,-,1
6852,Matt Doherty,Tottenham,0,0,0,-,-,0,0,1,1
3600,Serge Aurier,Tottenham,-,-,-,1,0,-,-,-,1
1785,Nampalys Mendy,Leicester,0,0,1,0,0,0,0,0,1
4391,Darnell Furlong,West Bromwich Albion,0,0,1,-,0,0,0,0,1
554,Juan Mata,Manchester United,-,-,-,1,0,-,0,-,1
5973,Kenny Tete,Fulham,-,1,0,-,-,-,-,-,1
343,Pierre-Emile Højbjerg,Tottenham,0,0,0,1,0,0,0,0,1
8965,Vladimir Coufal,West Ham,-,-,-,0,0,1,0,0,1
8706,Eberechi Eze,Crystal Palace,0,0,0,0,-,0,0,1,1
6891,Ryan Fredericks,West Ham,0,1,0,-,-,-,-,-,1
2254,Mateo Kovacic,Chelsea,-,0,0,0,-,-,-,1,1
751,N'Golo Kanté,Chelsea,0,0,0,0,0,0,0,1,1
6756,Dwight McNeil,Burnley,1,0,0,0,0,0,0,-,1
681,César Azpilicueta,Chelsea,0,-,1,0,0,0,-,-,1
3621,Neal Maupay,Brighton,0,1,0,0,0,0,-,0,1
6049,Solly March,Brighton,0,0,0,1,0,0,0,-,1
7698,Leandro Trossard,Brighton,0,1,0,0,0,0,0,-,1
8067,Reece James,Chelsea,1,0,0,-,0,0,0,0,1
7768,Mason Mount,Chelsea,0,0,0,-,0,0,1,0,1
7991,Aaron Connolly,Brighton,0,0,0,0,1,-,-,0,1
5220,Kai Havertz,Chelsea,0,0,1,0,0,0,0,-,1
8226,Tariq Lamptey,Brighton,1,0,0,0,0,0,0,0,1
702,Tammy Abraham,Chelsea,-,0,0,0,0,0,1,0,1
1389,Jorginho,Chelsea,1,0,-,0,0,0,0,0,1
65,Timo Werner,Chelsea,0,0,0,0,1,0,0,0,1
239,Pascal Groß,Brighton,0,-,0,0,0,0,1,0,1
1760,Arthur Masuaku,West Ham,-,0,1,0,0,0,0,0,1
1678,Michy Batshuayi,Crystal Palace,-,0,0,-,0,1,0,-,1
757,Jeffrey Schlupp,Crystal Palace,0,1,-,-,0,0,0,0,1
3585,Said Benrahma,West Ham,-,-,-,-,-,-,0,1,1
6842,Alireza Jahanbakhsh,Brighton,0,0,1,-,-,-,-,0,1
6441,Ferrán Torres,Manchester City,0,0,1,-,-,0,0,-,1
8865,Ollie Watkins,Aston Villa,0,0,1,0,0,0,0,-,1
