id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
900,Adama Traoré,Wolverhampton Wanderers,0.0,0.2115,0.0,0.0,0.0385,0.0615,0.0,0.0,0.0764,0.6872,0.1551,0.1513,0.0,0.1873,0.0975,0.0619,0.7357,-,0.1907,0.0176,0.0,0.1275,2.7997
314,Ilkay Gündogan,Manchester City,-,-,-,0.0291,0.1223,0.0,0.0201,-,0.201,0.0,-,0.1661,0.0223,0.1196,0.1107,0.3585,0.0903,0.0774,0.1127,0.1951,1.1509,-,2.7761
3600,Serge Aurier,Tottenham,-,-,-,0.1429,0.5987,-,-,-,0.0,0.0,0.0,0.3813,0.0,0.0,-,-,1.322,0.0,0.0,-,0.3172,-,2.7621
8089,Kieran Tierney,Arsenal,0.0,-,0.0,0.0555,0.0,0.186,0.0155,0.2631,0.0,0.0,0.0901,0.5189,0.0116,0.1553,0.117,0.1498,1.1206,-,0.0443,-,-,-,2.7277
775,Andros Townsend,Crystal Palace,0.8675,0.1223,0.2247,0.0188,0.0,0.3333,0.0888,0.0,0.1878,0.0308,-,0.0,0.5608,-,0.0241,0.1173,0.0223,0.1021,0.0,0.0,0.0,0.0,2.7006
8067,Reece James,Chelsea,0.1322,0.0,0.7428,-,0.0,0.0,0.0,0.0913,0.0,0.2532,1.0281,0.0,0.0339,-,0.0548,-,-,-,0.0946,-,0.0,0.2393,2.6702
6055,Phil Foden,Manchester City,0.0685,0.0,0.1267,0.0,0.0,0.0,-,0.0,0.4781,-,-,0.0539,-,0.0,0.8229,0.1575,0.0,0.3326,0.0836,0.4105,-,-,2.5343
1776,Jarrod Bowen,West Ham,0.0,0.0,0.0,0.1305,0.113,0.0,0.0,0.3108,0.1829,0.29,0.294,0.2767,0.0,0.0,0.0,0.0,0.2698,0.1856,0.0,0.3809,0.0963,0.0,2.5305
553,Anthony Martial,Manchester United,0.0,0.0,0.0,-,-,-,0.0,0.097,-,0.0,0.0483,0.6384,1.3674,0.13,0.0,0.0152,0.0189,0.0842,0.0,0.0,0.117,0.0,2.5164
522,Wilfried Zaha,Crystal Palace,0.0,0.4051,0.0,0.0201,0.0,1.2401,0.0314,0.4854,-,-,0.0,0.0,0.0,0.0562,0.0,0.0,0.2537,0.0,-,0.0,0.024,0.0,2.516
