id,name,team,1,2,3,4,5,6,7,8,9,total
5766,Romain Salin,Rennes,-,0.0,0.0,0.0,0.0,0.0,0.0,-,-,0.0
6860,Sofiane Alakouch,Nimes,-,-,0.0,-,-,-,-,-,-,0.0
5699,Dalbert,Rennes,-,-,-,-,-,-,0.0,0.0,0.0,0.0
7157,Lucas Buades,Nimes,-,-,-,0.0,-,-,-,-,-,0.0
1455,Alfred Gomis,Rennes,-,-,-,-,-,-,-,0.0,0.0,0.0
1301,Daniele Rugani,Rennes,-,-,-,-,-,-,0.0,-,-,0.0
1126,M'Baye Niang,Rennes,0.0,-,-,-,-,-,-,-,-,0.0
8783,Marco Ludivin Majouga,Nimes,-,-,-,-,0.0,-,0.0,-,0.0,0.0
8699,Bandiougou Fadiga,Paris Saint Germain,-,-,0.0,0.0,-,-,-,0.0,0.0,0.0
7743,Pereira Lage,Angers,0.0,-,-,-,-,-,-,-,0.0,0.0
6018,Samuel Moutoussamy,Nantes,0.0,-,-,-,-,-,-,-,-,0.0
3201,Alban Lafont,Nantes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
