id,name,team,1,2,3,4,5,total
8025,Kasper Dolberg,Nice,0.0679,0.4228,0.1123,-,0.17,0.773
8657,Jeremy Le Douaron,Brest,0.0591,0.0249,0.0573,0.1485,0.4784,0.7682
6128,Kévin Zohi,Strasbourg,0.1117,0.0,0.6044,-,0.0455,0.7616
6318,Lionel Carole,Strasbourg,0.2024,0.1123,-,0.4152,0.0284,0.7583
7762,Jean-Ricner Bellegarde,Strasbourg,0.0224,0.0875,0.5527,0.0947,0.0,0.7573
8037,Marley Aké,Marseille,0.1366,-,0.6169,0.0,-,0.7535
7397,Arbër Zeneli,Reims,0.361,0.1597,0.0,0.2313,-,0.752
3464,Vincent Le Goff,Lorient,0.0,0.0277,0.0419,0.5253,0.157,0.7519
7732,Haris Belkebla,Brest,0.0,0.2406,0.1017,0.134,0.2715,0.7478
7178,Valon Berisha,Reims,0.2705,0.1978,0.0661,0.2108,-,0.7452
2430,Álvaro González,Marseille,-,0.0,0.4838,0.1322,0.1158,0.7318
148,Dante,Nice,0.0679,0.026,0.0136,0.5275,0.0947,0.7297
3507,Vincent Pajot,Metz,0.2327,0.0712,0.3549,0.0605,-,0.7193
2072,Sergio Rico,Paris Saint Germain,-,0.718,-,-,-,0.718
8641,Radoslaw Majecki,Monaco,-,-,0.7105,-,-,0.7105
7718,Predrag Rajkovic,Reims,0.6165,0.0,0.088,0.0,-,0.7045
8023,Mounir Chouiar,Dijon,0.2198,0.099,-,0.0,0.3833,0.7021
5766,Romain Salin,Rennes,-,0.0266,0.5195,0.152,0.0,0.6981
8314,Yvann Maçon,Saint-Etienne,0.3323,0.0,0.2871,0.0583,0.0177,0.6954
3318,Jean-Louis Leca,Lens,0.0,0.0498,0.3134,0.1406,0.1862,0.69
5725,Jordan Marié,Dijon,0.4741,0.099,0.0155,0.0981,0.0,0.6867
3509,Fabien Lemoine,Lorient,0.0,0.0277,0.0138,0.5772,0.0598,0.6785
7012,Gelson Martins,Monaco,0.403,0.0,0.2686,0.0,-,0.6716
3322,Alexander Djiku,Strasbourg,0.0548,0.1021,0.4662,0.0429,0.0,0.666
3445,Corentin Jean,Lens,0.167,0.0,0.3599,0.0658,0.0669,0.6596
1054,Bersant Celina,Dijon,-,-,0.082,0.0,0.5671,0.6491
3495,Pierrick Capelle,Angers,0.0,0.0193,0.2802,0.2827,0.065,0.6472
834,José Fonte,Lille,0.3338,0.0199,0.1736,0.0714,0.0481,0.6468
7745,Loris Benito,Bordeaux,-,0.1547,0.0,0.0669,0.4228,0.6444
3223,Benjamin André,Lille,0.3781,0.0577,0.0384,0.1676,0.0,0.6418
6310,Boubakary Soumare,Lille,0.0152,-,0.1146,0.5109,0.0,0.6407
8632,Enzo Ebosse,Angers,0.5377,-,-,0.1028,0.0,0.6405
1524,Stevan Jovetic,Monaco,-,0.0,0.0266,0.0,0.6135,0.6401
7064,Farid El Melali,Angers,0.5377,0.1012,-,-,-,0.6389
5652,Walter Benítez,Nice,0.0,0.0,0.0,0.5088,0.1245,0.6333
1932,Sanjin Prcic,Strasbourg,0.0,-,-,0.4653,0.1678,0.6331
7589,Wesley Fofana,Saint-Etienne,0.2335,0.0,0.3681,-,0.0177,0.6193
3670,Nicolas Pallois,Nantes,0.0346,0.0,0.075,0.4322,0.0653,0.6071
6332,Willem Geubbels,Monaco,0.0,0.0,0.606,0.0,-,0.606
6883,Xavier Chavalerin,Reims,0.3062,0.0181,0.1501,0.1314,-,0.6058
3461,Majeed Waris,Strasbourg,0.057,0.0705,0.4662,0.0,0.0,0.5937
5978,Dmitri Lienard,Strasbourg,-,0.0,0.0514,0.4152,0.1249,0.5915
6380,Anthony Caci,Strasbourg,-,0.0,0.5783,0.0125,-,0.5908
7747,Mama Baldé,Dijon,-,-,-,-,0.5897,0.5897
4883,Bruno Ecuele Manga,Dijon,0.1295,0.0,0.1877,0.0524,0.218,0.5876
3740,Lucas Deaux,Nimes,0.3969,0.0369,0.1498,-,-,0.5836
7913,Lamine Fomba,Nimes,0.0,-,0.0916,0.4913,0.0,0.5829
551,Morgan Schneiderlin,Nice,0.0679,0.026,0.0,0.2347,0.2409,0.5695
5984,Alexandre Oukidja,Metz,0.0124,0.0712,0.4275,0.0554,0.0,0.5665
6878,Youcef Atal,Nice,-,-,0.0136,0.5522,-,0.5658
7007,Duje Caleta-Car,Marseille,0.0,0.0,0.4686,0.0272,0.0548,0.5506
7764,Mamadou Fofana,Metz,-,0.0712,0.0405,-,0.4366,0.5483
3549,Adrien Thomasson,Strasbourg,0.0505,0.0316,0.2766,0.188,0.0,0.5467
2291,Pape Cheikh,Dijon,0.1542,-,0.1205,-,0.2658,0.5405
3475,Ludovic Blas,Nantes,0.0,0.0,0.3039,0.0782,0.1562,0.5383
3344,Casimir Ninga,Angers,0.5377,-,-,-,-,0.5377
4403,Mehdi Abeid,Nantes,-,0.0,-,0.5255,0.0,0.5255
7247,Jonathan Panzo,Dijon,-,0.0,0.1057,0.3294,0.0894,0.5245
3393,Bouna Sarr,Marseille,-,-,0.5003,0.0203,-,0.5206
6884,Remi Oudin,Bordeaux,0.0,0.0561,0.0609,0.0669,0.3237,0.5076
5228,Renato Sanches,Lille,0.3858,-,-,0.0,0.1211,0.5069
