id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,total
555,Memphis Depay,Lyon,4,0,3,5,1,1,8,2,1,2,1,2,5,0,2,0,4,1,5,4,4,0,4,1,5,3,1,3,72
5757,Farid Boulaya,Metz,3,-,2,4,0,-,0,2,0,4,1,4,3,0,1,7,2,-,-,5,3,1,2,1,3,4,5,2,59
3412,Léo Dubois,Lyon,4,3,6,1,5,3,2,0,1,2,2,2,1,0,4,0,1,2,-,1,4,0,4,2,4,2,0,1,57
6420,Romain Faivre,Brest,4,0,3,1,3,2,3,3,0,2,1,3,0,0,3,4,2,2,2,2,5,1,0,4,0,1,0,1,52
3553,Ángel Di María,Paris Saint Germain,-,1,5,5,2,-,-,-,-,3,2,1,4,0,0,2,3,5,6,2,3,1,4,2,-,-,-,-,51
3749,Jonathan Bamba,Lille,1,0,3,3,0,2,2,1,1,4,4,0,0,3,1,2,2,3,3,1,2,2,1,0,3,3,2,2,51
3314,Franck Honorat,Brest,1,4,-,2,1,0,2,0,0,3,2,3,2,4,2,1,2,1,3,1,2,4,0,0,0,4,1,2,47
6863,Téji Savanier,Montpellier,0,5,3,3,4,1,0,-,-,3,4,3,2,1,2,-,-,-,-,0,0,-,2,8,2,1,1,1,46
6019,Angelo Fulgini,Angers,3,1,5,3,1,1,0,3,2,1,4,5,1,1,2,-,1,0,0,4,2,0,-,0,1,0,1,3,45
7980,Adil Aouchiche,Saint-Etienne,3,4,1,2,1,1,3,1,0,5,2,-,-,1,1,4,4,0,2,0,0,3,1,-,0,1,0,5,45
2549,Gaël Kakuta,Lens,2,1,1,5,4,2,3,2,2,1,1,2,2,0,1,1,2,2,0,0,0,3,2,-,1,0,1,-,41
4773,Benjamin Bourigeaud,Rennes,2,1,1,0,1,1,0,1,3,4,3,7,0,2,0,1,1,0,2,0,-,2,1,3,4,1,0,-,41
5657,Karl Toko Ekambi,Lyon,1,3,0,0,-,2,0,3,1,3,-,2,1,3,1,1,2,-,1,1,1,1,2,0,2,2,3,4,40
942,Florian Thauvin,Marseille,5,0,3,3,2,1,1,5,0,3,0,2,1,0,0,3,0,2,0,1,1,2,1,0,-,2,1,-,39
1054,Bersant Celina,Dijon,-,-,0,0,4,1,-,0,-,2,3,1,3,2,0,3,3,3,1,0,1,1,2,2,2,3,1,0,38
6006,Ruben Aguilar,Monaco,5,0,2,1,3,1,1,1,1,2,-,6,1,4,1,1,0,1,0,3,0,-,1,0,0,2,1,0,38
6401,Amine Gouiri,Nice,0,0,1,3,4,1,0,1,2,2,3,1,2,2,2,-,2,1,2,0,1,0,0,0,1,1,3,2,37
536,Dimitri Payet,Marseille,-,2,1,1,4,0,-,-,0,2,3,-,2,4,4,0,0,2,0,0,2,2,-,1,1,5,1,-,37
7773,Zinedine Ferhat,Nimes,1,5,0,1,2,2,-,-,-,1,0,3,0,1,2,1,2,3,1,2,1,3,1,1,1,-,0,2,36
3530,Andy Delort,Montpellier,-,4,0,0,0,2,1,0,3,1,6,4,-,3,0,3,2,0,2,0,-,-,-,3,2,-,-,-,36
6884,Remi Oudin,Bordeaux,0,3,0,1,1,2,1,0,1,1,0,1,1,0,0,1,0,2,0,2,2,2,3,3,2,1,2,3,35
6762,Yacine Adli,Bordeaux,-,-,0,2,2,1,1,3,0,0,0,1,2,0,1,1,3,1,2,7,1,2,1,0,2,0,-,2,35
7756,Yusuf Yazici,Lille,0,1,0,-,0,0,2,1,1,2,7,1,1,0,1,1,2,-,-,4,2,2,0,-,1,1,2,3,35
8697,Jonathan Clauss,Lens,-,-,2,0,2,3,0,3,1,-,2,0,2,-,0,-,0,0,3,1,2,0,4,1,2,2,2,1,33
3239,Hamari Traore,Rennes,-,-,0,4,0,1,1,1,2,3,1,3,0,1,2,1,1,0,3,0,1,0,1,1,0,2,3,-,32
3490,Thomas Mangani,Angers,2,3,1,2,0,0,0,0,1,0,-,2,0,1,2,3,0,3,0,-,0,4,2,2,0,2,0,-,30
3362,Rony Lopes,Nice,-,0,3,1,3,1,1,2,2,0,1,0,-,5,3,0,0,2,-,-,-,0,3,1,2,-,-,-,30
