team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,total
Real Madrid,0.1487,0.1917,0.0295,0.0867,0.6664,0.8899,0.3964,0.0733,0.7754,0.7789,0.6357,0.3523,0.157,0.1756,0.7409,0.0376,0.4466,0.6504,0.2376,0.6808,0.8206,0.5842,0.4871,0.232,0.433,0.1766,0.178,0.6348,0.8512,0.6047,0.5518,0.296,0.6984,0.7827,0.193,0.3683,0.1641,0.2882,16.4961
Atletico Madrid,0.7067,0.6731,0.3108,0.0575,0.5071,0.4768,0.6789,0.203,0.394,0.7147,0.6282,0.3475,0.6758,0.4704,0.251,0.1897,0.5818,0.3595,0.4067,0.2577,0.6784,0.2734,0.3146,0.1359,0.6361,0.1839,0.0951,0.6888,0.3951,0.7468,0.4243,0.1712,0.0706,0.5403,0.7502,0.2773,0.2712,0.7092,16.2533
Sevilla,0.8627,0.644,0.5557,0.4102,0.2096,0.0862,0.3925,0.0449,0.6243,0.5135,0.3121,0.017,0.1053,0.6864,0.2981,0.4836,0.1059,0.3445,0.7833,0.1896,0.609,0.2741,0.1987,0.4952,0.6214,0.0702,0.0632,0.6087,0.4073,0.4444,0.257,0.5194,0.3915,0.2598,0.1319,0.731,0.3888,0.7335,14.8745
Barcelona,0.6236,0.8614,0.0842,0.1786,0.0149,0.5664,0.2827,0.0186,0.8025,0.1009,0.3551,0.7209,0.6037,0.2802,0.2708,0.0131,0.4147,0.6169,0.4381,0.8248,0.1087,0.2251,0.1846,0.2104,0.6129,0.3147,0.5648,0.5098,0.3653,0.3419,0.4392,0.0685,0.0487,0.2445,0.3952,0.3901,0.4534,0.7541,14.304
Getafe,0.0195,0.5886,0.0075,0.1963,0.4144,0.1175,0.2014,0.4063,0.677,0.0081,0.0155,0.8731,0.9358,0.2074,0.5974,0.7596,0.6383,0.0167,0.0659,0.7497,0.1718,0.4465,0.7664,0.1029,0.0031,0.9293,0.8504,0.0276,0.3915,0.3665,0.1792,0.4239,0.075,0.4215,0.0378,0.8853,0.0927,0.0172,13.6846
Real Sociedad,0.0346,0.3639,0.2529,0.2887,0.4829,0.8177,0.1515,0.3827,0.5135,0.3644,0.0886,0.845,0.7098,0.1442,0.5312,0.5291,0.243,0.0117,0.1458,0.0637,0.3371,0.1763,0.4794,0.7675,0.3388,0.0483,0.0454,0.1692,0.1232,0.1427,0.2305,0.1262,0.8863,0.2217,0.7185,0.6858,0.5047,0.1183,13.0848
Leganes,0.8238,0.1845,0.0346,0.0753,0.084,0.1379,0.4617,0.1804,0.245,0.3175,0.0002,0.2548,0.2335,0.1123,0.033,0.6093,0.1084,0.49,0.0851,0.06,0.3355,0.8941,0.3487,0.5501,0.8762,0.2977,0.0386,0.1932,0.1076,0.6065,0.86,0.3292,0.4743,0.4065,0.851,0.1483,0.5213,0.2916,12.6617
Celta Vigo,0.0385,0.4753,0.1912,0.2334,0.1133,0.1443,0.2453,0.8793,0.053,0.3185,0.2822,0.6696,0.1146,0.2451,0.7625,0.3499,0.1049,0.0113,0.413,0.0087,0.7897,0.2701,0.2707,0.0618,0.6832,0.3696,0.2776,0.1223,0.6331,0.8413,0.522,0.0719,0.0842,0.4908,0.2021,0.2341,0.1686,0.6888,12.4358
Granada,0.0635,0.1469,0.2033,0.7829,0.559,0.1431,0.326,0.0297,0.4793,0.4775,0.2399,0.3069,0.3037,0.0861,0.0725,0.6716,0.3579,0.049,0.4458,0.2052,0.4296,0.0191,0.3287,0.4708,0.416,0.7519,0.2446,0.3592,0.1191,0.339,0.1745,0.1437,0.2987,0.334,0.2739,0.5805,0.2595,0.5397,12.0323
Villarreal,0.0546,0.0358,0.1096,0.6631,0.6164,0.5088,0.4975,0.277,0.4594,0.5425,0.0174,0.2002,0.0607,0.0271,0.0169,0.1305,0.1437,0.4608,0.2654,0.0427,0.322,0.3377,0.4797,0.1984,0.0598,0.0125,0.039,0.8764,0.0527,0.357,0.2111,0.8288,0.6624,0.0368,0.5041,0.2335,0.0878,0.4227,10.8525
Osasuna,0.2095,0.507,0.6893,0.4049,0.7085,0.0644,0.0958,0.0047,0.6853,0.183,0.0325,0.1188,0.2358,0.2187,0.1017,0.1675,0.0409,0.064,0.0842,0.4992,0.5096,0.0559,0.0351,0.4345,0.0968,0.1555,0.8381,0.3323,0.0081,0.0842,0.6644,0.186,0.3935,0.7374,0.0667,0.2889,0.2925,0.5355,10.8307
Espanyol,0.0187,0.4767,0.1373,0.5515,0.1507,0.2795,0.0475,0.2025,0.0943,0.7104,0.6502,0.0576,0.0057,0.4028,0.0119,0.0391,0.5908,0.3946,0.0577,0.0475,0.498,0.3618,0.467,0.1523,0.2661,0.3385,0.0436,0.9483,0.0991,0.0311,0.3041,0.0188,0.1822,0.6176,0.3213,0.0161,0.192,0.6248,10.4097
Athletic Club,0.3138,0.76,0.7867,0.0447,0.5179,0.5955,0.0573,0.1004,0.4763,0.0326,0.5432,0.3174,0.337,0.2161,0.7864,0.0753,0.7543,0.0219,0.2599,0.4079,0.5508,0.0401,0.0381,0.2958,0.0576,0.366,0.0735,0.233,0.0641,0.0459,0.0903,0.1669,0.1993,0.0125,0.1099,0.0599,0.1076,0.0363,9.9522
Alaves,0.3896,0.8494,0.3313,0.3218,0.0606,0.0042,0.8409,0.0865,0.2885,0.0299,0.1137,0.0026,0.7469,0.1423,0.0054,0.0211,0.2882,0.1214,0.0538,0.2693,0.2807,0.0947,0.8502,0.0267,0.5375,0.3532,0.3334,0.0801,0.7203,0.0139,0.2311,0.0682,0.1668,0.5012,0.0368,0.5399,0.1037,0.005,9.9108
Real Valladolid,0.2234,0.1497,0.0028,0.0169,0.0595,0.4482,0.3617,0.3877,0.185,0.6671,0.0076,0.5442,0.0038,0.1654,0.1925,0.1039,0.0818,0.2831,0.0606,0.1783,0.5622,0.5696,0.1408,0.0638,0.1366,0.0318,0.132,0.1721,0.1863,0.4488,0.4983,0.1019,0.81,0.7216,0.201,0.2863,0.0094,0.5635,9.7592
Real Betis,0.4608,0.0332,0.1533,0.1169,0.0593,0.0791,0.0164,0.1618,0.2392,0.1285,0.105,0.017,0.319,0.315,0.0328,0.2004,0.084,0.1443,0.7264,0.7482,0.1056,0.0348,0.0851,0.5525,0.333,0.2889,0.1301,0.0469,0.2389,0.0524,0.1587,0.0975,0.0165,0.7815,0.6548,0.4304,0.049,0.374,8.5712
Eibar,0.1321,0.348,0.0764,0.0156,0.1411,0.0976,0.2358,0.1058,0.1132,0.0192,0.1665,0.1033,0.0119,0.1662,0.2089,0.3281,0.6892,0.0905,0.2856,0.3031,0.3059,0.3517,0.1646,0.0008,0.5372,0.3418,0.1341,0.0693,0.0728,0.3792,0.6685,0.1521,0.3424,0.2131,0.6644,0.3939,0.0223,0.0135,8.4657
Valencia,0.07,0.0368,0.1406,0.0174,0.1715,0.0318,0.2864,0.1691,0.1115,0.0207,0.6165,0.1476,0.6512,0.1638,0.0734,0.042,0.0566,0.4713,0.3912,0.0654,0.2734,0.1937,0.0093,0.2281,0.0481,0.4367,0.3446,0.1171,0.0939,0.1074,0.5653,0.0433,0.3234,0.0272,0.6564,0.1497,0.2478,0.4708,8.071
Levante,0.4828,0.0262,0.3212,0.0168,0.3055,0.0179,0.4558,0.0062,0.0319,0.3657,0.1441,0.0185,0.1361,0.1802,0.0531,0.0129,0.2542,0.1648,0.1719,0.1321,0.0665,0.0125,0.2446,0.4167,0.0919,0.0132,0.2235,0.2757,0.2459,0.6013,0.309,0.1029,0.1334,0.2752,0.1578,0.3442,0.1129,0.0576,6.9827
Mallorca,0.4048,0.1303,0.0335,0.1248,0.0203,0.2583,0.0637,0.4543,0.4218,0.0834,0.3807,0.0572,0.0119,0.0658,0.0402,0.0046,0.0465,0.0776,0.1495,0.6271,0.0244,0.2674,0.1122,0.4177,0.0087,0.359,0.3463,0.0309,0.0856,0.2688,0.2097,0.0147,0.1015,0.0212,0.3338,0.0691,0.2982,0.3102,6.7357
