team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,total
Paris Saint Germain,0.3357,0.8591,0.6812,0.8694,0.3673,0.3497,0.6494,0.561,0.0752,0.4856,0.5378,0.8274,0.7983,0.2514,0.7396,0.4981,0.5192,0.8228,0.1654,0.7912,0.4743,0.7077,0.5013,0.586,0.3264,0.9058,0.4671,0.1903,0.7821,0.1782,0.0496,0.5187,0.6729,0.4154,0.7884,0.6885,0.3261,0.5606,20.3242
Lyon,0.3937,0.3018,0.6434,0.4089,0.6055,0.3108,0.6773,0.1385,0.6022,0.2578,0.4319,0.6842,0.8257,0.0478,0.0116,0.3764,0.4726,0.0156,0.1777,0.7492,0.4967,0.3795,0.3889,0.2256,0.7063,0.2856,0.4392,0.7013,0.1162,0.1621,0.7387,0.3688,0.5947,0.4608,0.0905,0.7705,0.3065,0.0306,15.3951
Toulouse,0.3473,0.1336,0.183,0.0306,0.4154,0.0798,0.4837,0.0627,0.3347,0.6868,0.0655,0.6922,0.0701,0.1155,0.6836,0.3261,0.255,0.3049,0.1715,0.4537,0.3807,0.004,0.2078,0.2258,0.4339,0.2178,0.1981,0.193,0.1708,0.5668,0.7613,0.7808,0.9474,0.6933,0.2799,0.6389,0.8636,0.7979,14.2575
Lille,0.1508,0.1926,0.4699,0.6667,0.3871,0.0079,0.0472,0.0466,0.1682,0.6699,0.1578,0.2215,0.4937,0.2739,0.1471,0.6855,0.166,0.6512,0.2779,0.6879,0.4524,0.3632,0.0113,0.634,0.1659,0.1257,0.5185,0.0696,0.6894,0.2722,0.3444,0.5773,0.3703,0.3096,0.7811,0.5979,0.9135,0.4489,14.2146
Angers,0.4754,0.8401,0.6703,0.3081,0.2066,0.1271,0.8288,0.1037,0.6163,0.1407,0.2996,0.0404,0.4029,0.5881,0.6571,0.5061,0.4838,0.5017,0.2966,0.2737,0.0428,0.034,0.6256,0.4531,0.5428,0.4463,0.1398,0.0291,0.2224,0.298,0.5986,0.0908,0.8181,0.0936,0.3624,0.1953,0.1982,0.0518,13.6098
Nantes,0.6572,0.6677,0.6086,0.0109,0.0446,0.2194,0.0898,0.2984,0.357,0.2555,0.5739,0.0779,0.0924,0.1934,0.791,0.4526,0.2441,0.4695,0.1116,0.1491,0.2248,0.3658,0.4281,0.5318,0.5438,0.2206,0.6563,0.2408,0.8273,0.8395,0.0231,0.3008,0.4814,0.381,0.3925,0.5055,0.1289,0.0015,13.4581
Saint-Etienne,0.6068,0.1905,0.5622,0.502,0.1485,0.68,0.6465,0.2916,0.17,0.9129,0.0028,0.7066,0.0585,0.1078,0.1196,0.6596,0.3771,0.1001,0.648,0.0961,0.193,0.0735,0.0545,0.5066,0.3604,0.0183,0.3537,0.1703,0.7452,0.1544,0.5229,0.3608,0.8144,0.3667,0.7425,0.0437,0.0764,0.089,13.2335
Montpellier,0.1774,0.4626,0.4239,0.3512,0.3264,0.1187,0.0377,0.569,0.0783,0.3473,0.3635,0.4358,0.5403,0.521,0.111,0.2906,0.167,0.7881,0.4759,0.0304,0.4905,0.5097,0.368,0.8658,0.6474,0.5818,0.1361,0.6888,0.1034,0.0725,0.005,0.5147,0.0174,0.6646,0.0222,0.1124,0.5513,0.0017,12.9694
Marseille,0.3095,0.3572,0.7582,0.0653,0.5759,0.045,0.3806,0.1694,0.0035,0.5718,0.2751,0.6803,0.6494,0.4759,0.0934,0.2951,0.3567,0.1556,0.1623,0.5791,0.4374,0.0508,0.159,0.5884,0.1045,0.3206,0.2918,0.1702,0.1931,0.1552,0.0753,0.1934,0.5659,0.3119,0.8112,0.619,0.1364,0.4404,12.5838
Guingamp,0.757,0.4412,0.2243,0.366,0.4374,0.7961,0.011,0.3042,0.204,0.4497,0.7209,0.0878,0.2619,0.3303,0.0201,0.3214,0.4834,0.0228,0.2766,0.3346,0.4369,0.8094,0.022,0.2258,0.4191,0.0421,0.039,0.1821,0.005,0.5168,0.1371,0.3285,0.0478,0.5913,0.5761,0.2209,0.2712,0.3953,12.1171
GFC Ajaccio,0.6678,0.1712,0.2424,0.4347,0.0166,0.2069,0.1224,0.0616,0.5084,0.525,0.7614,0.7446,0.2053,0.5356,0.1897,0.1678,0.2093,0.232,0.2205,0.0662,0.4967,0.1925,0.0837,0.0949,0.957,0.3845,0.2113,0.0576,0.1876,0.3348,0.0886,0.5522,0.8301,0.2009,0.138,0.5676,0.0701,0.2296,11.9671
Bordeaux,0.005,0.6112,0.0884,0.6921,0.1658,0.1431,0.038,0.3935,0.1084,0.7008,0.2284,0.7575,0.2816,0.076,0.0921,0.3354,0.5379,0.1767,0.7188,0.0994,0.8035,0.3448,0.4501,0.0104,0.0107,0.4166,0.6087,0.1714,0.8281,0.0024,0.2452,0.278,0.6782,0.4894,0.0353,0.1697,0.0641,0.0428,11.8995
Rennes,0.6213,0.8463,0.4669,0.1599,0.5297,0.3113,0.5966,0.3227,0.1493,0.0331,0.18,0.4829,0.0983,0.0582,0.2743,0.4181,0.1106,0.2803,0.4148,0.247,0.3383,0.6906,0.1801,0.4921,0.1321,0.4807,0.198,0.5652,0.3958,0.0447,0.0761,0.7156,0.0353,0.051,0.1213,0.0068,0.2413,0.2011,11.5677
Caen,0.0587,0.2959,0.2319,0.2744,0.6614,0.1779,0.2259,0.7584,0.4076,0.5661,0.1546,0.4783,0.2128,0.6775,0.4471,0.5202,0.1472,0.1545,0.0291,0.2527,0.082,0.0795,0.1956,0.4092,0.0194,0.0018,0.6937,0.1115,0.5814,0.2587,0.5163,0.3433,0.0394,0.0066,0.3943,0.6177,0.3793,0.0671,11.529
