id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,total
3210,Wissam Ben Yedder,Monaco,-,0,1,0,1,-,1,1,1,2,1,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,1,15.0
7142,Moussa Dembele,Lyon,1,2,0,-,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,12.0
5769,Habib Diallo,Metz,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,-,-,11.0
8025,Kasper Dolberg,Nice,-,-,-,-,0,1,0,1,0,0,-,0,0,1,1,1,0,0,0,0,1,2,0,0,0,1,0,2,11.0
5322,Victor Osimhen,Lille,2,0,2,0,1,0,1,0,1,0,0,0,0,-,0,0,1,0,1,0,0,0,0,1,1,0,0,0,11.0
7716,Darío Benedetto,Marseille,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,-,0,1,0,0,0,0,-,1,0,3,0,11.0
3530,Andy Delort,Montpellier,0,1,0,0,1,0,0,0,1,-,0,1,0,0,1,0,0,1,0,1,1,0,0,1,-,0,0,0,9.0
1126,M&#039;Baye Niang,Rennes,0,1,1,0,-,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,-,9.0
1682,Islam Slimani,Monaco,-,-,1,2,0,-,0,0,0,1,0,-,0,1,-,-,0,0,1,-,-,-,-,1,1,0,0,0,8.0
555,Memphis Depay,Lyon,1,2,0,1,-,0,0,0,0,-,1,2,-,-,-,0,1,0,-,-,-,-,-,-,-,-,-,-,8.0
3795,Adrien Hunou,Rennes,-,-,-,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,-,-,0,0,1,7.0
3781,Denis Bouanga,Saint-Etienne,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,-,-,0,0,0,0,0,1,0,1,7.0
690,Loïc Remy,Lille,-,0,0,-,-,-,1,0,1,0,1,0,0,0,-,-,-,-,0,0,0,0,1,0,0,2,0,1,7.0
4801,Rachid Alioui,Angers,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.0
5724,Irvin Cardona,Brest,-,-,0,0,-,-,-,-,0,1,-,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,6.0
3738,Sehrou Guirassy,Amiens,0,1,0,0,0,1,0,-,0,0,0,0,1,0,-,0,-,-,0,0,0,0,0,1,2,0,-,0,6.0
7224,Boulaye Dia,Reims,1,0,0,0,0,0,1,0,1,0,0,0,-,0,1,1,0,-,0,0,-,1,0,0,0,0,0,-,6.0
