id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,total
536,Dimitri Payet,Marseille,0.1238,0.401,0.37,0.1363,0.04,0.1565,-,-,-,-,0.1813,0.3214,0.0974,1.2744,0.4787,0.3867,0.7032,0.4899,0.5679,0.0229,-,0.1869,0.0343,0.2284,-,0.1191,0.5131,0.0287,6.8619
3210,Wissam Ben Yedder,Monaco,-,0.0654,0.5608,0.0,0.0,-,0.1086,0.0,0.0,0.0,0.0,0.0596,0.1428,0.3259,1.085,0.1866,0.0152,0.3991,0.8596,0.1244,0.0946,0.0872,0.0,0.1652,1.0321,0.6564,0.0916,0.3626,6.4227
7773,Zinedine Ferhat,Nimes,0.1631,0.0,1.3134,0.1114,0.0077,0.0,0.1209,0.4675,0.1956,-,-,0.0,0.1567,0.0276,0.0469,0.0,0.2316,0.8547,0.0,0.0,0.0258,0.7592,0.0,0.1225,0.0894,0.1243,0.6996,0.0,5.5179
6264,Mathieu Dossevi,Toulouse,0.5174,0.2571,0.0,0.1318,0.0,0.4937,0.0,0.1118,0.1168,0.4852,0.1998,0.1365,0.0833,0.5746,0.0158,0.4277,0.395,0.0,0.0664,0.4578,0.1197,0.2352,0.1079,-,0.0502,0.0,0.078,-,5.0617
5677,Florent Mollet,Montpellier,-,-,0.2342,0.1027,0.5803,0.0,0.1286,0.1081,0.5795,0.2071,0.0628,0.1191,-,0.0,0.0,0.1211,0.0,1.1728,0.1599,0.072,0.541,0.0,0.018,0.0163,0.1395,0.0,0.5966,0.0655,5.0251
7169,Moses Simon,Nantes,-,-,0.0644,0.5231,0.0253,0.0225,0.3199,0.0,0.133,0.0,0.0847,0.0,0.0,1.2031,0.7543,0.0499,0.112,0.3461,0.0,0.4608,0.0245,0.0,0.3481,0.0,0.1619,0.0241,0.0214,0.156,4.8351
2897,Aleksandr Golovin,Monaco,-,0.324,0.2981,0.4614,0.0662,0.0,0.6089,0.0,0.4617,-,0.1428,0.5954,0.1085,0.1919,0.0203,0.8477,0.0898,0.2062,0.0507,0.0528,0.0233,0.0286,0.0,0.0,0.0849,-,0.1264,0.0,4.7896
3530,Andy Delort,Montpellier,0.3986,0.0,0.0,0.0,0.4781,0.0,0.1117,0.0,0.0,-,0.2444,0.0333,0.8954,0.3663,0.1783,0.0102,0.0,0.0,0.0202,0.1048,0.5687,0.0,0.2173,0.0,-,0.0279,0.6091,0.516,4.7803
3244,Nicolas de Preville,Bordeaux,0.4743,0.0109,0.1084,0.26,0.0,-,-,0.0243,0.8073,-,0.223,0.1294,0.4569,0.1353,0.0296,0.0,0.0,0.2029,0.1282,0.0,0.0,0.752,0.7003,0.0,0.058,0.2597,0.0,-,4.7605
8026,Raphinha,Rennes,-,-,-,-,0.1265,0.0141,0.0,0.1809,0.0907,-,0.6565,0.1203,0.0983,0.0534,0.1064,1.0274,0.1345,0.15,0.0,0.0,0.5038,0.3458,0.0,-,0.0,0.6693,0.4607,0.0,4.7386
7760,Abdoul Kader Bamba,Nantes,0.0,0.0,0.6137,0.0408,0.0152,0.0,0.044,0.0,0.5379,0.0,0.6616,0.0,0.0,0.0,0.0777,0.2073,0.1275,0.3588,-,0.0,0.0,0.03,0.5054,0.068,0.0965,0.5267,0.168,0.2882,4.3673
