id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,total
3423,Kylian Mbappe-Lottin,Paris Saint Germain,5,3,6,-,-,-,-,5,-,4,5,2,-,2,4,2,3,6,4,6,7,4,4,3,-,4,9,-,88
5322,Victor Osimhen,Lille,4,1,6,2,2,2,6,4,5,3,1,1,3,-,4,4,5,2,2,3,3,4,3,4,3,5,2,2,86
3530,Andy Delort,Montpellier,3,1,8,3,3,2,3,4,6,-,2,3,1,1,3,9,3,2,5,3,1,1,0,4,-,3,5,5,84
3781,Denis Bouanga,Saint-Etienne,1,7,2,2,2,2,3,2,3,3,1,5,4,3,4,6,0,5,-,-,1,3,2,2,4,3,4,3,77
5769,Habib Diallo,Metz,2,6,1,3,4,3,5,1,2,2,5,4,1,2,2,5,2,2,1,3,3,4,7,2,2,2,-,-,76
3553,Ángel Di María,Paris Saint Germain,1,0,2,3,2,6,4,5,0,4,2,7,6,1,2,-,3,5,0,1,2,3,5,5,3,2,0,-,74
2099,Neymar,Paris Saint Germain,-,-,-,-,6,8,2,6,5,-,-,-,-,0,3,4,8,4,7,5,2,5,-,-,-,5,-,-,70
1126,M'Baye Niang,Rennes,2,2,1,3,-,1,1,2,5,0,1,4,2,1,0,4,5,4,1,1,5,5,2,3,1,6,4,-,66
3210,Wissam Ben Yedder,Monaco,-,2,2,1,4,-,2,5,3,4,2,2,1,4,4,6,1,3,2,1,1,2,1,2,2,1,3,3,64
3746,Gaetan Laborde,Montpellier,4,1,2,1,3,0,0,1,3,1,4,2,1,4,4,1,1,0,2,4,4,0,3,4,2,1,7,4,64
536,Dimitri Payet,Marseille,1,2,3,2,3,7,-,-,-,-,1,1,5,1,6,2,6,2,3,3,-,2,1,2,-,2,1,7,63
7716,Darío Benedetto,Marseille,0,1,3,3,5,1,2,5,3,4,2,1,1,4,4,2,-,2,3,2,3,3,1,-,1,1,3,1,61
4801,Rachid Alioui,Angers,3,2,1,2,0,3,3,6,2,4,0,1,4,4,0,4,4,2,0,3,0,4,2,1,0,3,0,0,58
4768,Wylan Cyprien,Nice,4,2,5,3,3,3,2,3,1,1,-,4,0,4,1,7,5,3,3,1,3,-,-,-,-,-,-,-,58
7142,Moussa Dembele,Lyon,2,2,1,-,2,3,1,1,2,5,3,4,2,2,1,2,1,1,1,4,3,0,0,2,0,4,5,2,56
5619,Pierre Lees-Melou,Nice,-,1,0,0,2,2,0,3,0,3,-,2,1,2,2,3,3,3,2,0,8,2,2,0,5,5,1,2,54
1682,Islam Slimani,Monaco,-,-,3,7,3,-,5,7,2,2,1,-,3,2,-,-,2,0,3,-,-,-,-,1,4,5,3,0,53
7747,Mama Baldé,Dijon,2,1,3,2,6,-,3,2,-,-,2,0,-,2,2,2,0,1,5,4,1,4,1,2,0,2,1,3,51
5622,Júlio Tavares,Dijon,5,4,-,-,-,4,1,3,0,1,2,2,1,1,1,-,-,1,2,4,2,1,4,4,1,4,0,2,50
6905,Ludovic Ajorque,Strasbourg,2,1,-,1,3,3,0,3,3,1,1,1,2,2,3,0,7,3,1,1,2,1,3,1,0,4,1,-,50
3243,Gaëtan Charbonnier,Brest,4,2,3,1,3,2,2,1,0,2,4,-,2,3,0,0,0,3,-,4,1,4,1,2,3,1,2,0,50
5724,Irvin Cardona,Brest,-,-,0,1,-,-,-,-,2,1,-,1,2,6,2,2,1,2,2,1,4,7,5,4,3,0,4,0,50
3549,Adrien Thomasson,Strasbourg,3,0,-,4,0,1,-,0,6,3,5,0,4,0,1,0,3,1,1,3,4,3,1,2,0,2,2,-,49
3749,Jonathan Bamba,Lille,3,1,3,3,3,4,-,2,2,1,0,0,1,-,3,2,4,4,1,1,1,1,2,2,1,1,1,1,48
6864,Renaud Ripart,Nimes,3,3,2,3,1,7,3,5,2,1,3,2,1,3,1,0,3,1,2,0,-,-,-,-,0,0,2,0,48
555,Memphis Depay,Lyon,4,3,6,5,-,2,1,4,1,-,5,8,-,-,-,2,7,0,-,-,-,-,-,-,-,-,-,-,48
6232,Kalifa Coulibaly,Nantes,1,2,4,1,2,5,2,1,3,3,6,1,0,3,5,-,3,2,1,-,-,-,-,-,1,-,0,2,48
5733,Houssem Aouar,Lyon,0,1,3,1,4,2,-,2,2,2,1,2,0,-,-,2,2,3,2,7,2,4,0,1,0,1,1,1,46
3475,Ludovic Blas,Nantes,-,-,-,-,0,3,0,0,3,2,0,0,3,3,3,3,3,2,4,1,2,5,1,1,3,0,1,3,46
5677,Florent Mollet,Montpellier,-,-,1,1,2,0,3,0,3,3,1,1,-,0,2,4,0,1,5,0,3,2,7,0,1,1,4,1,46
3244,Nicolas de Preville,Bordeaux,2,1,1,4,3,-,-,0,3,-,1,3,3,4,0,2,1,3,1,0,3,1,3,2,2,1,2,-,46
7773,Zinedine Ferhat,Nimes,0,2,2,2,0,3,3,2,1,-,-,0,1,3,1,2,5,3,2,2,1,1,0,2,3,0,3,1,45
734,Wahbi Khazri,Saint-Etienne,4,2,1,3,3,0,3,0,0,0,7,-,1,-,-,-,-,-,-,3,5,10,3,-,-,-,-,-,45
3738,Sehrou Guirassy,Amiens,2,2,2,0,3,5,3,-,2,2,2,2,3,2,-,0,-,-,0,0,1,1,2,3,5,0,-,3,45
2549,Gaël Kakuta,Amiens,-,0,0,2,4,2,3,1,1,3,1,0,3,1,2,2,1,-,-,-,4,2,1,2,2,2,3,2,44
8026,Raphinha,Rennes,-,-,-,-,2,3,1,2,1,-,1,4,1,2,2,1,0,0,4,2,4,4,1,-,1,4,2,1,43
7169,Moses Simon,Nantes,-,-,2,2,1,0,0,1,4,1,2,3,1,1,2,1,5,2,0,2,1,2,4,1,1,2,1,1,43
2782,Moussa Doumbia,Reims,1,0,2,4,2,3,0,2,3,2,2,1,-,0,2,1,0,1,0,1,6,1,-,1,4,3,0,1,43
4773,Benjamin Bourigeaud,Rennes,-,0,0,1,1,2,0,0,5,1,4,2,-,2,4,0,2,2,4,1,-,1,4,2,1,2,1,0,42
8025,Kasper Dolberg,Nice,-,-,-,-,1,2,0,2,0,1,-,0,3,5,2,3,0,1,2,1,6,4,1,1,2,2,0,3,42
8023,Mounir Chouiar,Dijon,-,-,-,-,1,1,5,-,0,1,6,1,5,4,0,1,0,2,1,3,0,-,2,3,3,0,-,-,39
3696,Morgan Sanson,Marseille,1,1,3,0,1,3,0,1,1,-,0,2,0,0,5,2,3,5,2,0,0,1,0,1,1,4,1,1,39
464,Max Gradel,Toulouse,2,3,1,0,4,0,1,2,3,5,4,2,1,2,1,0,1,-,-,-,-,-,-,-,2,1,2,2,39
6947,Samuel Kalu,Bordeaux,1,2,3,4,3,3,3,1,-,1,1,-,0,4,2,0,-,0,4,0,-,-,-,-,-,3,1,3,39
5752,Alexis Claude Maurice,Nice,-,-,-,-,1,0,2,1,1,2,3,1,-,-,0,0,2,3,0,4,2,4,0,1,1,3,3,4,38
3673,Valentin Rongier,Marseille,-,1,-,-,0,1,0,3,1,0,2,3,2,4,3,1,6,0,3,0,1,2,1,-,1,2,1,0,38
7737,Efthymios Koulouris,Toulouse,3,4,0,5,0,0,1,1,2,3,3,3,0,1,1,-,2,1,1,1,0,3,1,-,-,-,1,1,38
7224,Boulaye Dia,Reims,4,2,2,1,2,1,1,0,2,1,1,2,-,2,4,2,0,-,1,2,-,2,2,0,0,3,1,-,38
2897,Aleksandr Golovin,Monaco,-,1,1,3,1,3,2,1,1,-,1,2,3,0,1,1,2,1,5,2,1,0,0,1,1,-,2,2,38
6884,Remi Oudin,Reims,1,1,1,4,1,6,1,7,1,1,0,0,0,6,1,2,2,2,-,-,-,-,-,-,-,-,-,-,37
7746,Hwang Ui-Jo,Bordeaux,2,0,2,3,1,1,-,2,2,2,0,1,0,2,-,-,0,1,-,0,2,3,3,1,2,2,2,2,36
1513,Mauro Icardi,Paris Saint Germain,-,-,-,-,2,-,-,-,2,3,4,7,2,2,0,1,2,2,0,1,1,1,3,0,2,0,1,-,36
695,Bertrand Traoré,Lyon,2,1,0,0,1,0,3,2,-,3,-,0,3,3,-,-,4,2,3,1,1,0,2,0,2,-,2,1,36
3786,Mathieu Cafaro,Reims,-,-,-,-,0,2,2,2,-,3,2,5,3,3,-,3,3,6,-,-,-,-,2,-,-,-,-,-,36
3495,Pierrick Capelle,Angers,4,2,0,1,1,3,1,2,1,5,0,-,-,0,3,3,1,0,1,2,1,0,2,0,-,2,1,-,36
5661,Jonathan Ikone,Lille,1,3,3,0,1,2,0,1,1,0,2,1,2,0,1,1,2,3,0,1,1,0,2,0,1,2,2,3,36
7743,Pereira Lage,Angers,2,2,4,0,0,0,4,1,0,6,2,0,2,4,1,0,0,0,-,-,0,2,0,3,2,0,0,-,35
7278,Imran Louza,Nantes,-,3,2,4,0,0,-,1,1,-,-,1,2,2,2,1,4,1,1,3,1,0,2,2,1,0,1,0,35
5654,Baptiste Santamaria,Angers,0,1,3,2,1,0,1,3,2,2,1,2,0,2,1,0,1,1,0,2,1,2,2,1,1,3,0,0,35
6019,Angelo Fulgini,Angers,-,-,-,-,-,2,0,1,-,-,3,2,0,-,4,1,3,2,3,3,0,4,3,1,0,1,1,1,35
3674,Abdoulaye Touré,Nantes,2,2,4,2,1,0,1,0,2,1,2,0,0,1,3,-,2,0,1,1,2,0,0,0,3,1,0,3,34
5978,Dmitri Lienard,Strasbourg,3,0,-,2,0,2,1,3,1,-,2,1,2,-,0,1,3,1,1,-,-,1,1,2,4,0,3,-,34
2199,Pablo Sarabia,Paris Saint Germain,1,2,2,1,2,-,0,1,4,1,0,-,2,-,0,3,-,1,0,1,-,2,3,3,-,0,4,-,33
