id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,total
3737,Mike Maignan,Lille,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2520.0
3218,Benoit Costil,Bordeaux,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2520.0
4883,Bruno Ecuele Manga,Dijon,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2520.0
5624,Yunis Abdelhamid,Reims,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2520.0
7763,Fabien Centonze,Metz,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2520.0
5957,Régis Gurtner,Amiens,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2520.0
3370,Issiaga Sylla,Toulouse,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2520.0
3451,Benjamin Lecomte,Monaco,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2520.0
3337,Hilton,Montpellier,90,90,90,90,90,90,90,90,90,90,90,90,90,90,84,90,90,90,90,90,90,90,90,90,90,90,90,90,2514.0
5654,Baptiste Santamaria,Angers,90,90,77,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2507.0
3118,Damien Le Tallec,Montpellier,78,90,90,88,90,90,90,90,90,90,90,90,66,90,79,90,90,90,90,90,90,90,90,90,90,90,90,90,2471.0
6885,Axel Disasi,Reims,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,-,2430.0
7718,Predrag Rajkovic,Reims,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,-,90,90,90,90,2430.0
3201,Alban Lafont,Nantes,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,-,90,90,90,90,90,2430.0
7151,Thomas Foket,Reims,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,-,90,90,90,90,2430.0
3239,Hamari Traore,Rennes,77,90,90,90,90,90,90,90,90,88,90,90,90,90,90,90,90,90,90,90,-,90,90,90,90,90,90,90,2415.0
7728,Gautier Larsonneur,Brest,90,90,90,90,90,90,90,60,-,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2400.0
1720,Didier Ndong,Dijon,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,-,90,90,90,90,83,90,68,90,83,90,90,90,2394.0
5984,Alexandre Oukidja,Metz,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,45,-,90,90,90,90,90,90,90,90,90,90,90,2385.0
1670,Steve Mandanda,Marseille,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,30,-,90,90,90,90,90,90,90,90,90,2370.0
3488,Romain Thomas,Angers,90,90,90,90,72,90,90,90,90,20,90,90,90,90,90,90,90,90,90,90,90,90,-,90,90,90,90,90,2342.0
3744,Ludovic Butelle,Angers,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,-,90,90,90,-,90,2340.0
3269,Anthony Lopes,Lyon,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,-,-,90,90,90,90,90,90,2340.0
5652,Walter Benítez,Nice,-,-,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2340.0
