team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,total
Chelsea,0.6257,0.2988,0.8285,0.1378,0.1766,0.137,0.754,0.829,0.4609,0.647,0.9869,0.5592,0.6493,0.0474,0.8049,0.6103,0.6896,0.4843,0.3203,0.2755,0.8331,0.7252,0.2231,0.3454,0.3484,0.7383,0.6268,0.1963,0.0975,0.0562,0.6744,0.4116,0.0672,0.4858,0.9287,0.5657,0.3524,0.4463,18.4454
Manchester City,0.2543,0.1266,0.2517,0.3257,0.662,0.2483,0.0828,0.8612,0.5203,0.5226,0.8064,0.6332,0.609,0.2147,0.0202,0.5554,0.4792,0.6972,0.7668,0.5109,0.547,0.1853,0.579,0.8903,0.856,0.4536,0.7023,0.066,0.4132,0.0583,0.6908,0.5121,0.6116,0.2149,0.7773,0.0845,0.6426,0.3171,17.7504
Manchester United,0.5798,0.5312,0.7596,0.0858,0.0757,0.7442,0.0965,0.7574,0.0541,0.7135,0.5545,0.4797,0.4097,0.0802,0.4336,0.4271,0.5149,0.6031,0.4811,0.4039,0.1157,0.6907,0.6529,0.6037,0.4964,0.2259,0.2871,0.8103,0.5376,0.2968,0.8734,0.7026,0.1743,0.4454,0.2975,0.0675,0.0933,0.7327,16.8894
Tottenham,0.3995,0.6909,0.0609,0.3426,0.273,0.6858,0.3704,0.1486,0.5766,0.3697,0.4968,0.0652,0.2258,0.9658,0.3166,0.5413,0.1636,0.6582,0.1655,0.3615,0.8421,0.0367,0.7887,0.5651,0.0298,0.3658,0.3843,0.3537,0.6329,0.2528,0.6838,0.8048,0.7171,0.5444,0.0257,0.2711,0.4503,0.384,16.0114
Liverpool,0.1541,0.8133,0.5426,0.2198,0.2208,0.8473,0.0047,0.5292,0.4234,0.5932,0.423,0.9083,0.7387,0.0024,0.4684,0.8491,0.6003,0.6614,0.6971,0.0379,0.3139,0.112,0.1746,0.071,0.503,0.1635,0.4471,0.3843,0.0434,0.145,0.1952,0.051,0.5085,0.213,0.612,0.827,0.1461,0.3628,15.0084
Everton,0.2397,0.0562,0.8265,0.303,0.8336,0.4844,0.6082,0.0154,0.261,0.3646,0.0929,0.1726,0.0151,0.5697,0.1618,0.1322,0.0831,0.6666,0.4063,0.3311,0.5546,0.6171,0.1073,0.0369,0.5047,0.5934,0.1408,0.8789,0.5521,0.5216,0.0924,0.3573,0.1609,0.4972,0.095,0.032,0.1567,0.0109,12.5338
Southampton,0.8299,0.127,0.1173,0.0699,0.5991,0.4808,0.6289,0.1799,0.254,0.2817,0.5457,0.1402,0.5303,0.0231,0.5676,0.7055,0.6014,0.0986,0.4733,0.0265,0.6176,0.3055,0.4489,0.3017,0.8166,0.1371,0.0912,0.0504,0.1049,0.0725,0.0246,0.2049,0.6129,0.1285,0.1776,0.2011,0.6209,0.3253,12.5229
Stoke,0.0296,0.0393,0.0419,0.012,0.158,0.7575,0.0315,0.5424,0.4775,0.2554,0.6522,0.2034,0.5669,0.4448,0.1851,0.4698,0.2251,0.1337,0.1046,0.5891,0.2789,0.1398,0.3735,0.0964,0.8137,0.0921,0.754,0.2047,0.0945,0.0838,0.6963,0.314,0.2163,0.6127,0.5062,0.198,0.0064,0.2242,11.6253
Crystal Palace,0.4907,0.0457,0.3325,0.5117,0.2396,0.162,0.2584,0.3755,0.1371,0.0757,0.0055,0.1895,0.0019,0.4524,0.0462,0.1988,0.4257,0.1952,0.1547,0.2432,0.0134,0.373,0.7159,0.3671,0.4345,0.39,0.6816,0.8231,0.0174,0.009,0.6354,0.6114,0.3781,0.3282,0.1768,0.0447,0.5642,0.2646,11.3704
Leicester,0.4529,0.5815,0.7136,0.0266,0.5888,0.016,0.3628,0.0136,0.1551,0.0907,0.4076,0.44,0.6415,0.2212,0.3634,0.474,0.0128,0.1916,0.1687,0.447,0.4278,0.0293,0.1156,0.0883,0.4682,0.4413,0.228,0.055,0.1861,0.4842,0.0269,0.1369,0.656,0.4314,0.5906,0.0612,0.0103,0.3274,11.1339
Arsenal,0.1523,0.5561,0.2948,0.2543,0.1927,0.5087,0.507,0.1311,0.1276,0.2171,0.1523,0.5907,0.0438,0.3601,0.1364,0.1902,0.1692,0.4134,0.7977,0.1009,0.6051,0.1363,0.2575,0.0664,0.6159,0.0311,0.0678,0.1863,0.7325,0.0455,0.1075,0.5351,0.0049,0.5175,0.2353,0.1724,0.7539,0.0719,11.0393
West Bromwich Albion,0.3318,0.1114,0.6614,0.3223,0.0403,0.3399,0.2254,0.2417,0.0727,0.0563,0.4557,0.4952,0.6449,0.1069,0.5638,0.2444,0.3315,0.1136,0.6836,0.325,0.0338,0.6337,0.1544,0.2662,0.2466,0.1469,0.1985,0.0583,0.3083,0.3366,0.4582,0.3532,0.2288,0.5243,0.2798,0.1091,0.0057,0.1199,10.8301
Middlesbrough,0.6074,0.1781,0.4838,0.2572,0.2245,0.2047,0.3983,0.9132,0.4679,0.1668,0.0497,0.1339,0.033,0.7952,0.0609,0.0657,0.5356,0.7522,0.0604,0.6097,0.3974,0.0316,0.2394,0.0533,0.3866,0.4335,0.0129,0.0184,0.5141,0.0551,0.4043,0.3115,0.013,0.6311,0.0021,0.0629,0.1079,0.0772,10.7505
Watford,0.3802,0.1046,0.0531,0.1812,0.1661,0.5537,0.1951,0.5775,0.1835,0.7726,0.0038,0.1525,0.4716,0.2415,0.2824,0.1556,0.233,0.0998,0.0184,0.0643,0.7126,0.2484,0.3269,0.1056,0.0414,0.1256,0.2115,0.6756,0.6996,0.0159,0.2784,0.5108,0.1219,0.56,0.3429,0.2554,0.0402,0.0122,10.1754
Burnley,0.0871,0.3808,0.0378,0.3569,0.0685,0.4264,0.0391,0.0034,0.4596,0.0475,0.0541,0.1817,0.0459,0.2519,0.3353,0.012,0.2083,0.4635,0.6186,0.5271,0.3658,0.0762,0.4391,0.12,0.434,0.1004,0.2198,0.2889,0.3159,0.043,0.2408,0.4879,0.1625,0.0288,0.5214,0.3802,0.1795,0.0545,9.0642
West Ham,0.116,0.6611,0.0192,0.1056,0.0495,0.0157,0.3936,0.0541,0.4089,0.0826,0.4147,0.0156,0.2054,0.0226,0.1203,0.2618,0.29,0.3588,0.2974,0.0137,0.2063,0.341,0.02,0.3306,0.4239,0.1453,0.0564,0.0042,0.0622,0.367,0.0717,0.7263,0.2796,0.8991,0.206,0.6182,0.011,0.0972,8.7726
Swansea,0.2421,0.0102,0.019,0.0839,0.0807,0.0282,0.0617,0.0086,0.6088,0.0584,0.2943,0.1404,0.0386,0.0003,0.4958,0.1177,0.0743,0.0059,0.0311,0.7112,0.0357,0.2542,0.3213,0.0014,0.4734,0.2729,0.2,0.0822,0.3261,0.4378,0.0454,0.2706,0.2067,0.078,0.0568,0.7593,0.2779,0.165,7.3759
Bournemouth,0.0679,0.1168,0.0266,0.1403,0.0013,0.2405,0.2471,0.6709,0.463,0.1481,0.162,0.0977,0.0216,0.2147,0.0142,0.1023,0.0138,0.0878,0.5864,0.2808,0.2385,0.2245,0.1151,0.0273,0.0186,0.0882,0.0302,0.2319,0.6795,0.3491,0.0537,0.1778,0.0142,0.8067,0.139,0.0364,0.2496,0.008,7.1921
Sunderland,0.0591,0.3199,0.5315,0.0291,0.0501,0.1273,0.3987,0.045,0.2862,0.0297,0.0387,0.2303,0.0643,0.2894,0.0429,0.2772,0.2515,0.0733,0.0208,0.0413,0.2563,0.1744,0.4786,0.0471,0.1416,0.153,0.017,0.2329,0.0994,0.3801,0.1213,0.1404,0.3689,0.1603,0.2367,0.6842,0.0057,0.0401,6.9443
Hull,0.0227,0.3066,0.0218,0.6277,0.0073,0.0011,0.09,0.0196,0.3181,0.2888,0.063,0.3644,0.1986,0.0908,0.1087,0.0032,0.0625,0.0337,0.2452,0.3775,0.1146,0.1253,0.1679,0.3067,0.0004,0.61,0.1039,0.1808,0.0348,0.2316,0.1895,0.0499,0.0849,0.2408,0.1435,0.079,0.0191,0.0036,5.9376
