team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,total
Atletico Madrid,0.5742,0.1399,0.0536,0.7447,0.5645,0.3383,0.3945,0.6053,0.2218,0.2006,0.6623,0.8778,0.8637,0.5396,0.0647,0.3161,0.6818,0.6191,0.8034,0.5063,0.7526,0.2417,0.7303,0.7266,0.4326,0.3377,0.2966,0.252,0.7262,0.068,0.4518,0.5111,0.6089,0.5984,0.8441,0.5392,0.2337,0.5911,18.7148
Barcelona,0.6624,0.791,0.3968,0.349,0.0697,0.5433,0.1538,0.0316,0.1459,0.8226,0.7496,0.2164,0.512,0.3432,0.2437,0.6232,0.8676,0.7163,0.359,0.2792,0.2791,0.4271,0.1067,0.2328,0.2856,0.2161,0.1832,0.6905,0.7478,0.33,0.154,0.7347,0.2516,0.0524,0.467,0.9187,0.8121,0.6702,16.4359
Villarreal,0.1163,0.4244,0.3803,0.1883,0.3859,0.6166,0.2921,0.1239,0.825,0.3103,0.0151,0.0284,0.0968,0.7159,0.1982,0.3187,0.704,0.2338,0.3492,0.4008,0.1908,0.3188,0.5527,0.4264,0.4254,0.4691,0.3743,0.5849,0.0117,0.05,0.4034,0.4777,0.268,0.1375,0.4813,0.7665,0.6701,0.1805,13.5131
Sevilla,0.3614,0.2446,0.1359,0.4146,0.3035,0.3305,0.0047,0.444,0.7913,0.2658,0.2712,0.1823,1.0,0.4746,0.9359,0.6772,0.5169,0.4045,0.2226,0.283,0.1391,0.4954,0.0391,0.6428,0.1101,0.0435,0.5656,0.223,0.1209,0.0004,0.666,0.106,0.3991,0.2403,0.6615,0.0552,0.0412,0.1144,12.9281
Athletic Club,0.0776,0.1297,0.3034,0.1002,0.0192,0.2278,0.4998,0.212,0.8505,0.1535,0.4768,0.3686,0.1941,0.4223,0.7047,0.5595,0.6498,0.5858,0.0756,0.0022,0.0809,0.1522,0.4694,0.0849,0.3298,0.1586,0.2958,0.4227,0.2477,0.0643,0.5241,0.0717,0.0966,0.3358,0.4329,0.5838,0.8726,0.2625,12.0994
Real Madrid,0.7068,0.2095,0.1556,0.1019,0.2554,0.514,0.0089,0.103,0.1576,0.55,0.0442,0.016,0.748,0.7773,0.3318,0.2817,0.5484,0.0294,0.3285,0.4603,0.8039,0.1747,0.4587,0.163,0.1336,0.4594,0.2773,0.0978,0.235,0.1899,0.3978,0.0955,0.2448,0.7927,0.1101,0.5995,0.0562,0.4777,12.0959
Real Sociedad,0.5544,0.7678,0.4342,0.0733,0.666,0.5025,0.0871,0.0769,0.2923,0.173,0.3937,0.2758,0.0176,0.7425,0.4322,0.3738,0.0068,0.3481,0.3436,0.27,0.0004,0.4003,0.8084,0.1228,0.5884,0.0291,0.0686,0.717,0.6754,0.0089,0.0775,0.1878,0.2297,0.0954,0.4817,0.1594,0.0539,0.3396,11.8759
Malaga,0.3807,0.1094,0.3052,0.2404,0.3407,0.02,0.3145,0.0849,0.4259,0.1358,0.3599,0.2493,0.5614,0.7316,0.2658,0.6642,0.8434,0.2862,0.6371,0.18,0.0029,0.3856,0.5743,0.4395,0.0829,0.3529,0.1567,0.0054,0.2514,0.0816,0.7637,0.4963,0.259,0.2032,0.2455,0.0924,0.1592,0.0922,11.7811
Eibar,0.346,0.7203,0.2928,0.1292,0.5744,0.2568,0.3649,0.1153,0.1363,0.5803,0.5084,0.1075,0.0454,0.0042,0.7443,0.0946,0.6586,0.1585,0.7625,0.5851,0.2388,0.1871,0.0137,0.4137,0.0327,0.4948,0.1511,0.0136,0.224,0.2204,0.044,0.022,0.3659,0.0045,0.7186,0.6807,0.1876,0.0429,11.2415
Celta Vigo,0.605,0.9199,0.2043,0.1113,0.0451,0.2043,0.191,0.2763,0.1081,0.3057,0.1673,0.2472,0.4838,0.0629,0.8437,0.7064,0.2817,0.0116,0.2767,0.1653,0.0179,0.0425,0.2761,0.0,0.1023,0.3925,0.7098,0.0326,0.5614,0.5131,0.3061,0.3957,0.0802,0.3678,0.4433,0.0778,0.3334,0.1604,11.0305
Deportivo La Coruna,0.3518,0.0813,0.483,0.0839,0.2633,0.7653,0.3663,0.4424,0.2906,0.1116,0.4234,0.2219,0.6888,0.2391,0.4053,0.6205,0.4545,0.0933,0.0097,0.0236,0.1995,0.2284,0.4981,0.4838,0.0133,0.0406,0.0138,0.2259,0.2262,0.4537,0.6903,0.1023,0.075,0.0,0.3397,0.3243,0.4595,0.0928,10.8868
Las Palmas,0.3796,0.9329,0.0062,0.0708,0.1865,0.0088,0.0953,0.0223,0.8102,0.0236,0.5956,0.0759,0.0405,0.0044,0.6825,0.2442,0.4813,0.086,0.0418,0.1186,0.1424,0.6719,0.0013,0.2265,0.0063,0.7388,0.5983,0.2385,0.4065,0.543,0.3535,0.061,0.3845,0.1039,0.1983,0.0673,0.7377,0.0406,10.4273
Sporting Gijon,0.1855,0.3662,0.1794,0.4216,0.0104,0.1268,0.0402,0.0142,0.0099,0.5935,0.2487,0.0015,0.1684,0.6516,0.0467,0.2514,0.04,0.0955,0.0194,0.3877,0.0836,0.7912,0.1259,0.0384,0.371,0.1778,0.0517,0.1568,0.6248,0.7646,0.1048,0.3371,0.5599,0.1327,0.0001,0.3109,0.2664,0.4379,9.1942
Rayo Vallecano,0.0275,0.0886,0.0737,0.6608,0.5412,0.0246,0.1168,0.0005,0.1213,0.2434,0.5851,0.4662,0.0331,0.1324,0.1823,0.0005,0.0708,0.2136,0.3507,0.1856,0.8711,0.1952,0.7569,0.0345,0.005,0.0307,0.0012,0.1129,0.4168,0.1219,0.4524,0.5236,0.4742,0.2524,0.0333,0.292,0.1272,0.1242,8.9442
Real Betis,0.1044,0.0191,0.5037,0.1281,0.7606,0.1232,0.2052,0.1003,0.305,0.0038,0.3654,0.0577,0.197,0.5263,0.0681,0.3,0.0023,0.0851,0.1875,0.3939,0.0057,0.2811,0.2387,0.0123,0.6337,0.1203,0.444,0.6883,0.0717,0.2069,0.0004,0.2464,0.0902,0.7915,0.0674,0.0717,0.0263,0.1873,8.6206
Valencia,0.3822,0.3981,0.2864,0.8173,0.097,0.3426,0.0176,0.1021,0.0902,0.2539,0.1289,0.0429,0.1457,0.0837,0.0022,0.5873,0.6462,0.2818,0.0231,0.1186,0.2013,0.186,0.2254,0.001,0.0625,0.1328,0.6388,0.1666,0.1596,0.0675,0.0486,0.3137,0.0061,0.4738,0.0145,0.2645,0.0457,0.3523,8.2085
Getafe,0.5965,0.1462,0.0828,0.4721,0.13,0.5198,0.1687,0.6367,0.0004,0.066,0.0208,0.0915,0.3541,0.1053,0.0559,0.1664,0.5131,0.0814,0.5356,0.144,0.0319,0.1395,0.0619,0.3987,0.0375,0.1335,0.0346,0.6096,0.0013,0.0225,0.0006,0.0118,0.0231,0.2132,0.4025,0.5005,0.5858,0.0942,8.19
