id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,total
2774,Sardar Azmoun,Zenit St. Petersburg,0,0,1,0,0,0,0,0,0,-,0,1,1,0,0,1,1,0,1,0,0,3,0,0,1,2,1,-,2,1,16
3035,Evgeni Lutsenko,Arsenal Tula,-,0,1,1,0,0,1,0,0,0,0,0,0,0,1,-,1,0,2,2,0,0,1,1,1,1,1,1,0,0,15
5954,Eldor Shomurodov,FC Rostov,1,0,1,1,1,0,1,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,-,0,0,-,0,0,0,0,11
3063,Artem Dzyuba,Zenit St. Petersburg,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,-,0,1,0,0,0,0,0,-,1,0,10
6276,Nikola Vlasic,CSKA Moscow,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,1,0,10
2414,Grzegorz Krychowiak,Lokomotiv Moscow,0,0,0,1,1,0,1,0,1,0,1,-,-,0,0,1,2,0,0,0,0,1,0,0,0,0,-,0,0,-,9
7668,Marcus Berg,FC Krasnodar,-,-,0,-,0,0,0,-,-,2,0,1,0,0,0,1,0,0,0,1,0,0,-,1,0,-,1,0,0,2,9
5397,Alexander Sobolev,Krylya Sovetov Samara,1,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,8
5454,Fedor Chalov,CSKA Moscow,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7
5385,Mikhail Kostyukov,FC Tambov,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,-,-,1,-,0,7
7670,Joel Fameyeh,FC Orenburg,-,0,0,0,2,0,0,0,0,-,0,0,0,-,1,0,0,0,0,0,1,1,0,-,-,-,0,-,1,1,7
7121,Djorde Despotovic,FC Orenburg,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-,0,0,-,0,2,0,0,-,-,-,-,-,-,-,-,7
2822,George Melkadze,FC Tambov,-,-,-,-,-,-,-,-,0,2,0,1,0,0,1,1,-,0,0,0,0,1,-,0,0,-,0,0,-,0,6
7680,Andrey Mostovoy,PFC Sochi,-,-,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,-,0,-,-,6
2751,Aleksey Ionov,FC Rostov,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,-,-,-,-,1,0,0,0,0,0,-,6
2057,Ezequiel Ponce,Spartak Moscow,0,0,0,0,-,-,-,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,6
7770,Jordan Larsson,Spartak Moscow,-,-,-,-,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6
