id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,total
227,Robert Lewandowski,Bayern Munich,4,5,2,8,-,9,4,4,5,7,4,7,7,9,3,5,5,8,12,2,4,8,5,2,1,1,3,6,1,4,0,-,3,4,152
318,Pierre-Emerick Aubameyang,Borussia Dortmund,3,6,2,3,2,6,5,1,4,6,4,3,4,6,2,7,2,4,6,0,-,3,5,3,4,7,-,8,2,2,-,4,3,1,118
137,Anthony Modeste,FC Cologne,1,3,3,2,3,4,3,6,5,0,7,5,1,3,5,1,1,5,4,4,4,4,4,3,5,1,1,1,4,4,7,1,3,2,110
300,Daniel Didavi,VfB Stuttgart,10,5,4,1,0,5,3,6,4,4,5,1,6,2,1,-,2,4,5,3,-,1,-,1,5,3,0,0,4,3,2,2,0,3,95
224,Thomas Müller,Bayern Munich,3,7,4,8,0,3,3,2,3,2,0,3,4,2,1,4,5,2,6,3,3,5,2,1,4,3,-,3,1,-,0,4,3,-,94
189,Hakan Calhanoglu,Bayer Leverkusen,5,3,2,2,1,5,2,5,1,3,1,3,4,2,0,3,2,3,4,2,1,-,4,7,5,2,-,2,4,0,-,3,5,1,87
11,Sandro Wagner,Darmstadt,0,0,1,1,1,4,1,6,1,3,3,3,-,4,4,1,4,2,3,1,2,4,3,1,4,3,3,5,3,3,5,3,5,-,87
317,Henrikh Mkhitaryan,Borussia Dortmund,5,1,3,5,4,1,3,5,3,-,3,1,3,4,0,5,2,2,1,2,2,0,3,0,2,4,2,0,3,-,2,5,5,-,81
186,Karim Bellarabi,Bayer Leverkusen,0,0,3,3,2,1,1,2,1,3,3,3,1,3,0,4,1,0,3,0,4,2,4,0,3,0,3,3,2,5,4,5,-,4,73
340,Klaas-Jan Huntelaar,Schalke 04,4,2,3,6,1,0,-,3,-,0,2,3,0,1,3,0,2,6,1,1,3,3,1,6,1,2,-,0,2,1,6,1,3,5,72
239,Pascal Groß,Ingolstadt,3,0,3,2,1,3,3,3,4,3,0,2,2,5,2,3,1,1,-,2,2,0,3,1,1,-,2,3,3,3,1,4,3,1,70
210,Raffael,Borussia M.Gladbach,0,2,1,0,2,7,2,2,2,2,2,1,6,1,1,1,2,2,2,4,1,2,1,3,4,2,7,-,-,2,5,0,1,-,70
154,André Schürrle,Wolfsburg,-,-,0,3,0,0,0,2,0,3,3,0,3,3,3,3,0,4,3,-,0,-,0,7,2,2,7,4,8,0,-,2,3,4,69
272,Caiuby,Augsburg,2,1,1,-,-,-,-,-,2,-,5,4,1,3,9,5,4,3,-,1,1,2,2,2,1,4,1,3,0,4,2,-,2,3,68
119,Anthony Ujah,Werder Bremen,1,2,8,3,2,4,2,2,2,2,3,0,2,2,2,1,3,4,3,0,2,2,4,1,-,0,0,1,1,-,5,2,0,2,68
337,Leroy Sané,Schalke 04,0,1,2,0,2,1,2,3,2,3,4,2,1,0,5,3,3,5,1,2,1,1,1,-,2,0,0,1,2,3,5,1,6,3,68
