id,name,team,1,2,3,4,5,6,7,8,9,10,total
2484,Iñigo Martínez,Athletic Club,0.0,0.0,0.0189,0.0347,0.0211,0.0568,0.0579,0.0556,0.0,-,0.245
2110,Rubén Duarte,Alaves,0.0802,0.0,0.0,0.0,0.0188,-,0.0553,0.0,0.0843,0.0,0.2386
2494,Denis Cheryshev,Valencia,0.0,-,-,-,-,0.0,-,0.1361,0.0176,0.0744,0.2281
5093,Roberto Torres,Osasuna,0.0343,0.0921,0.022,-,-,0.0,0.0595,0.0183,0.0,-,0.2262
1884,Facundo Roncaglia,Osasuna,-,0.0,-,0.1315,0.0,0.0312,0.0125,0.0,0.045,-,0.2202
8334,Hugo Guillamón,Valencia,-,-,0.0,0.0,0.0,-,0.0,0.0,0.0,0.2189,0.2189
7155,Nikola Vukcevic,Levante,0.0,0.0857,0.0,0.133,-,-,-,-,-,-,0.2187
2193,Cala,Cadiz,0.0442,0.0,0.0,0.0,0.0,0.174,0.0,0.0,0.0,-,0.2182
2253,Lucas Vázquez,Real Madrid,-,-,-,0.0,0.0182,0.0,0.0,0.0612,0.1349,-,0.2143
7857,Jon Moncayola,Osasuna,0.0133,0.0,0.0271,0.0,0.0188,-,0.0185,0.0101,0.126,-,0.2138
2228,Aritz Elustondo,Real Sociedad,0.0,0.0,0.0,0.0,0.0,0.0,0.084,-,0.1264,0.0,0.2104
493,Gabriel,Valencia,0.0205,0.1425,-,-,-,0.0208,0.0095,0.0,0.0,0.0164,0.2097
2070,Carlos Fernández,Sevilla,-,-,0.0,0.0,0.2097,0.0,0.0,-,-,-,0.2097
2281,Hugo Mallo,Celta Vigo,0.0229,0.0963,0.0,0.0,0.0,-,-,-,0.0645,0.0245,0.2082
7493,Jaime Seoane,SD Huesca,0.0,-,0.0749,0.1259,0.0,0.0,0.0,-,-,-,0.2008
2197,Pedro León,Eibar,0.1143,0.0,0.0,0.0748,-,-,0.0,-,0.0,0.0107,0.1998
7514,Lucas Olaza,Celta Vigo,0.0,0.0163,0.0,0.0688,0.0,0.0503,0.0105,-,0.0485,0.0,0.1944
5062,Yeray Álvarez,Athletic Club,0.0,-,-,-,0.0,0.0467,0.087,0.0603,0.0,-,0.194
1125,Carlos Bacca,Villarreal,-,-,0.0,0.0,-,0.0622,0.0297,0.0,0.0995,0.0,0.1914
2578,Javi Ontiveros,SD Huesca,-,-,0.0,0.0444,0.0584,0.0156,0.0289,0.0433,0.0,-,0.1906
2212,Sergio Álvarez,Eibar,0.0,0.0,-,0.0,0.1386,0.0507,0.0,0.0,0.0,0.0,0.1893
