id,name,team,1,2,3,4,5,6,7,8,9,10,total
2097,Lionel Messi,Barcelona,7,2,3,3,3,10,3,3,-,-,34
2234,Mikel Oyarzabal,Real Sociedad,0,1,2,3,3,2,5,4,4,5,29
2589,Rafa Mir,SD Huesca,2,1,3,0,5,5,2,3,6,2,29
2370,Karim Benzema,Real Madrid,4,4,3,6,2,3,3,2,-,-,27
2120,Gerard Moreno,Villarreal,6,5,1,2,2,-,-,3,2,4,25
1732,Nolito,Celta Vigo,1,7,0,4,3,0,2,1,2,3,23
2098,Luis Suárez,Atletico Madrid,4,2,3,2,7,-,4,-,-,-,22
2290,Iago Aspas,Celta Vigo,0,2,1,1,1,3,2,4,4,3,21
6217,Enis Bardhi,Levante,4,0,1,4,2,1,5,3,-,-,20
1421,Cristian Tello,Real Betis,2,1,1,0,2,3,3,4,3,1,20
3667,Nabil Fekir,Real Betis,1,3,3,1,5,0,3,4,-,-,20
7892,João Félix,Atletico Madrid,3,6,0,1,1,4,3,1,-,-,19
5074,Kike García,Eibar,1,3,2,2,1,0,2,2,1,5,19
866,Joselu,Alaves,1,2,4,-,2,3,2,1,2,2,19
2399,Iñaki Williams,Athletic Club,3,1,1,0,2,0,3,6,2,-,18
2400,Raúl García,Athletic Club,2,1,2,5,2,3,2,0,1,-,18
6954,Juan Camilo Hernández,Getafe,1,2,1,0,2,3,4,2,2,-,17
5232,Alexander Isak,Real Sociedad,1,2,6,1,1,1,3,-,-,2,17
4226,Darwin Machís,Granada,1,2,2,3,2,0,1,2,4,-,17
1109,Lucas Ocampos,Sevilla,2,4,2,0,5,0,2,2,-,-,17
2217,Antonio Sanabria,Real Betis,-,2,2,0,4,0,2,4,2,1,17
2380,Paco Alcácer,Villarreal,2,2,0,3,0,3,2,2,2,-,16
2106,Munir,Sevilla,1,4,0,2,6,0,-,2,-,-,15
2186,Morales,Levante,4,3,2,1,0,1,0,2,1,-,14
5304,Mikel Merino,Real Sociedad,0,0,4,1,5,0,0,-,0,4,14
5212,Sergi Guardiola,Real Valladolid,2,2,4,0,2,1,0,-,2,1,14
7967,Anssumane Fati,Barcelona,2,1,2,1,2,4,2,-,-,-,14
2270,Antoine Griezmann,Barcelona,1,1,2,1,0,2,5,2,-,-,14
7008,Vinícius Júnior,Real Madrid,2,-,3,3,4,1,0,1,0,-,14
6124,Maxi Gómez,Valencia,4,3,0,3,2,1,-,0,0,-,13
5169,Youssef En-Nesyri,Sevilla,3,1,1,0,1,3,1,3,-,-,13
323,Adnan Januzaj,Real Sociedad,0,0,3,2,-,1,-,-,5,2,13
1715,Álvaro Negredo,Cadiz,0,2,3,0,-,4,0,3,1,-,13
6953,Gonzalo Melero,Levante,0,2,0,1,0,0,2,3,4,-,12
2284,Daniel Wass,Valencia,0,0,1,2,3,1,2,1,0,2,12
452,Takashi Inui,Eibar,1,4,1,1,1,3,0,1,0,-,12
8736,Jorge Pombo,Cadiz,4,2,4,-,1,-,-,-,1,-,12
8267,Guido Rodríguez,Real Betis,1,1,2,0,1,2,1,1,0,2,11
8933,Marcos de Sousa,Real Valladolid,-,-,0,1,1,1,1,3,1,3,11
4136,Ángel,Getafe,0,0,2,1,-,2,3,2,1,-,11
2246,Sergio Ramos,Real Madrid,2,4,0,0,0,4,1,0,-,-,11
4034,José Campaña,Levante,4,1,0,1,0,2,-,2,1,-,11
6956,David Ferreiro,SD Huesca,0,0,1,1,3,1,1,1,1,2,11
2571,Sergio Canales,Real Betis,2,2,1,2,3,0,1,0,0,-,11
488,Philippe Coutinho,Barcelona,2,2,1,1,5,-,-,0,-,-,11
7009,Jaime Mata,Getafe,1,1,0,0,2,0,0,3,3,-,10
5081,Edu Expósito,Eibar,2,1,1,1,0,-,0,2,1,2,10
5091,Alex Berenguer,Athletic Club,-,-,-,0,5,1,1,1,2,-,10
8735,Salvi Sánchez,Cadiz,2,1,3,0,0,0,1,2,1,0,10
2275,Ángel Correa,Atletico Madrid,1,1,0,0,0,3,4,1,-,-,10
3264,Mauro Arambarri,Getafe,0,2,0,1,0,1,2,3,1,-,10
2094,Ivan Rakitic,Sevilla,3,2,1,1,1,1,1,0,-,-,10
4175,Pere Milla,Elche,1,1,0,2,0,0,2,4,-,-,10
8727,Jon Morcillo,Athletic Club,2,2,0,1,0,1,2,2,0,-,10
2088,Edgar Méndez,Alaves,0,1,2,2,1,1,1,1,0,-,9
7208,Samuel Chukwueze,Villarreal,3,2,0,0,0,2,0,1,-,1,9
7350,Yangel Herrera,Granada,2,1,1,2,1,0,1,-,1,-,9
2518,Marcos Llorente,Atletico Madrid,1,1,2,1,1,0,2,1,-,-,9
2079,Rubén Rochina,Levante,-,-,-,-,2,3,3,1,0,-,9
5093,Roberto Torres,Osasuna,1,4,1,-,-,0,2,1,0,-,9
1700,Lucas Pérez,Alaves,0,-,0,2,1,1,2,-,2,1,9
689,Kenedy,Granada,0,2,2,1,1,3,-,0,-,-,9
2378,Daniel Parejo,Villarreal,1,0,0,1,0,4,-,-,0,3,9
2183,Rubén García,Osasuna,1,2,0,0,0,3,1,1,1,-,9
6926,William Carvalho,Real Betis,0,3,2,2,0,0,1,0,1,0,9
6241,Federico Valverde,Real Madrid,0,1,1,2,0,1,2,2,-,-,9
6227,Brais Méndez,Celta Vigo,1,2,1,-,-,-,1,1,2,1,9
617,David Silva,Real Sociedad,-,1,2,1,0,0,1,1,3,0,9
2285,Fabián Orellana,Real Valladolid,1,2,0,1,2,-,0,1,1,1,9
6533,Anthony Lozano,Cadiz,0,-,0,1,3,3,2,0,0,-,9
7525,Waldo Rubio,Real Valladolid,2,0,-,4,0,2,-,1,0,-,9
7134,Marc Cucurella,Getafe,1,0,2,0,2,3,0,1,0,-,9
2266,Saúl Ñíguez,Atletico Madrid,3,1,0,-,-,-,1,3,-,-,8
4052,Ximo Navarro,Alaves,-,1,0,0,1,3,1,0,-,2,8
7330,Uros Racic,Valencia,1,-,0,-,-,1,1,2,1,2,8
2406,Mikel Rico,SD Huesca,0,-,-,2,2,-,-,-,4,0,8
8934,Trincão,Barcelona,2,0,1,0,0,2,2,1,-,-,8
2578,Javi Ontiveros,SD Huesca,-,-,0,1,3,1,1,2,0,-,8
7857,Jon Moncayola,Osasuna,1,0,1,0,1,-,1,1,3,-,8
2296,Mario,Villarreal,0,1,1,0,3,1,1,0,1,0,8
2250,Luka Modric,Real Madrid,0,0,1,0,1,1,1,3,1,-,8
2401,Muniain,Athletic Club,1,0,0,0,2,1,1,1,2,-,8
7349,Enric Gallego,Osasuna,-,-,2,0,3,0,2,0,1,-,8
5682,Gonçalo Guedes,Valencia,1,0,1,-,0,3,2,-,-,1,8
2272,Yannick Carrasco,Atletico Madrid,1,1,0,1,2,-,-,3,-,-,8
2122,Joan Jordán,Sevilla,0,0,3,1,-,0,2,2,-,-,8
7276,Robin Le Normand,Real Sociedad,-,1,2,1,0,0,1,1,1,-,7
4091,Unai López,Athletic Club,0,2,2,0,0,2,0,1,-,-,7
1235,Ante Budimir,Osasuna,-,-,-,-,-,-,1,5,1,-,7
5153,Kévin Rodrigues,Eibar,-,0,1,1,1,2,0,0,2,-,7
8895,Tete Morente,Elche,1,1,0,2,0,-,1,2,-,-,7
2368,Montoro,Granada,0,1,-,-,3,2,0,-,1,-,7
7863,Antonio Puertas,Granada,0,1,0,3,2,0,1,-,-,-,7
754,Shinji Okazaki,SD Huesca,2,0,4,0,1,-,-,-,-,0,7
8725,Luis Milla,Granada,1,1,1,1,1,-,0,-,2,-,7
2361,Willian José,Real Sociedad,-,-,-,0,-,1,0,3,3,0,7
2301,Manu Trigueros,Villarreal,-,0,0,1,1,1,1,1,1,1,7
2369,Toni Kroos,Real Madrid,3,0,-,-,2,2,0,0,0,-,7
2453,Marc Bartra,Real Betis,1,0,1,2,0,1,1,0,1,-,7
2566,Roger,Levante,-,2,0,0,0,1,3,-,1,-,7
1672,Jonathan Calleri,Osasuna,-,0,1,5,1,-,-,-,-,-,7
1884,Facundo Roncaglia,Osasuna,-,0,-,3,0,1,1,0,2,-,7
1189,Lucas Boyé,Elche,0,3,2,-,-,0,2,0,-,-,7
2478,Carlos Soler,Valencia,-,-,-,-,0,1,1,1,3,1,7
2216,Jony,Osasuna,-,-,0,1,0,1,0,2,2,-,6
8893,Josan,Elche,1,0,0,1,1,1,0,2,-,-,6
2311,Roberto Soldado,Granada,0,2,-,1,1,-,-,0,2,-,6
8001,Takefusa Kubo,Villarreal,1,1,1,1,0,0,0,1,0,1,6
4070,Borja,SD Huesca,-,0,2,0,1,0,1,0,2,0,6
2185,Deyverson,Alaves,0,0,2,1,1,-,1,0,1,-,6
6118,Portu,Real Sociedad,1,0,1,0,1,2,1,0,0,0,6
6228,Luka Jovic,Real Madrid,-,0,3,-,2,-,-,1,-,-,6
5712,Diego Carlos,Sevilla,1,0,0,1,1,1,0,2,-,-,6
2484,Iñigo Martínez,Athletic Club,0,0,1,1,1,1,1,1,0,-,6
6528,Loren Morón,Real Betis,-,-,0,2,-,0,0,-,3,1,6
6219,Enes Ünal,Getafe,0,2,-,0,0,1,2,1,-,-,6
5095,Sergio León,Levante,2,-,-,-,-,-,2,1,1,-,6
2391,José Mari,Cadiz,1,0,1,0,1,1,1,1,-,-,6
8711,Miguel Baeza,Celta Vigo,0,3,0,2,1,-,-,0,-,-,6
7887,Luuk de Jong,Sevilla,1,2,1,0,0,1,0,1,-,-,6
2384,Santi Mina,Celta Vigo,0,-,0,0,0,3,0,0,2,1,6
7514,Lucas Olaza,Celta Vigo,0,1,0,1,0,2,1,-,1,0,6
2197,Pedro León,Eibar,2,0,0,3,-,-,0,-,0,1,6
5064,Dimitrios Siovas,SD Huesca,-,0,1,3,0,2,0,0,0,0,6
2125,Ander Capa,Athletic Club,0,1,0,1,1,1,0,0,2,-,6
7338,Bryan Gil Salvatierra,Eibar,-,-,-,-,-,2,0,2,1,1,6
2494,Denis Cheryshev,Valencia,0,-,-,-,-,0,-,4,1,1,6
7834,Manu Vallejo,Valencia,3,0,0,0,0,0,1,-,-,2,6
493,Gabriel,Valencia,1,2,-,-,-,1,1,0,0,1,6
5272,Emre Mor,Celta Vigo,1,3,1,0,1,0,-,0,-,-,6
7313,Lee Kang-In,Valencia,1,0,0,2,0,-,1,1,1,0,6
7871,Borja Sainz,Alaves,-,1,0,1,-,1,2,-,0,0,5
2521,Alfonso,Villarreal,0,0,-,-,-,2,1,1,0,1,5
565,Nyom,Getafe,2,2,0,0,0,0,1,0,0,-,5
7195,Roberto López,Real Sociedad,2,-,2,1,0,0,0,0,-,-,5
2198,Moi Gómez,Villarreal,1,0,0,0,0,2,0,1,1,0,5
2245,Raphael Varane,Real Madrid,1,0,0,1,1,2,-,0,0,-,5
6921,Óscar Plano,Real Valladolid,1,1,1,0,0,0,0,0,0,2,5
6950,Jorge Pulido,SD Huesca,0,2,1,0,2,0,0,0,-,-,5
4120,Álex Moreno,Real Betis,2,0,0,0,1,0,0,0,2,0,5
2586,Anaitz Arbilla,Eibar,-,-,0,0,0,2,1,1,0,1,5
2148,Joaquín,Real Betis,1,1,1,-,0,0,0,1,0,1,5
2328,Thomas Partey,Atletico Madrid,0,2,3,-,-,-,-,-,-,-,5
2193,Cala,Cadiz,1,0,0,0,0,4,0,0,0,-,5
1129,Suso,Sevilla,2,1,1,1,0,-,-,-,-,-,5
6433,Jules Koundé,Sevilla,-,1,3,-,-,0,0,1,-,-,5
2305,Adrián,Osasuna,1,1,2,0,0,0,0,0,1,-,5
6949,Jorge Miramón,Levante,1,1,0,2,1,0,0,-,-,-,5
8710,Renato Tapia,Celta Vigo,0,1,0,0,0,0,2,1,0,1,5
8774,Dani Gómez,Levante,1,0,-,0,0,1,-,2,1,-,5
8849,Alberto Perea,Cadiz,-,-,-,-,4,-,0,-,0,1,5
2505,José Gayá,Valencia,0,1,1,0,0,0,2,0,1,0,5
2308,Denis Suárez,Celta Vigo,-,1,1,0,1,0,1,0,1,0,5
5128,Oier,Osasuna,0,0,0,0,1,0,0,0,4,-,5
8750,Rodrigo Battaglia,Alaves,2,0,0,0,0,0,0,0,0,3,5
8761,Shon Weissman,Real Valladolid,0,0,-,2,0,0,1,2,-,-,5
5173,Asier Villalibre,Athletic Club,0,0,0,0,0,0,0,3,2,-,5
2320,Pedro Mosquera,SD Huesca,0,0,2,0,0,1,0,1,0,0,4
8470,Kike Pérez,Real Valladolid,0,2,0,0,0,0,0,2,-,-,4
6570,Óscar Rodríguez,Sevilla,0,0,-,-,4,-,-,0,-,-,4
5162,Nacho Vidal,Osasuna,1,1,0,0,0,2,0,0,0,-,4
6226,Iván Alejo,Cadiz,0,0,-,1,3,-,-,0,-,0,4
2537,Sandro Ramírez,SD Huesca,-,-,-,-,-,1,0,0,1,2,4
2289,Nemanja Radoja,Levante,2,0,0,0,0,-,2,0,0,-,4
1516,Geoffrey Kondogbia,Valencia,1,1,1,1,0,-,-,-,-,-,4
6368,Mathías Olivera,Getafe,0,0,1,0,1,0,2,-,0,-,4
7864,Carlos Neva,Granada,0,0,-,1,1,0,1,-,1,-,4
2229,Yuri,Athletic Club,-,1,2,0,-,0,1,0,0,-,4
2444,Bruno,Real Valladolid,1,0,1,1,-,1,-,0,0,0,4
802,Diego Costa,Atletico Madrid,2,0,1,1,-,-,-,0,-,-,4
47,Yoshinori Muto,Eibar,-,-,0,1,2,0,-,0,0,1,4
8433,José Manuel Fontán,Celta Vigo,-,-,-,1,-,2,0,1,-,-,4
7826,Joseph Aidoo,Celta Vigo,1,1,0,0,1,-,-,0,1,0,4
8907,Mickaël Malsa,Levante,-,1,0,0,0,0,0,1,2,-,4
2135,Sergi Enrich,Eibar,0,1,-,-,-,0,0,1,-,2,4
5090,David García,Osasuna,1,0,0,0,1,0,0,0,2,-,4
