id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,total
5169,Youssef En-Nesyri,Sevilla,0.4125,0.0,0.0,0.0,0.0401,0.0,0.0,0.0,0.0,0.0,0.0,-,-,0.4526
8733,Alfonso Espino,Cadiz,0.044,0.0,0.0,0.0,0.0,0.0568,0.0697,0.2679,0.0099,0.0,0.0,0.0,-,0.4483
2260,Daniel Carvajal,Real Madrid,0.0213,0.0,0.0,-,-,-,-,-,0.3808,-,-,0.0443,-,0.4464
6930,Néstor Araújo,Celta Vigo,0.0,0.0,0.0,0.0,-,0.1457,0.0,0.0,-,0.0,0.2688,0.0201,-,0.4346
6919,Toni Villa,Real Valladolid,-,-,0.3669,0.0,0.0,0.0263,0.0,0.0319,-,0.0,-,0.0,-,0.4251
6117,Pere Pons,Alaves,0.0,0.0,0.0,0.0494,0.3649,0.0,-,-,-,-,-,-,-,0.4143
7605,Manuel Sánchez,Atletico Madrid,-,-,-,0.4135,-,-,-,-,-,-,-,-,-,0.4135
2391,José Mari,Cadiz,0.0,0.0249,0.0,0.0,0.0,0.3582,0.0,0.0255,-,-,-,-,-,0.4086
4091,Unai López,Athletic Club,0.0276,0.0694,0.0,0.0092,0.0306,0.148,0.0211,0.0884,-,-,0.0,0.0,-,0.3943
2255,Isco,Real Madrid,-,0.3126,0.0,0.0,0.0,-,0.0,0.0167,0.0,0.0648,-,-,-,0.3941
4076,Jason,Valencia,-,0.0,0.0,0.0,0.0,0.0254,0.0166,0.0,0.0,-,0.0164,0.3278,0.0,0.3862
2094,Ivan Rakitic,Sevilla,0.0328,0.0,0.0,0.0178,0.1747,0.1314,0.0,0.0163,0.0,0.0,0.0,-,-,0.373
2248,Casemiro,Real Madrid,0.0,0.0758,0.0372,0.1477,0.0,0.0961,0.0,-,-,0.0,0.0,0.0,-,0.3568
6226,Iván Alejo,Cadiz,0.0,0.0,-,0.0,0.0,-,-,0.0,-,0.0,-,0.3539,-,0.3539
2257,Marcelo,Real Madrid,-,-,0.047,-,0.0,-,0.2652,0.0367,-,0.0,-,-,-,0.3489
2246,Sergio Ramos,Real Madrid,0.0246,0.3203,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,-,0.3449
7826,Joseph Aidoo,Celta Vigo,0.2777,0.0,0.0,0.0,0.0,-,-,0.0,0.0627,0.0,0.0,0.0,-,0.3404
7870,Luis Rioja,Alaves,0.0,0.0352,0.1157,0.0,-,0.0,-,0.0641,0.0,0.1056,0.0,0.0196,0.0,0.3402
2471,Víctor Rodríguez,Elche,0.0,-,-,-,-,0.336,-,-,-,-,-,-,-,0.336
2197,Pedro León,Eibar,0.0849,0.0,0.1125,0.0622,-,-,0.0,-,0.0372,0.0388,-,-,0.0,0.3356
2212,Sergio Álvarez,Eibar,0.0,0.0,-,0.0,0.0,0.0724,0.0,0.2065,0.0219,0.0,0.0,0.0205,0.0,0.3213
5050,Clement Lenglet,Barcelona,0.0,0.0,-,0.0,0.0,0.319,0.0,0.0,0.0,0.0,0.0,-,-,0.319
6233,Ferland Mendy,Real Madrid,0.1477,0.0,-,0.0311,-,0.0,0.0,-,0.0971,0.0,0.02,0.0226,-,0.3185
8267,Guido Rodríguez,Real Betis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0269,0.2478,0.038,0.0,0.3127
4219,Juan Carlos,SD Huesca,0.2605,0.0,0.015,0.0,0.0344,-,-,-,0.0,0.0,-,0.0,-,0.3099
5153,Kévin Rodrigues,Eibar,-,0.0,0.0,0.0322,0.1235,0.0243,0.0,0.0276,0.0,-,-,-,0.099,0.3066
1129,Suso,Sevilla,0.1223,0.0,0.1619,0.0,0.0,-,-,-,-,0.0,0.0224,-,-,0.3066
7856,Aridane Hernández,Osasuna,0.0761,0.0,-,-,0.0188,0.0,-,-,-,-,0.0,0.2087,-,0.3036
6217,Enis Bardhi,Levante,0.0965,0.0165,0.0,0.0593,0.0,0.0,0.0984,0.0298,-,-,-,-,-,0.3005
8934,Trincão,Barcelona,0.0754,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0886,0.0614,0.0,-,-,0.2799
2517,Martin Odegaard,Real Madrid,0.1587,0.0,-,0.0,-,-,-,0.0612,0.0,0.0491,-,-,-,0.269
7834,Manu Vallejo,Valencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,0.2165,0.0,0.0,0.0513,0.2678
8907,Mickaël Malsa,Levante,-,0.0,0.0,0.0223,0.0,0.0,0.0801,0.0216,0.0,0.0,0.1139,0.0293,-,0.2672
8979,Sergiño Dest,Barcelona,-,-,0.0232,0.0734,0.0278,0.0,-,0.0,0.0,0.0321,0.1106,-,-,0.2671
